"","rules","support","confidence","lift","laplace","chiSquared","weightedChiSquared"
"1","{word_freq_order=[-Inf;0.045],word_freq_george=(0.44; Inf]} => {class=0}",0.134782608695652,1,1.65005978477481,0.998214285714286,419.239561698489,419.239561698489
"50","{word_freq_415=(0.195; Inf],X.char_freq_..24.=[-Inf;0.0125]} => {class=0}",0.0384057971014493,1,1.65005978477481,0.993788819875776,107.487654841966,107.487654841966
"51","{word_freq_your=[-Inf;0.385],word_freq_telnet=(0.045; Inf]} => {class=0}",0.0379227053140097,1,1.65005978477481,0.993710691823899,106.082314563879,106.082314563879
"52","{word_freq_hpl=(0.12; Inf],word_freq_415=(0.195; Inf]} => {class=0}",0.0376811594202899,1,1.65005978477481,0.993670886075949,105.380173543917,105.380173543917
"53","{word_freq_all=[-Inf;0.235],word_freq_857=(0.045; Inf]} => {class=0}",0.0369565217391304,1,1.65005978477481,0.993548387096774,103.275863775285,103.275863775285
"54","{word_freq_hp=(1.495; Inf],word_freq_george=(0.44; Inf]} => {class=0}",0.0364734299516908,1,1.65005978477481,0.993464052287582,101.874749023346,101.874749023345
"55","{word_freq_415=(0.195; Inf],word_freq_85=(0.195; Inf]} => {class=0}",0.0364734299516908,1,1.65005978477481,0.993464052287582,101.874749023346,101.874749023345
"56","{word_freq_labs=(0.125; Inf],X.char_freq_..28.=(0.2725; Inf]} => {class=0}",0.036231884057971,1,1.65005978477481,0.993421052631579,101.174718382245,101.174718382245
"57","{word_freq_george=(0.44; Inf],capital_run_length_average=[-Inf;1.075]} => {class=0}",0.0347826086956522,1,1.65005978477481,0.993150684931507,96.9818922150528,96.9818922150529
"58","{word_freq_addresses=(0.025; Inf],X.char_freq_..24.=(0.1425; Inf]} => {class=1}",0.0338164251207729,1,2.53832004904966,0.992957746478873,222.902575107296,222.902575107296
"59","{word_freq_1999=(0.105; Inf],word_freq_edu=(0.125; Inf]} => {class=0}",0.0335748792270531,1,1.65005978477481,0.99290780141844,93.4974765674863,93.4974765674862
"60","{word_freq_george=(0.44; Inf],capital_run_length_total=[-Inf;9.5]} => {class=0}",0.0335748792270531,1,1.65005978477481,0.99290780141844,93.4974765674863,93.4974765674862
"61","{word_freq_george=(0.44; Inf],word_freq_1999=(0.105; Inf]} => {class=0}",0.0333333333333333,1,1.65005978477481,0.992857142857143,92.8016382402661,92.8016382402661
"62","{word_freq_telnet=(0.045; Inf],capital_run_length_average=(2.014;3.381]} => {class=0}",0.0333333333333333,1,1.65005978477481,0.992857142857143,92.8016382402661,92.8016382402661
"63","{word_freq_hpl=(0.12; Inf],word_freq_original=(0.245; Inf]} => {class=0}",0.0326086956521739,1,1.65005978477481,0.992700729927007,90.7162081674511,90.7162081674511
"64","{word_freq_lab=(0.125; Inf],capital_run_length_average=(2.014;3.381]} => {class=0}",0.0323671497584541,1,1.65005978477481,0.992647058823529,90.0217589120504,90.0217589120504
"65","{word_freq_857=(0.045; Inf],capital_run_length_longest=(9.5;18.5]} => {class=0}",0.0323671497584541,1,1.65005978477481,0.992647058823529,90.0217589120504,90.0217589120504
"66","{word_freq_650=[-Inf;0.01],word_freq_lab=(0.125; Inf]} => {class=0}",0.0321256038647343,1,1.65005978477481,0.992592592592593,89.3276562746958,89.3276562746959
"67","{word_freq_addresses=(0.025; Inf],X.char_freq_..21.=(0.377;7.52]} => {class=1}",0.0311594202898551,1,2.53832004904966,0.99236641221374,204.825531138236,204.825531138236
"68","{word_freq_george=(0.44; Inf],word_freq_re=(0.575;1.57]} => {class=0}",0.0306763285024155,1,1.65005978477481,0.992248062015504,85.1703049187391,85.1703049187391
"69","{word_freq_all=(0.235;1.93],capital_run_length_longest=(240; Inf]} => {class=1}",0.0301932367149758,1,2.53832004904966,0.992125984251969,198.276619024458,198.276619024458
"70","{word_freq_hp=(0.12;1.495],word_freq_labs=(0.125; Inf]} => {class=0}",0.029951690821256,1,1.65005978477481,0.992063492063492,83.0962876274892,83.0962876274892
"71","{word_freq_free=[-Inf;0.095],word_freq_pm=(0.75; Inf]} => {class=0}",0.029951690821256,1,1.65005978477481,0.992063492063492,83.0962876274892,83.0962876274892
"72","{word_freq_you=(1.755;7.205],word_freq_george=(0.44; Inf]} => {class=0}",0.0297101449275362,1,1.65005978477481,0.992,82.4056369437464,82.4056369437464
"73","{word_freq_george=(0.44; Inf],X.char_freq_..5B.=(0.0325; Inf]} => {class=0}",0.0297101449275362,1,1.65005978477481,0.992,82.4056369437464,82.4056369437464
"74","{word_freq_george=(0.44; Inf],word_freq_technology=(0.055;1.43]} => {class=0}",0.0294685990338164,1,1.65005978477481,0.991935483870968,81.7153300383428,81.7153300383428
"75","{word_freq_original=(0.245; Inf],X.char_freq_..5B.=(0.0325; Inf]} => {class=0}",0.0294685990338164,1,1.65005978477481,0.991935483870968,81.7153300383428,81.7153300383428
"76","{word_freq_telnet=(0.045; Inf],word_freq_1999=[-Inf;0.105]} => {class=0}",0.0292270531400966,1,1.65005978477481,0.991869918699187,81.0253666546638,81.0253666546638
"77","{word_freq_cs=(0.115; Inf]} => {class=0}",0.028743961352657,1,1.65005978477481,0.991735537190083,79.6464694272963,79.6464694272963
"78","{word_freq_parts=[-Inf; Inf],word_freq_cs=(0.115; Inf]} => {class=0}",0.028743961352657,1,1.65005978477481,0.991735537190083,79.6464694272963,79.6464694272963
"79","{word_freq_cs=(0.115; Inf],word_freq_table=[-Inf; Inf]} => {class=0}",0.028743961352657,1,1.65005978477481,0.991735537190083,79.6464694272963,79.6464694272963
"80","{word_freq_3d=[-Inf;0.365],word_freq_cs=(0.115; Inf]} => {class=0}",0.028743961352657,1,1.65005978477481,0.991735537190083,79.6464694272963,79.6464694272963
"81","{word_freq_george=(0.44; Inf],capital_run_length_total=(31.5;71.5]} => {class=0}",0.0282608695652174,1,1.65005978477481,0.991596638655462,78.2689432138262,78.2689432138262
"82","{word_freq_000=(0.26; Inf],X.char_freq_..23.=(0.035; Inf]} => {class=1}",0.0282608695652174,1,2.53832004904966,0.991596638655462,185.217863623832,185.217863623832
"83","{word_freq_george=(0.44; Inf],capital_run_length_total=(130.5;710]} => {class=0}",0.0280193236714976,1,1.65005978477481,0.991525423728814,77.5806935984729,77.5806935984729
"84","{word_freq_george=(0.44; Inf],capital_run_length_total=(9.5;31.5]} => {class=0}",0.0277777777777778,1,1.65005978477481,0.991452991452991,76.8927859705062,76.8927859705062
"85","{word_freq_order=(0.045; Inf],capital_run_length_longest=(240; Inf]} => {class=1}",0.0270531400966184,1,2.53832004904966,0.991228070175439,177.082482706889,177.082482706889
"86","{word_freq_make=(0.075; Inf],capital_run_length_longest=(240; Inf]} => {class=1}",0.0265700483091787,1,2.53832004904966,0.991071428571429,173.83398271395,173.833982713949
"87","{word_freq_will=(0.245;0.985],word_freq_hp=(1.495; Inf]} => {class=0}",0.0260869565217391,1,1.65005978477481,0.990909090909091,72.0869868473495,72.0869868473496
"88","{word_freq_will=(0.985;2.805],word_freq_hp=(1.495; Inf]} => {class=0}",0.0256038647342995,1,1.65005978477481,0.990740740740741,70.7169647869554,70.7169647869553
"89","{word_freq_415=(0.195; Inf],capital_run_length_average=(2.014;3.381]} => {class=0}",0.0256038647342995,1,1.65005978477481,0.990740740740741,70.7169647869554,70.7169647869553
"90","{word_freq_all=[-Inf;0.235],word_freq_pm=(0.75; Inf]} => {class=0}",0.0251207729468599,1,1.65005978477481,0.990566037735849,69.348300528405,69.348300528405
"91","{X.char_freq_..21.=(0.377;7.52],capital_run_length_longest=(240; Inf]} => {class=1}",0.0251207729468599,1,2.53832004904966,0.990566037735849,164.107799880779,164.107799880779
"92","{word_freq_money=(0.01; Inf],capital_run_length_longest=(240; Inf]} => {class=1}",0.0248792270531401,1,2.53832004904966,0.990476190476191,162.489580211979,162.489580211978
"93","{word_freq_your=[-Inf;0.385],word_freq_415=(0.195; Inf]} => {class=0}",0.0246376811594203,1,1.65005978477481,0.990384615384615,67.9809920541622,67.9809920541622
"94","{word_freq_re=(1.57; Inf],capital_run_length_average=(1.075;2.014]} => {class=0}",0.0243961352657005,1,1.65005978477481,0.990291262135922,67.2978456067688,67.2978456067688
"95","{word_freq_000=(0.26; Inf],word_freq_re=(0.015;0.135]} => {class=1}",0.0239130434782609,1,2.53832004904966,0.99009900990099,156.02471054281,156.02471054281
"96","{word_freq_over=(0.075;0.265],word_freq_000=(0.26; Inf]} => {class=1}",0.0234299516908213,1,2.53832004904966,0.98989898989899,152.797072791829,152.797072791829
"97","{word_freq_lab=(0.125; Inf],X.char_freq_..5B.=(0.0325; Inf]} => {class=0}",0.0231884057971014,1,1.65005978477481,0.989795918367347,63.8871812217856,63.8871812217855
"98","{word_freq_george=(0.005;0.44],X.char_freq_..21.=[-Inf;0.005]} => {class=0}",0.0231884057971014,1,1.65005978477481,0.989795918367347,63.8871812217856,63.8871812217855
"99","{word_freq_mail=(0.045;2.1],word_freq_george=(0.44; Inf]} => {class=0}",0.022463768115942,1,1.65005978477481,0.989473684210526,61.8448278561892,61.8448278561892
"100","{word_freq_all=(0.235;1.93],word_freq_hp=(1.495; Inf]} => {class=0}",0.022463768115942,1,1.65005978477481,0.989473684210526,61.8448278561892,61.8448278561892
"101","{word_freq_business=(0.055; Inf],word_freq_hp=(1.495; Inf]} => {class=0}",0.022463768115942,1,1.65005978477481,0.989473684210526,61.8448278561892,61.8448278561892
"102","{word_freq_business=[-Inf;0.055],word_freq_george=(0.005;0.44]} => {class=0}",0.0219806763285024,1,1.65005978477481,0.989247311827957,60.4849403102154,60.4849403102154
"103","{word_freq_business=(0.055; Inf],capital_run_length_longest=(240; Inf]} => {class=1}",0.0219806763285024,1,2.53832004904966,0.989247311827957,143.133291004932,143.133291004932
"104","{word_freq_remove=(0.01; Inf],capital_run_length_longest=(240; Inf]} => {class=1}",0.0219806763285024,1,2.53832004904966,0.989247311827957,143.133291004932,143.133291004932
"105","{word_freq_email=(0.015; Inf],capital_run_length_longest=(240; Inf]} => {class=1}",0.0217391304347826,1,2.53832004904966,0.989130434782609,141.525444512569,141.525444512569
"106","{word_freq_000=(0.26; Inf],capital_run_length_longest=(240; Inf]} => {class=1}",0.0217391304347826,1,2.53832004904966,0.989130434782609,141.525444512569,141.525444512569
"107","{word_freq_your=[-Inf;0.385],word_freq_george=(0.005;0.44]} => {class=0}",0.0214975845410628,1,1.65005978477481,0.989010989010989,59.126395531505,59.126395531505
"108","{word_freq_internet=(0.015; Inf],capital_run_length_longest=(240; Inf]} => {class=1}",0.0214975845410628,1,2.53832004904966,0.989010989010989,139.918391822473,139.918391822473
"109","{word_freq_all=[-Inf;0.235],word_freq_george=(0.005;0.44]} => {class=0}",0.021256038647343,1,1.65005978477481,0.988888888888889,58.4476260585289,58.4476260585289
"110","{word_freq_credit=(0.08; Inf],capital_run_length_longest=(240; Inf]} => {class=1}",0.021256038647343,1,2.53832004904966,0.988888888888889,138.312132346933,138.312132346933
"111","{word_freq_hpl=(0.12; Inf],word_freq_conference=(0.01; Inf]} => {class=0}",0.0210144927536232,1,1.65005978477481,0.98876404494382,57.7691915322456,57.7691915322456
"112","{word_freq_over=[-Inf;0.075],word_freq_george=(0.005;0.44]} => {class=0}",0.0210144927536232,1,1.65005978477481,0.98876404494382,57.7691915322456,57.7691915322456
"113","{word_freq_your=(1.025;6.6],capital_run_length_longest=(240; Inf]} => {class=1}",0.0210144927536232,1,2.53832004904966,0.98876404494382,136.706665498818,136.706665498818
"114","{word_freq_labs=(0.125; Inf],capital_run_length_total=(31.5;71.5]} => {class=0}",0.0207729468599034,1,1.65005978477481,0.988636363636364,57.0910917047912,57.0910917047912
"115","{word_freq_mail=[-Inf;0.045],word_freq_george=(0.005;0.44]} => {class=0}",0.0207729468599034,1,1.65005978477481,0.988636363636364,57.0910917047912,57.0910917047912
"116","{word_freq_650=(0.01; Inf],word_freq_re=(0.575;1.57]} => {class=0}",0.0205314009661836,1,1.65005978477481,0.988505747126437,56.4133263285464,56.4133263285464
"117","{word_freq_re=(1.57; Inf],capital_run_length_total=(9.5;31.5]} => {class=0}",0.0205314009661836,1,1.65005978477481,0.988505747126437,56.4133263285464,56.4133263285464
"118","{word_freq_you=(0.805;1.755],word_freq_hp=(1.495; Inf]} => {class=0}",0.0202898550724638,1,1.65005978477481,0.988372093023256,55.7358951561361,55.7358951561361
"119","{word_freq_you=(1.755;7.205],capital_run_length_longest=(240; Inf]} => {class=1}",0.0202898550724638,1,2.53832004904966,0.988372093023256,131.895014856388,131.895014856388
"120","{word_freq_labs=(0.125; Inf],word_freq_re=(0.575;1.57]} => {class=0}",0.0195652173913043,1,1.65005978477481,0.987951807228916,53.705604391817,53.705604391817
"121","{word_freq_original=(0.245; Inf],word_freq_re=(0.575;1.57]} => {class=0}",0.0195652173913043,1,1.65005978477481,0.987951807228916,53.705604391817,53.705604391817
"122","{word_freq_hpl=(0.12; Inf],word_freq_george=(0.005;0.44]} => {class=0}",0.0193236714975845,1,1.65005978477481,0.98780487804878,53.0295075658663,53.0295075658663
"123","{word_freq_hp=(1.495; Inf],word_freq_re=(0.575;1.57]} => {class=0}",0.0185990338164251,1,1.65005978477481,0.987341772151899,51.0032139282585,51.0032139282585
"124","{word_freq_people=(0.115; Inf],capital_run_length_longest=(240; Inf]} => {class=1}",0.0185990338164251,1,2.53832004904966,0.987341772151899,120.695462770379,120.695462770379
"125","{word_freq_will=(0.245;0.985],word_freq_george=(0.44; Inf]} => {class=0}",0.0183574879227053,1,1.65005978477481,0.987179487179487,50.328447510223,50.328447510223
"126","{X.char_freq_..23.=(0.0075;0.035],capital_run_length_average=(4.813; Inf]} => {class=1}",0.0183574879227053,1,2.53832004904966,0.987179487179487,119.098676238432,119.098676238432
"127","{word_freq_re=(0.575;1.57],X.char_freq_..5B.=(0.0325; Inf]} => {class=0}",0.0178743961352657,1,1.65005978477481,0.986842105263158,48.9799103943952,48.9799103943952
"128","{word_freq_will=(2.805; Inf],word_freq_you=[-Inf;0.115]} => {class=0}",0.0178743961352657,1,1.65005978477481,0.986842105263158,48.9799103943952,48.9799103943952
"129","{X.char_freq_..24.=(0.1425; Inf],X.char_freq_..23.=(0.0075;0.035]} => {class=1}",0.0178743961352657,1,2.53832004904966,0.986842105263158,115.90745947537,115.90745947537
"130","{word_freq_hp=(1.495; Inf],X.char_freq_..28.=(0.002;0.1105]} => {class=0}",0.0176328502415459,1,1.65005978477481,0.986666666666667,48.3061392069445,48.3061392069445
"131","{word_freq_1999=(0.105; Inf],word_freq_project=(0.085; Inf]} => {class=0}",0.0171497584541063,1,1.65005978477481,0.986301369863014,46.9595903506286,46.9595903506286
"132","{word_freq_george=(0.005;0.44],X.char_freq_..28.=(0.1105;0.2725]} => {class=0}",0.0171497584541063,1,1.65005978477481,0.986301369863014,46.9595903506286,46.9595903506286
"133","{word_freq_you=(1.755;7.205],word_freq_hp=(1.495; Inf]} => {class=0}",0.0166666666666667,1,1.65005978477481,0.985915492957746,45.6143645587749,45.6143645587749
"134","{word_freq_hpl=(0.12; Inf],capital_run_length_longest=(5.5;9.5]} => {class=0}",0.0166666666666667,1,1.65005978477481,0.985915492957746,45.6143645587749,45.6143645587749
"135","{word_freq_you=(0.115;0.805],word_freq_85=(0.195; Inf]} => {class=0}",0.0166666666666667,1,1.65005978477481,0.985915492957746,45.6143645587749,45.6143645587749
"136","{word_freq_george=(0.005;0.44],word_freq_1999=(0.105; Inf]} => {class=0}",0.0166666666666667,1,1.65005978477481,0.985915492957746,45.6143645587749,45.6143645587749
"137","{word_freq_george=(0.44; Inf],X.char_freq_..21.=(0.0785;0.377]} => {class=0}",0.0164251207729469,1,1.65005978477481,0.985714285714286,44.9422472028008,44.9422472028008
"138","{word_freq_hp=(1.495; Inf],X.char_freq_..21.=(0.0785;0.377]} => {class=0}",0.0164251207729469,1,1.65005978477481,0.985714285714286,44.9422472028008,44.9422472028008
"139","{word_freq_hp=(0.12;1.495],word_freq_project=(0.085; Inf]} => {class=0}",0.0164251207729469,1,1.65005978477481,0.985714285714286,44.9422472028008,44.9422472028008
"140","{word_freq_will=(0.985;2.805],word_freq_labs=(0.125; Inf]} => {class=0}",0.0161835748792271,1,1.65005978477481,0.985507246376812,44.2704598823562,44.2704598823562
"141","{word_freq_our=(0.375; Inf],word_freq_hp=(1.495; Inf]} => {class=0}",0.0159420289855072,1,1.65005978477481,0.985294117647059,43.5990023544107,43.5990023544107
"142","{word_freq_hp=(1.495; Inf],capital_run_length_total=(9.5;31.5]} => {class=0}",0.0159420289855072,1,1.65005978477481,0.985294117647059,43.5990023544107,43.5990023544107
"143","{word_freq_you=[-Inf;0.115],word_freq_conference=(0.01; Inf]} => {class=0}",0.0159420289855072,1,1.65005978477481,0.985294117647059,43.5990023544107,43.5990023544107
"144","{word_freq_pm=(0.75; Inf],capital_run_length_longest=(9.5;18.5]} => {class=0}",0.0159420289855072,1,1.65005978477481,0.985294117647059,43.5990023544107,43.5990023544107
"145","{word_freq_over=(0.265; Inf],capital_run_length_longest=(240; Inf]} => {class=1}",0.0159420289855072,1,2.53832004904966,0.985294117647059,103.173924939207,103.173924939207
"146","{word_freq_email=(0.015; Inf],word_freq_hp=(1.495; Inf]} => {class=0}",0.0157004830917874,1,1.65005978477481,0.985074626865672,42.9278743761722,42.9278743761722
"147","{word_freq_edu=(0.125; Inf],capital_run_length_total=(9.5;31.5]} => {class=0}",0.0157004830917874,1,1.65005978477481,0.985074626865672,42.9278743761722,42.9278743761722
"148","{X.char_freq_..21.=(0.377;7.52],X.char_freq_..23.=(0.0075;0.035]} => {class=1}",0.0157004830917874,1,2.53832004904966,0.985074626865672,101.585748515157,101.585748515157
"149","{X.char_freq_..23.=(0.035; Inf],capital_run_length_longest=(240; Inf]} => {class=1}",0.0154589371980676,1,2.53832004904966,0.984848484848485,99.9983513729634,99.9983513729634
"150","{word_freq_business=(0.055; Inf],word_freq_hpl=(0.12; Inf]} => {class=0}",0.0152173913043478,1,1.65005978477481,0.984615384615385,41.5866060988389,41.5866060988389
"151","{word_freq_george=(0.005;0.44],X.char_freq_..3B.=(0.0665; Inf]} => {class=0}",0.014975845410628,1,1.65005978477481,0.984375,40.9164653153503,40.9164653153503
"152","{word_freq_1999=(0.105; Inf],word_freq_pm=(0.75; Inf]} => {class=0}",0.0147342995169082,1,1.65005978477481,0.984126984126984,40.2466531127803,40.2466531127803
"153","{word_freq_re=(0.015;0.135],X.char_freq_..21.=(0.377;7.52]} => {class=1}",0.0147342995169082,1,2.53832004904966,0.984126984126984,95.2408299061049,95.2408299061049
"154","{word_freq_hp=(0.12;1.495],capital_run_length_longest=(5.5;9.5]} => {class=0}",0.0144927536231884,1,1.65005978477481,0.983870967741935,39.5771692495252,39.5771692495252
"155","{word_freq_make=(0.075; Inf],word_freq_hp=(1.495; Inf]} => {class=0}",0.0142512077294686,1,1.65005978477481,0.983606557377049,38.9080134842184,38.9080134842184
"156","{word_freq_edu=(0.125; Inf],X.char_freq_..5B.=(0.0325; Inf]} => {class=0}",0.0142512077294686,1,1.65005978477481,0.983606557377049,38.9080134842184,38.9080134842184
"157","{word_freq_make=(0.075; Inf],word_freq_labs=(0.125; Inf]} => {class=0}",0.0142512077294686,1,1.65005978477481,0.983606557377049,38.9080134842184,38.9080134842184
