normalizedLosses,make,fuelType,aspiration,numOfDoors,bodyStyle,driveWheels,engineType,numOfCylinders,fuelSystem,engineLocation,wheelBase,length,width,height,curbWeight,engineSize,bore,stroke,compressionRatio,horsepower,peakRpm,cityMpg,highwayMpg,price,XClass
(96.5; Inf],alfa-romero,gas,std,two,convertible,rwd,dohc,four,mpfi,front,(88.5;92.15],(168.75;169.05],[-Inf;64.3],[-Inf;50.35],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],3
(96.5; Inf],mercedes-benz,gas,std,two,convertible,rwd,ohcv,eight,mpfi,front,(95.5;97.25],(177.55;187.65],(64.3; Inf],(50.35;51.8],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],3
(96.5; Inf],mercedes-benz,gas,std,two,hardtop,rwd,ohcv,eight,mpfi,front,(100.1; Inf],(188.9; Inf],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],1
(96.5; Inf],mercury,gas,turbo,two,hatchback,rwd,ohc,four,mpfi,front,(100.1; Inf],(177.55;187.65],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],1
(96.5; Inf],mitsubishi,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(92.15;94],[-Inf;168.75],(64.3; Inf],(50.35;51.8],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],2
(96.5; Inf],mitsubishi,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(92.15;94],[-Inf;168.75],(64.3; Inf],(50.35;51.8],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],2
(96.5; Inf],mitsubishi,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(92.15;94],[-Inf;168.75],(64.3; Inf],(50.35;51.8],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],2
(96.5; Inf],mitsubishi,gas,turbo,two,hatchback,fwd,ohc,four,spdi,front,(92.15;94],[-Inf;168.75],[-Inf;64.3],(50.35;51.8],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(29.5; Inf],[-Inf;8497],1
(96.5; Inf],mitsubishi,gas,turbo,two,hatchback,fwd,ohc,four,spdi,front,(95.5;97.25],(172.8;173.3],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],(103; Inf],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(29.5; Inf],(8497; Inf],3
(96.5; Inf],mitsubishi,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(95.5;97.25],(172.8;173.3],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(29.5; Inf],(8497; Inf],3
(96.5; Inf],mitsubishi,gas,turbo,two,hatchback,fwd,ohc,four,spdi,front,(95.5;97.25],(172.8;173.3],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],3
(96.5; Inf],mitsubishi,gas,turbo,two,hatchback,fwd,ohc,four,spdi,front,(95.5;97.25],(172.8;173.3],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],3
