normalizedLosses,make,fuelType,aspiration,numOfDoors,bodyStyle,driveWheels,engineType,numOfCylinders,fuelSystem,engineLocation,wheelBase,length,width,height,curbWeight,engineSize,bore,stroke,compressionRatio,horsepower,peakRpm,cityMpg,highwayMpg,price,XClass
(116.5; Inf],alfa-romero,gas,std,two,convertible,rwd,dohc,four,mpfi,front,(88.5;92.15],(168.75;169.05],[-Inf;64.3],[-Inf;50.35],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],3
(116.5; Inf],bmw,gas,std,four,sedan,rwd,ohc,six,mpfi,front,(100.1; Inf],(169.05;186.65],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
(116.5; Inf],bmw,gas,std,four,sedan,rwd,ohc,six,mpfi,front,(100.1; Inf],(186.65; Inf],(64.3; Inf],(55.55;56.15],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],1
(116.5; Inf],bmw,gas,std,four,sedan,rwd,ohc,six,mpfi,front,(100.1; Inf],(186.65; Inf],(64.3; Inf],(55.55;56.15],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
(116.5; Inf],bmw,gas,std,two,sedan,rwd,ohc,six,mpfi,front,(100.1; Inf],(186.65; Inf],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
(116.5; Inf],bmw,gas,std,four,sedan,rwd,ohc,six,mpfi,front,(100.1; Inf],(186.65; Inf],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
(116.5; Inf],chevrolet,gas,std,two,hatchback,fwd,l,three,2bbl,front,[-Inf;88.5],[-Inf;168.75],[-Inf;64.3],(52.45;55.55],[-Inf;2216.5],[-Inf;65.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],2
(75.5;116.5],chevrolet,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(94;94.8],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
(75.5;116.5],chevrolet,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(94;94.8],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],0
(116.5; Inf],dodge,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(92.15;94],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
(116.5; Inf],dodge,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(92.15;94],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
(116.5; Inf],dodge,gas,turbo,two,hatchback,fwd,ohc,four,mpfi,front,(92.15;94],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(29.5; Inf],[-Inf;8497],1
(116.5; Inf],dodge,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(92.15;94],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
(116.5; Inf],dodge,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(92.15;94],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
(116.5; Inf],dodge,gas,turbo,,sedan,fwd,ohc,four,mpfi,front,(92.15;94],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(29.5; Inf],(8497; Inf],1
(75.5;116.5],dodge,gas,std,four,wagon,fwd,ohc,four,2bbl,front,(100.1; Inf],(169.05;186.65],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(29.5; Inf],(8497; Inf],-1
(116.5; Inf],dodge,gas,turbo,two,hatchback,fwd,ohc,four,mfi,front,(94.8;97.25],(169.05;186.65],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],3
(116.5; Inf],honda,gas,std,two,hatchback,fwd,ohc,four,1bbl,front,[-Inf;88.5],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],2
(116.5; Inf],honda,gas,std,two,hatchback,fwd,ohc,four,1bbl,front,[-Inf;88.5],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],2
(75.5;116.5],honda,gas,std,two,hatchback,fwd,ohc,four,1bbl,front,(92.15;94],[-Inf;168.75],[-Inf;64.3],(52.45;55.55],[-Inf;2216.5],(85;105.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
(75.5;116.5],honda,gas,std,two,hatchback,fwd,ohc,four,1bbl,front,(92.15;94],[-Inf;168.75],[-Inf;64.3],(52.45;55.55],[-Inf;2216.5],(85;105.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
(75.5;116.5],honda,gas,std,four,sedan,fwd,ohc,four,1bbl,front,(94.8;97.25],[-Inf;168.75],[-Inf;64.3],(52.45;55.55],[-Inf;2216.5],(85;105.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],0
(75.5;116.5],honda,gas,std,four,wagon,fwd,ohc,four,1bbl,front,(94.8;97.25],[-Inf;168.75],[-Inf;64.3],(56.25; Inf],[-Inf;2216.5],(85;105.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],0
(75.5;116.5],honda,gas,std,two,hatchback,fwd,ohc,four,1bbl,front,(94.8;97.25],[-Inf;168.75],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],0
(75.5;116.5],honda,gas,std,four,sedan,fwd,ohc,four,1bbl,front,(94.8;97.25],(169.05;186.65],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],(8497; Inf],0
(75.5;116.5],honda,gas,std,four,sedan,fwd,ohc,four,1bbl,front,(94.8;97.25],(169.05;186.65],[-Inf;64.3],(52.45;55.55],(2216.5; Inf],(105.5; Inf],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],(8497; Inf],0
(75.5;116.5],honda,gas,std,four,sedan,fwd,ohc,four,mpfi,front,(94.8;97.25],(169.05;186.65],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
(75.5;116.5],honda,gas,std,two,sedan,fwd,ohc,four,2bbl,front,(94.8;97.25],(169.05;186.65],(64.3; Inf],(50.35;52.45],(2216.5; Inf],(105.5; Inf],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(29.5; Inf],(8497; Inf],1
(116.5; Inf],isuzu,gas,std,four,sedan,rwd,ohc,four,2bbl,front,(94;94.8],(169.05;186.65],[-Inf;64.3],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],[-Inf;8497],0
(116.5; Inf],isuzu,gas,std,two,sedan,fwd,ohc,four,2bbl,front,(94;94.8],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],(8497; Inf],1
(116.5; Inf],isuzu,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(94;94.8],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],(8497; Inf],0
(116.5; Inf],isuzu,gas,std,two,hatchback,rwd,ohc,four,spfi,front,(94.8;97.25],(169.05;186.65],(64.3; Inf],(50.35;52.45],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],2
(116.5; Inf],jaguar,gas,std,four,sedan,rwd,dohc,six,mpfi,front,(100.1; Inf],(186.65; Inf],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
(116.5; Inf],jaguar,gas,std,four,sedan,rwd,dohc,six,mpfi,front,(100.1; Inf],(186.65; Inf],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
(116.5; Inf],jaguar,gas,std,two,sedan,rwd,ohcv,twelve,mpfi,front,(100.1; Inf],(186.65; Inf],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
(75.5;116.5],mazda,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(92.15;94],[-Inf;168.75],[-Inf;64.3],(52.45;55.55],[-Inf;2216.5],(85;105.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
(75.5;116.5],mazda,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(92.15;94],[-Inf;168.75],[-Inf;64.3],(52.45;55.55],[-Inf;2216.5],(85;105.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
(75.5;116.5],mazda,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(92.15;94],[-Inf;168.75],[-Inf;64.3],(52.45;55.55],[-Inf;2216.5],(85;105.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
(75.5;116.5],mazda,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(92.15;94],[-Inf;168.75],[-Inf;64.3],(52.45;55.55],[-Inf;2216.5],(85;105.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
(116.5; Inf],mazda,gas,std,two,hatchback,rwd,rotor,two,4bbl,front,(94.8;97.25],(168.75;169.05],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],(65.5;85],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],3
(116.5; Inf],mazda,gas,std,two,hatchback,rwd,rotor,two,4bbl,front,(94.8;97.25],(168.75;169.05],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],(65.5;85],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],3
(116.5; Inf],mazda,gas,std,two,hatchback,rwd,rotor,two,mpfi,front,(94.8;97.25],(168.75;169.05],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],(65.5;85],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],3
(116.5; Inf],mazda,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(97.25;100.1],(169.05;186.65],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],(8497; Inf],1
(75.5;116.5],mazda,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(97.25;100.1],(169.05;186.65],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],0
(116.5; Inf],mazda,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(97.25;100.1],(169.05;186.65],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],(8497; Inf],1
(75.5;116.5],mazda,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(97.25;100.1],(169.05;186.65],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],(8497; Inf],0
(116.5; Inf],mazda,diesel,std,,sedan,fwd,ohc,four,idi,front,(97.25;100.1],(169.05;186.65],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],(8497; Inf],0
(116.5; Inf],mazda,gas,std,four,sedan,rwd,ohc,four,mpfi,front,(100.1; Inf],(169.05;186.65],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
(116.5; Inf],mazda,diesel,std,four,sedan,rwd,ohc,four,idi,front,(100.1; Inf],(169.05;186.65],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],(8497; Inf],0
(75.5;116.5],mercedes-benz,diesel,turbo,four,sedan,rwd,ohc,five,idi,front,(100.1; Inf],(186.65; Inf],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],-1
(75.5;116.5],mercedes-benz,diesel,turbo,four,wagon,rwd,ohc,five,idi,front,(100.1; Inf],(186.65; Inf],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],-1
(75.5;116.5],mercedes-benz,diesel,turbo,two,hardtop,rwd,ohc,five,idi,front,(100.1; Inf],(186.65; Inf],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
(75.5;116.5],mercedes-benz,diesel,turbo,four,sedan,rwd,ohc,five,idi,front,(100.1; Inf],(186.65; Inf],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],-1
(116.5; Inf],mercedes-benz,gas,std,four,sedan,rwd,ohcv,eight,mpfi,front,(100.1; Inf],(186.65; Inf],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],-1
(116.5; Inf],mercedes-benz,gas,std,two,convertible,rwd,ohcv,eight,mpfi,front,(94.8;97.25],(169.05;186.65],(64.3; Inf],(50.35;52.45],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],3
(116.5; Inf],mercedes-benz,gas,std,four,sedan,rwd,ohcv,eight,mpfi,front,(100.1; Inf],(186.65; Inf],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
(116.5; Inf],mercedes-benz,gas,std,two,hardtop,rwd,ohcv,eight,mpfi,front,(100.1; Inf],(186.65; Inf],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],1
(116.5; Inf],mercury,gas,turbo,two,hatchback,rwd,ohc,four,mpfi,front,(100.1; Inf],(169.05;186.65],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],1
(116.5; Inf],mitsubishi,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(92.15;94],[-Inf;168.75],(64.3; Inf],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],2
(116.5; Inf],mitsubishi,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(92.15;94],[-Inf;168.75],(64.3; Inf],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],2
(116.5; Inf],mitsubishi,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(92.15;94],[-Inf;168.75],(64.3; Inf],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],2
(116.5; Inf],mitsubishi,gas,turbo,two,hatchback,fwd,ohc,four,spdi,front,(92.15;94],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.16],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(29.5; Inf],[-Inf;8497],1
(116.5; Inf],mitsubishi,gas,turbo,two,hatchback,fwd,ohc,four,spdi,front,(94.8;97.25],(169.05;186.65],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(29.5; Inf],(8497; Inf],3
(116.5; Inf],mitsubishi,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(94.8;97.25],(169.05;186.65],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(29.5; Inf],(8497; Inf],3
(116.5; Inf],mitsubishi,gas,turbo,two,hatchback,fwd,ohc,four,spdi,front,(94.8;97.25],(169.05;186.65],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],3
(116.5; Inf],mitsubishi,gas,turbo,two,hatchback,fwd,ohc,four,spdi,front,(94.8;97.25],(169.05;186.65],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],3
(116.5; Inf],mitsubishi,gas,turbo,two,hatchback,fwd,ohc,four,spdi,front,(94.8;97.25],(169.05;186.65],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],3
(116.5; Inf],mitsubishi,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(94.8;97.25],(169.05;186.65],(64.3; Inf],(50.35;52.45],(2216.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(29.5; Inf],[-Inf;8497],1
