normalizedLosses,make,fuelType,aspiration,numOfDoors,bodyStyle,driveWheels,engineType,numOfCylinders,fuelSystem,engineLocation,wheelBase,length,width,height,curbWeight,engineSize,bore,stroke,compressionRatio,horsepower,peakRpm,cityMpg,highwayMpg,price,XClass
(111.5; Inf],alfa-romero,gas,std,two,convertible,rwd,dohc,four,mpfi,front,(87.6;92.15],(168.75;171.45],[-Inf;64.3],[-Inf;50.35],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],[-Inf;29.5],(8883; Inf],3
(111.5; Inf],bmw,gas,std,two,sedan,rwd,ohc,six,mpfi,front,(102.2; Inf],(191.3; Inf],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],[-Inf;29.5],(8883; Inf],0
(111.5; Inf],bmw,gas,std,four,sedan,rwd,ohc,six,mpfi,front,(102.2; Inf],(191.3; Inf],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],[-Inf;29.5],(8883; Inf],0
(76;111.5],chevrolet,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(92.15;95.2],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(30.5; Inf],(29.5; Inf],[-Inf;8883],1
(76;111.5],chevrolet,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(92.15;95.2],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(30.5; Inf],(29.5; Inf],[-Inf;8883],0
(111.5; Inf],dodge,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(92.15;95.2],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;69.5],[-Inf; Inf],(30.5; Inf],(29.5; Inf],[-Inf;8883],1
(111.5; Inf],dodge,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(92.15;95.2],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;69.5],[-Inf; Inf],(30.5; Inf],(29.5; Inf],[-Inf;8883],1
(111.5; Inf],dodge,gas,turbo,two,hatchback,fwd,ohc,four,mpfi,front,(92.15;95.2],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],(29.5; Inf],[-Inf;8883],1
(111.5; Inf],dodge,gas,std,four,hatchback,fwd,ohc,four,2bbl,front,(92.15;95.2],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;69.5],[-Inf; Inf],(30.5; Inf],(29.5; Inf],[-Inf;8883],1
(111.5; Inf],dodge,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(92.15;95.2],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;69.5],[-Inf; Inf],(30.5; Inf],(29.5; Inf],[-Inf;8883],1
(111.5; Inf],dodge,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(92.15;95.2],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;69.5],[-Inf; Inf],(30.5; Inf],(29.5; Inf],[-Inf;8883],1
(111.5; Inf],dodge,gas,turbo,,sedan,fwd,ohc,four,mpfi,front,(92.15;95.2],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],(29.5; Inf],[-Inf;8883],1
(76;111.5],dodge,gas,std,four,wagon,fwd,ohc,four,2bbl,front,(102.2; Inf],(171.85;187.65],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],(29.5; Inf],(8883; Inf],-1
(111.5; Inf],honda,gas,std,two,hatchback,fwd,ohc,four,1bbl,front,[-Inf;87.6],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;69.5],[-Inf; Inf],(30.5; Inf],(29.5; Inf],[-Inf;8883],2
(111.5; Inf],honda,gas,std,two,hatchback,fwd,ohc,four,1bbl,front,[-Inf;87.6],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(30.5; Inf],(29.5; Inf],[-Inf;8883],2
(76;111.5],honda,gas,std,two,hatchback,fwd,ohc,four,1bbl,front,(92.15;95.2],[-Inf;168.75],[-Inf;64.3],(52.45;55.55],[-Inf;2216.5],[-Inf;85],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;69.5],[-Inf; Inf],(30.5; Inf],(29.5; Inf],[-Inf;8883],1
(76;111.5],honda,gas,std,two,hatchback,fwd,ohc,four,1bbl,front,(92.15;95.2],[-Inf;168.75],[-Inf;64.3],(52.45;55.55],[-Inf;2216.5],(85;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(24.5;30.5],(29.5; Inf],[-Inf;8883],1
(76;111.5],honda,gas,std,four,sedan,fwd,ohc,four,1bbl,front,(95.5;102.2],[-Inf;168.75],[-Inf;64.3],(52.45;55.55],[-Inf;2216.5],(85;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(24.5;30.5],(29.5; Inf],[-Inf;8883],0
(76;111.5],honda,gas,std,four,wagon,fwd,ohc,four,1bbl,front,(95.5;102.2],[-Inf;168.75],[-Inf;64.3],(56.25; Inf],[-Inf;2216.5],(85;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(24.5;30.5],(29.5; Inf],[-Inf;8883],0
(76;111.5],honda,gas,std,two,hatchback,fwd,ohc,four,1bbl,front,(95.5;102.2],[-Inf;168.75],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(24.5;30.5],(29.5; Inf],[-Inf;8883],0
(76;111.5],honda,gas,std,two,hatchback,fwd,ohc,four,1bbl,front,(95.5;102.2],[-Inf;168.75],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(24.5;30.5],(29.5; Inf],(8883; Inf],0
(76;111.5],honda,gas,std,four,sedan,fwd,ohc,four,1bbl,front,(95.5;102.2],(171.85;187.65],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(24.5;30.5],(29.5; Inf],[-Inf;8883],0
(76;111.5],honda,gas,std,four,sedan,fwd,ohc,four,1bbl,front,(95.5;102.2],(171.85;187.65],[-Inf;64.3],(52.45;55.55],(2216.5; Inf],(105.5; Inf],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(24.5;30.5],(29.5; Inf],(8883; Inf],0
(76;111.5],honda,gas,std,four,sedan,fwd,ohc,four,mpfi,front,(95.5;102.2],(171.85;187.65],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],[-Inf;29.5],(8883; Inf],0
(76;111.5],honda,gas,std,two,sedan,fwd,ohc,four,2bbl,front,(95.5;102.2],(168.75;171.45],(64.3; Inf],(50.35;52.45],(2216.5; Inf],(105.5; Inf],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(24.5;30.5],(29.5; Inf],(8883; Inf],1
(111.5; Inf],isuzu,gas,std,two,sedan,fwd,ohc,four,2bbl,front,(92.15;95.2],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(30.5; Inf],(29.5; Inf],(8883; Inf],1
(111.5; Inf],isuzu,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(92.15;95.2],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(30.5; Inf],(29.5; Inf],(8883; Inf],0
(111.5; Inf],isuzu,gas,std,two,hatchback,rwd,ohc,four,spfi,front,(95.5;102.2],(171.85;187.65],(64.3; Inf],(50.35;52.45],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],[-Inf;29.5],(8883; Inf],2
(111.5; Inf],jaguar,gas,std,four,sedan,rwd,dohc,six,mpfi,front,(102.2; Inf],(191.3; Inf],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],[-Inf;29.5],(8883; Inf],0
(111.5; Inf],jaguar,gas,std,two,sedan,rwd,ohcv,twelve,mpfi,front,(95.5;102.2],(191.3; Inf],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],[-Inf;29.5],(8883; Inf],0
(76;111.5],mazda,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(92.15;95.2],[-Inf;168.75],[-Inf;64.3],(52.45;55.55],[-Inf;2216.5],(85;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;69.5],[-Inf; Inf],(30.5; Inf],(29.5; Inf],[-Inf;8883],1
(111.5; Inf],mazda,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(92.15;95.2],[-Inf;168.75],[-Inf;64.3],(52.45;55.55],[-Inf;2216.5],(85;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;69.5],[-Inf; Inf],(30.5; Inf],(29.5; Inf],[-Inf;8883],1
(111.5; Inf],mazda,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(92.15;95.2],[-Inf;168.75],[-Inf;64.3],(52.45;55.55],[-Inf;2216.5],(85;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;69.5],[-Inf; Inf],(30.5; Inf],(29.5; Inf],[-Inf;8883],1
(111.5; Inf],mazda,gas,std,two,hatchback,rwd,rotor,two,4bbl,front,(95.2;95.5],(168.75;171.45],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],[-Inf;85],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],[-Inf;29.5],(8883; Inf],3
(111.5; Inf],mazda,gas,std,two,hatchback,rwd,rotor,two,4bbl,front,(95.2;95.5],(168.75;171.45],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],[-Inf;85],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],[-Inf;29.5],(8883; Inf],3
(111.5; Inf],mazda,gas,std,two,hatchback,rwd,rotor,two,4bbl,front,(95.2;95.5],(168.75;171.45],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],[-Inf;85],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],[-Inf;29.5],(8883; Inf],3
(111.5; Inf],mazda,gas,std,two,hatchback,rwd,rotor,two,mpfi,front,(95.2;95.5],(168.75;171.45],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],[-Inf;85],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],[-Inf;29.5],(8883; Inf],3
(111.5; Inf],mazda,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(95.5;102.2],(171.85;187.65],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(24.5;30.5],(29.5; Inf],[-Inf;8883],1
(111.5; Inf],mazda,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(95.5;102.2],(171.85;187.65],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(24.5;30.5],(29.5; Inf],[-Inf;8883],0
(111.5; Inf],mazda,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(95.5;102.2],(171.85;187.65],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(24.5;30.5],(29.5; Inf],(8883; Inf],1
(111.5; Inf],mazda,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(95.5;102.2],(171.85;187.65],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(24.5;30.5],(29.5; Inf],(8883; Inf],0
(111.5; Inf],mazda,diesel,std,,sedan,fwd,ohc,four,idi,front,(95.5;102.2],(171.85;187.65],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],[-Inf;69.5],[-Inf; Inf],(30.5; Inf],(29.5; Inf],(8883; Inf],0
(111.5; Inf],mazda,gas,std,four,hatchback,fwd,ohc,four,2bbl,front,(95.5;102.2],(171.85;187.65],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(24.5;30.5],(29.5; Inf],(8883; Inf],0
(111.5; Inf],mazda,gas,std,four,sedan,rwd,ohc,four,mpfi,front,(102.2; Inf],(171.85;187.65],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],[-Inf;29.5],(8883; Inf],0
(111.5; Inf],mazda,diesel,std,four,sedan,rwd,ohc,four,idi,front,(102.2; Inf],(171.85;187.65],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(30.5; Inf],(29.5; Inf],(8883; Inf],0
(76;111.5],mercedes-benz,diesel,turbo,four,sedan,rwd,ohc,five,idi,front,(102.2; Inf],(187.65;191.3],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],[-Inf;29.5],(8883; Inf],-1
(76;111.5],mercedes-benz,diesel,turbo,four,wagon,rwd,ohc,five,idi,front,(102.2; Inf],(187.65;191.3],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],[-Inf;29.5],(8883; Inf],-1
(76;111.5],mercedes-benz,diesel,turbo,two,hardtop,rwd,ohc,five,idi,front,(102.2; Inf],(171.85;187.65],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],[-Inf;29.5],(8883; Inf],0
(76;111.5],mercedes-benz,diesel,turbo,four,sedan,rwd,ohc,five,idi,front,(102.2; Inf],(191.3; Inf],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],[-Inf;29.5],(8883; Inf],-1
(111.5; Inf],mercedes-benz,gas,std,four,sedan,rwd,ohcv,eight,mpfi,front,(102.2; Inf],(191.3; Inf],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],[-Inf;29.5],(8883; Inf],-1
(111.5; Inf],mercedes-benz,gas,std,two,convertible,rwd,ohcv,eight,mpfi,front,(95.5;102.2],(171.85;187.65],(64.3; Inf],(50.35;52.45],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],[-Inf;29.5],(8883; Inf],3
(111.5; Inf],mercedes-benz,gas,std,four,sedan,rwd,ohcv,eight,mpfi,front,(102.2; Inf],(191.3; Inf],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],[-Inf;29.5],(8883; Inf],0
(111.5; Inf],mercedes-benz,gas,std,two,hardtop,rwd,ohcv,eight,mpfi,front,(102.2; Inf],(191.3; Inf],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],[-Inf;29.5],(8883; Inf],1
(111.5; Inf],mercury,gas,turbo,two,hatchback,rwd,ohc,four,mpfi,front,(102.2; Inf],(171.85;187.65],(64.3; Inf],(52.45;55.55],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],[-Inf;29.5],(8883; Inf],1
(111.5; Inf],mitsubishi,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(92.15;95.2],[-Inf;168.75],(64.3; Inf],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;69.5],[-Inf; Inf],(30.5; Inf],(29.5; Inf],[-Inf;8883],2
(111.5; Inf],mitsubishi,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(92.15;95.2],[-Inf;168.75],(64.3; Inf],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;69.5],[-Inf; Inf],(30.5; Inf],(29.5; Inf],[-Inf;8883],2
(111.5; Inf],mitsubishi,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(92.15;95.2],[-Inf;168.75],(64.3; Inf],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;69.5],[-Inf; Inf],(30.5; Inf],(29.5; Inf],[-Inf;8883],2
(111.5; Inf],mitsubishi,gas,turbo,two,hatchback,fwd,ohc,four,spdi,front,(92.15;95.2],[-Inf;168.75],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],(85;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],(29.5; Inf],[-Inf;8883],1
(111.5; Inf],mitsubishi,gas,turbo,two,hatchback,fwd,ohc,four,spdi,front,(95.5;102.2],(171.85;187.65],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],(105.5; Inf],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],(29.5; Inf],(8883; Inf],3
(111.5; Inf],mitsubishi,gas,turbo,two,hatchback,fwd,ohc,four,spdi,front,(95.5;102.2],(171.85;187.65],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],[-Inf;29.5],(8883; Inf],3
(111.5; Inf],mitsubishi,gas,turbo,two,hatchback,fwd,ohc,four,spdi,front,(95.5;102.2],(171.85;187.65],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],[-Inf;29.5],(8883; Inf],3
(111.5; Inf],mitsubishi,gas,turbo,two,hatchback,fwd,ohc,four,spdi,front,(95.5;102.2],(171.85;187.65],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;24.5],[-Inf;29.5],(8883; Inf],3
(111.5; Inf],mitsubishi,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(95.5;102.2],(171.85;187.65],(64.3; Inf],(50.35;52.45],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(24.5;30.5],(29.5; Inf],[-Inf;8883],1
(111.5; Inf],mitsubishi,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(95.5;102.2],(171.85;187.65],(64.3; Inf],(50.35;52.45],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(24.5;30.5],(29.5; Inf],[-Inf;8883],1
