Speaker.Number,Sex,Feature.0,Feature.1,Feature.2,Feature.3,Feature.4,Feature.5,Feature.6,Feature.7,Feature.8,Feature.9,Class
Andrew,Male,(-4.2625;-3.525],(-0.1035;0.519],[-Inf;0.4725],(0.829; Inf],(-0.396;0.4995],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.3385],[-Inf; Inf],hid
Andrew,Male,(-2.403;-2.1225],(0.519;1.4125],[-Inf;0.4725],(-0.0225;0.829],(-0.9915;-0.396],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.3385],[-Inf; Inf],hEd
Andrew,Male,(-2.403;-2.1225],(1.4125;2.1445],[-Inf;0.4725],(0.829; Inf],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(-0.511;0.0765],(-0.3385;0.122],[-Inf; Inf],hAd
Andrew,Male,(-3.019;-2.403],(1.4125;2.1445],[-Inf;0.4725],(-0.0225;0.829],[-Inf;-0.9915],[-Inf;1.451],(-0.6605;0.4795],(-0.511;0.0765],(0.122; Inf],[-Inf; Inf],had
Andrew,Male,(-4.2625;-3.525],(2.1445;3.1765],[-Inf;0.4725],(0.829; Inf],[-Inf;-0.9915],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hOd
Andrew,Male,(-4.2625;-3.525],(2.1445;3.1765],[-Inf;0.4725],(0.829; Inf],[-Inf;-0.9915],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hod
Andrew,Male,(-4.2625;-3.525],(1.4125;2.1445],[-Inf;0.4725],(-0.0225;0.829],(-0.9915;-0.396],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hUd
Andrew,Male,(-3.019;-2.403],(1.4125;2.1445],[-Inf;0.4725],(-0.0225;0.829],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hed
Andrew,Male,(-4.2625;-3.525],(-0.1035;0.519],[-Inf;0.4725],(0.829; Inf],(-0.396;0.4995],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.3385],[-Inf; Inf],hid
Andrew,Male,(-3.525;-3.019],(-0.1035;0.519],[-Inf;0.4725],(0.829; Inf],(-0.396;0.4995],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.3385],[-Inf; Inf],hId
Andrew,Male,(-2.1225;-1.557],(0.519;1.4125],[-Inf;0.4725],(-0.0225;0.829],(-0.9915;-0.396],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.3385],[-Inf; Inf],hEd
Andrew,Male,(-3.019;-2.403],(2.1445;3.1765],[-Inf;0.4725],(0.829; Inf],[-Inf;-0.9915],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hYd
Andrew,Male,(-3.019;-2.403],(1.4125;2.1445],[-Inf;0.4725],(-0.0225;0.829],[-Inf;-0.9915],[-Inf;1.451],(-0.6605;0.4795],(-0.511;0.0765],(0.122; Inf],[-Inf; Inf],had
Andrew,Male,(-4.2625;-3.525],(2.1445;3.1765],[-Inf;0.4725],(0.829; Inf],[-Inf;-0.9915],[-Inf;1.451],(0.4795; Inf],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hOd
Andrew,Male,(-4.2625;-3.525],(1.4125;2.1445],[-Inf;0.4725],(-0.0225;0.829],(-0.9915;-0.396],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hUd
Andrew,Male,(-4.2625;-3.525],(1.4125;2.1445],[-Inf;0.4725],(0.829; Inf],(-0.396;0.4995],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hud
Andrew,Male,(-3.019;-2.403],(1.4125;2.1445],[-Inf;0.4725],(-0.0225;0.829],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hed
Andrew,Male,(-4.2625;-3.525],(-0.1035;0.519],[-Inf;0.4725],(0.829; Inf],(-0.396;0.4995],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.3385],[-Inf; Inf],hid
Andrew,Male,(-3.525;-3.019],(-0.1035;0.519],[-Inf;0.4725],(0.829; Inf],(-0.396;0.4995],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.3385],[-Inf; Inf],hId
Andrew,Male,(-2.1225;-1.557],(0.519;1.4125],[-Inf;0.4725],(-0.0225;0.829],(-0.9915;-0.396],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.3385],[-Inf; Inf],hEd
Andrew,Male,(-2.403;-2.1225],(1.4125;2.1445],[-Inf;0.4725],(0.829; Inf],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hAd
Andrew,Male,(-3.019;-2.403],(1.4125;2.1445],[-Inf;0.4725],(0.829; Inf],[-Inf;-0.9915],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hYd
Andrew,Male,(-3.019;-2.403],(2.1445;3.1765],[-Inf;0.4725],(-0.0225;0.829],[-Inf;-0.9915],[-Inf;1.451],(0.4795; Inf],(-0.511;0.0765],(-0.3385;0.122],[-Inf; Inf],had
Andrew,Male,(-4.2625;-3.525],(1.4125;2.1445],[-Inf;0.4725],(0.829; Inf],[-Inf;-0.9915],[-Inf;1.451],(0.4795; Inf],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hOd
Andrew,Male,(-4.2625;-3.525],(2.1445;3.1765],[-Inf;0.4725],(0.829; Inf],[-Inf;-0.9915],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hod
Andrew,Male,(-4.2625;-3.525],(1.4125;2.1445],[-Inf;0.4725],(-0.0225;0.829],(-0.9915;-0.396],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hUd
Andrew,Male,(-4.2625;-3.525],(1.4125;2.1445],[-Inf;0.4725],(0.829; Inf],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hud
Andrew,Male,(-3.019;-2.403],(1.4125;2.1445],[-Inf;0.4725],(-0.0225;0.829],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hed
Andrew,Male,(-4.2625;-3.525],(-0.1035;0.519],[-Inf;0.4725],(0.829; Inf],(-0.396;0.4995],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.3385],[-Inf; Inf],hid
Andrew,Male,(-3.525;-3.019],(-0.1035;0.519],[-Inf;0.4725],(0.829; Inf],(-0.396;0.4995],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.3385],[-Inf; Inf],hId
Andrew,Male,(-2.403;-2.1225],(0.519;1.4125],[-Inf;0.4725],(-0.0225;0.829],(-0.9915;-0.396],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.3385],[-Inf; Inf],hEd
Andrew,Male,(-2.403;-2.1225],(1.4125;2.1445],[-Inf;0.4725],(0.829; Inf],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hAd
Andrew,Male,(-3.019;-2.403],(1.4125;2.1445],[-Inf;0.4725],(0.829; Inf],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(-0.511;0.0765],(-0.3385;0.122],[-Inf; Inf],hYd
Andrew,Male,(-3.525;-3.019],(2.1445;3.1765],[-Inf;0.4725],(-0.0225;0.829],[-Inf;-0.9915],[-Inf;1.451],(0.4795; Inf],(-0.511;0.0765],(-0.3385;0.122],[-Inf; Inf],had
Andrew,Male,(-3.525;-3.019],(1.4125;2.1445],[-Inf;0.4725],(0.829; Inf],[-Inf;-0.9915],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hOd
Andrew,Male,(-4.2625;-3.525],(2.1445;3.1765],[-Inf;0.4725],(0.829; Inf],[-Inf;-0.9915],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hod
Andrew,Male,(-4.2625;-3.525],(0.519;1.4125],[-Inf;0.4725],(-0.0225;0.829],(-0.9915;-0.396],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hUd
Andrew,Male,(-4.2625;-3.525],(1.4125;2.1445],[-Inf;0.4725],(0.829; Inf],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hud
Andrew,Male,(-3.019;-2.403],(1.4125;2.1445],[-Inf;0.4725],(-0.0225;0.829],[-Inf;-0.9915],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hed
Andrew,Male,(-4.2625;-3.525],(-0.1035;0.519],[-Inf;0.4725],(0.829; Inf],(-0.396;0.4995],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.3385],[-Inf; Inf],hid
Andrew,Male,(-3.525;-3.019],(-0.1035;0.519],[-Inf;0.4725],(0.829; Inf],(-0.396;0.4995],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.3385],[-Inf; Inf],hId
Andrew,Male,(-2.403;-2.1225],(0.519;1.4125],[-Inf;0.4725],(-0.0225;0.829],(-0.9915;-0.396],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.3385],[-Inf; Inf],hEd
Andrew,Male,(-2.403;-2.1225],(1.4125;2.1445],[-Inf;0.4725],(0.829; Inf],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hAd
Andrew,Male,(-3.525;-3.019],(1.4125;2.1445],[-Inf;0.4725],(0.829; Inf],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(-0.511;0.0765],(-0.3385;0.122],[-Inf; Inf],hYd
Andrew,Male,(-3.525;-3.019],(2.1445;3.1765],[-Inf;0.4725],(-0.0225;0.829],[-Inf;-0.9915],[-Inf;1.451],(-0.6605;0.4795],(-0.511;0.0765],(-0.3385;0.122],[-Inf; Inf],had
Andrew,Male,(-3.525;-3.019],(2.1445;3.1765],[-Inf;0.4725],(-0.0225;0.829],[-Inf;-0.9915],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hOd
Andrew,Male,(-4.2625;-3.525],(2.1445;3.1765],[-Inf;0.4725],(0.829; Inf],[-Inf;-0.9915],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hod
Andrew,Male,(-4.2625;-3.525],(1.4125;2.1445],[-Inf;0.4725],(0.829; Inf],(-0.396;0.4995],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hud
Bill,Male,(-4.2625;-3.525],(-0.1035;0.519],[-Inf;0.4725],(-0.0225;0.829],(0.4995; Inf],[-Inf;1.451],(0.4795; Inf],(-0.511;0.0765],[-Inf;-0.3385],[-Inf; Inf],hid
Bill,Male,(-2.1225;-1.557],(-0.1035;0.519],[-Inf;0.4725],[-Inf;-0.0225],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hEd
Bill,Male,(-2.1225;-1.557],(1.4125;2.1445],[-Inf;0.4725],(-0.0225;0.829],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hAd
Bill,Male,(-3.019;-2.403],(2.1445;3.1765],[-Inf;0.4725],(-0.0225;0.829],[-Inf;-0.9915],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hYd
Bill,Male,(-2.403;-2.1225],(0.519;1.4125],[-Inf;0.4725],[-Inf;-0.0225],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4795],(-0.511;0.0765],(0.122; Inf],[-Inf; Inf],had
Bill,Male,(-4.2625;-3.525],(3.1765; Inf],(0.4725;1.086],[-Inf;-0.0225],[-Inf;-0.9915],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hod
Bill,Male,(-4.2625;-3.525],(2.1445;3.1765],[-Inf;0.4725],(-0.0225;0.829],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hUd
Bill,Male,(-4.6685;-4.2625],(2.1445;3.1765],[-Inf;0.4725],(-0.0225;0.829],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hud
Bill,Male,(-3.525;-3.019],(0.519;1.4125],[-Inf;0.4725],[-Inf;-0.0225],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4795],(-0.511;0.0765],(-0.3385;0.122],[-Inf; Inf],hed
Bill,Male,(-4.6685;-4.2625],(-0.1035;0.519],(0.4725;1.086],(-0.0225;0.829],(0.4995; Inf],[-Inf;1.451],(0.4795; Inf],(-0.511;0.0765],[-Inf;-0.3385],[-Inf; Inf],hid
Bill,Male,(-2.1225;-1.557],(-0.1035;0.519],[-Inf;0.4725],[-Inf;-0.0225],(-0.396;0.4995],[-Inf;1.451],(0.4795; Inf],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hId
Bill,Male,(-2.1225;-1.557],(1.4125;2.1445],[-Inf;0.4725],(-0.0225;0.829],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hAd
Bill,Male,(-3.019;-2.403],(2.1445;3.1765],[-Inf;0.4725],[-Inf;-0.0225],[-Inf;-0.9915],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hYd
Bill,Male,(-3.019;-2.403],(1.4125;2.1445],[-Inf;0.4725],[-Inf;-0.0225],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4795],(-0.511;0.0765],(0.122; Inf],[-Inf; Inf],had
Bill,Male,(-3.525;-3.019],(2.1445;3.1765],[-Inf;0.4725],[-Inf;-0.0225],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hOd
Bill,Male,(-4.2625;-3.525],(3.1765; Inf],[-Inf;0.4725],[-Inf;-0.0225],[-Inf;-0.9915],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hod
Bill,Male,(-4.6685;-4.2625],(2.1445;3.1765],[-Inf;0.4725],(-0.0225;0.829],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hUd
Bill,Male,(-4.6685;-4.2625],(2.1445;3.1765],[-Inf;0.4725],(-0.0225;0.829],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(-0.511;0.0765],(0.122; Inf],[-Inf; Inf],hud
Bill,Male,(-3.525;-3.019],(0.519;1.4125],[-Inf;0.4725],[-Inf;-0.0225],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(-0.511;0.0765],(-0.3385;0.122],[-Inf; Inf],hed
Bill,Male,(-2.1225;-1.557],(-0.1035;0.519],[-Inf;0.4725],[-Inf;-0.0225],(-0.396;0.4995],(1.451; Inf],(0.4795; Inf],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hId
Bill,Male,(-2.1225;-1.557],(-0.1035;0.519],[-Inf;0.4725],[-Inf;-0.0225],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hEd
Bill,Male,(-2.1225;-1.557],(1.4125;2.1445],[-Inf;0.4725],(-0.0225;0.829],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hAd
Bill,Male,(-3.019;-2.403],(2.1445;3.1765],[-Inf;0.4725],(-0.0225;0.829],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hYd
Bill,Male,(-3.019;-2.403],(0.519;1.4125],[-Inf;0.4725],(-0.0225;0.829],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(-0.511;0.0765],(0.122; Inf],[-Inf; Inf],had
Bill,Male,(-3.525;-3.019],(2.1445;3.1765],[-Inf;0.4725],[-Inf;-0.0225],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hOd
Bill,Male,(-4.2625;-3.525],(3.1765; Inf],[-Inf;0.4725],[-Inf;-0.0225],[-Inf;-0.9915],[-Inf;1.451],(0.4795; Inf],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hod
Bill,Male,(-4.6685;-4.2625],(2.1445;3.1765],[-Inf;0.4725],(-0.0225;0.829],[-Inf;-0.9915],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hUd
Bill,Male,[-Inf;-4.6685],(2.1445;3.1765],[-Inf;0.4725],(-0.0225;0.829],(-0.9915;-0.396],(1.451; Inf],(-0.6605;0.4795],(-0.511;0.0765],(0.122; Inf],[-Inf; Inf],hud
Bill,Male,(-3.019;-2.403],(1.4125;2.1445],[-Inf;0.4725],[-Inf;-0.0225],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(-0.511;0.0765],[-Inf;-0.3385],[-Inf; Inf],hed
Bill,Male,(-4.6685;-4.2625],(-0.1035;0.519],(1.086; Inf],(0.829; Inf],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.511;0.0765],[-Inf;-0.3385],[-Inf; Inf],hid
Bill,Male,(-2.1225;-1.557],(-0.1035;0.519],[-Inf;0.4725],[-Inf;-0.0225],(-0.396;0.4995],(1.451; Inf],(0.4795; Inf],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hId
Bill,Male,(-2.1225;-1.557],(-0.1035;0.519],[-Inf;0.4725],[-Inf;-0.0225],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hEd
Bill,Male,(-2.1225;-1.557],(1.4125;2.1445],[-Inf;0.4725],(-0.0225;0.829],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hAd
Bill,Male,(-3.019;-2.403],(2.1445;3.1765],[-Inf;0.4725],[-Inf;-0.0225],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hYd
Bill,Male,(-2.403;-2.1225],(0.519;1.4125],[-Inf;0.4725],[-Inf;-0.0225],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(-0.511;0.0765],(0.122; Inf],[-Inf; Inf],had
Bill,Male,(-3.525;-3.019],(2.1445;3.1765],[-Inf;0.4725],(-0.0225;0.829],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hOd
Bill,Male,(-4.2625;-3.525],(3.1765; Inf],[-Inf;0.4725],[-Inf;-0.0225],[-Inf;-0.9915],[-Inf;1.451],(0.4795; Inf],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hod
Bill,Male,(-4.2625;-3.525],(2.1445;3.1765],[-Inf;0.4725],(-0.0225;0.829],[-Inf;-0.9915],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hUd
Bill,Male,[-Inf;-4.6685],(2.1445;3.1765],[-Inf;0.4725],(-0.0225;0.829],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(-0.511;0.0765],(0.122; Inf],[-Inf; Inf],hud
Bill,Male,(-3.019;-2.403],(1.4125;2.1445],[-Inf;0.4725],[-Inf;-0.0225],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(-0.511;0.0765],(-0.3385;0.122],[-Inf; Inf],hed
Bill,Male,(-4.6685;-4.2625],[-Inf;-0.1035],(0.4725;1.086],(0.829; Inf],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.511;0.0765],[-Inf;-0.3385],[-Inf; Inf],hid
Bill,Male,(-2.1225;-1.557],(-0.1035;0.519],[-Inf;0.4725],[-Inf;-0.0225],(-0.396;0.4995],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hId
Bill,Male,(-2.1225;-1.557],(-0.1035;0.519],[-Inf;0.4725],[-Inf;-0.0225],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hEd
Bill,Male,(-2.1225;-1.557],(1.4125;2.1445],[-Inf;0.4725],[-Inf;-0.0225],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hAd
Bill,Male,(-3.019;-2.403],(3.1765; Inf],[-Inf;0.4725],[-Inf;-0.0225],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hYd
Bill,Male,(-2.403;-2.1225],(1.4125;2.1445],[-Inf;0.4725],[-Inf;-0.0225],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(-0.511;0.0765],(0.122; Inf],[-Inf; Inf],had
Bill,Male,(-3.525;-3.019],(2.1445;3.1765],[-Inf;0.4725],(-0.0225;0.829],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hOd
Bill,Male,(-4.2625;-3.525],(3.1765; Inf],(0.4725;1.086],[-Inf;-0.0225],[-Inf;-0.9915],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hod
Bill,Male,(-4.2625;-3.525],(3.1765; Inf],[-Inf;0.4725],(-0.0225;0.829],[-Inf;-0.9915],[-Inf;1.451],(0.4795; Inf],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hUd
Bill,Male,[-Inf;-4.6685],(2.1445;3.1765],[-Inf;0.4725],(-0.0225;0.829],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hud
Bill,Male,(-3.525;-3.019],(1.4125;2.1445],[-Inf;0.4725],[-Inf;-0.0225],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(-0.511;0.0765],(-0.3385;0.122],[-Inf; Inf],hed
Bill,Male,(-4.2625;-3.525],[-Inf;-0.1035],(0.4725;1.086],(0.829; Inf],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.511;0.0765],[-Inf;-0.3385],[-Inf; Inf],hid
Bill,Male,(-3.019;-2.403],(-0.1035;0.519],[-Inf;0.4725],(-0.0225;0.829],(-0.396;0.4995],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hId
Bill,Male,(-2.1225;-1.557],(-0.1035;0.519],[-Inf;0.4725],[-Inf;-0.0225],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hEd
Bill,Male,(-2.1225;-1.557],(1.4125;2.1445],[-Inf;0.4725],[-Inf;-0.0225],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hAd
Bill,Male,(-3.019;-2.403],(3.1765; Inf],[-Inf;0.4725],[-Inf;-0.0225],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.3385;0.122],[-Inf; Inf],hYd
Bill,Male,(-3.525;-3.019],(2.1445;3.1765],[-Inf;0.4725],[-Inf;-0.0225],(-0.9915;-0.396],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.122; Inf],[-Inf; Inf],hOd
