duration,wage-increase-first-year,wage-increase-second-year,wage-increase-third-year,cost-of-living-adjustment,working-hours,pension,standby-pay,shift-differential,education-allowance,statutory-holidays,vacation,longterm-disability-assistance,contribution-to-dental-plan,bereavement-assistance,contribution-to-health-plan,class
3.0,2.0,2.0,2.0,none,40.0,none,8.125,4.65384615385,,10.0,below_average,,half,yes,full,bad
2.0,4.5,4.5,3.75833333333,tcf,38.0666666667,,8.125,4.65384615385,yes,10.0,below_average,yes,none,,half,good
2.0,3.0,3.0,3.75833333333,none,33.0,,8.125,4.65384615385,yes,12.0,generous,,,yes,full,good
2.0,5.0,4.0,3.75833333333,none,37.0,,8.125,5.0,no,11.0,below_average,yes,full,yes,full,good
3.0,2.0,2.5,3.75833333333,,35.0,none,8.125,4.65384615385,,10.0,average,,,yes,full,bad
3.0,4.5,4.5,5.0,none,40.0,,8.125,4.65384615385,no,11.0,average,,half,,,good
3.0,3.0,2.0,2.5,tc,40.0,none,8.125,5.0,no,10.0,below_average,yes,half,yes,full,bad
2.0,2.5,2.5,3.75833333333,,38.0,empl_contr,8.125,4.65384615385,,10.0,average,,,,,bad
2.0,4.0,5.0,3.75833333333,none,40.0,none,8.125,3.0,no,10.0,below_average,no,none,,none,bad
3.0,2.0,2.5,2.1,tc,40.0,none,2.0,1.0,no,10.0,below_average,no,half,yes,full,bad
2.0,2.0,2.0,3.75833333333,none,40.0,none,8.125,4.65384615385,no,11.0,average,yes,none,yes,full,bad
1.0,2.0,3.93170731707,3.75833333333,tc,40.0,ret_allw,4.0,0.0,no,11.0,generous,no,none,no,none,bad
1.0,2.8,3.93170731707,3.75833333333,none,38.0,empl_contr,2.0,3.0,no,9.0,below_average,yes,half,,none,bad
3.0,2.0,2.5,2.0,,37.0,empl_contr,8.125,4.65384615385,,10.0,average,,,yes,none,bad
2.0,4.5,4.0,3.75833333333,none,40.0,,8.125,4.0,,12.0,average,yes,full,yes,half,good
1.0,4.0,3.93170731707,3.75833333333,none,38.0666666667,none,8.125,4.65384615385,yes,11.0,average,no,none,no,none,bad
2.0,2.0,3.0,3.75833333333,none,38.0,empl_contr,8.125,4.65384615385,yes,12.0,generous,yes,none,yes,full,bad
2.0,2.5,2.5,3.75833333333,tc,39.0,empl_contr,8.125,4.65384615385,,12.0,average,,,yes,,bad
2.0,2.5,3.0,3.75833333333,tcf,40.0,none,8.125,4.65384615385,,11.0,below_average,,,yes,,bad
2.0,4.5,4.0,3.75833333333,,40.0,,8.125,2.0,no,10.0,below_average,no,half,,half,bad
2.0,4.5,4.0,3.75833333333,none,40.0,,8.125,5.0,,11.0,average,,full,yes,full,good
2.0,4.6,4.6,3.75833333333,tcf,38.0,,8.125,4.65384615385,,11.1276595745,,yes,half,,half,good
2.0,5.0,4.5,3.75833333333,none,38.0,,14.0,5.0,,11.0,below_average,yes,,,full,good
2.0,5.7,4.5,3.75833333333,none,40.0,ret_allw,8.125,4.65384615385,,11.0,average,yes,full,yes,full,good
2.0,7.0,5.3,3.75833333333,,38.0666666667,,8.125,4.65384615385,,11.0,,yes,full,,,good
3.0,2.0,3.0,3.75833333333,tcf,38.0666666667,empl_contr,8.125,4.65384615385,yes,11.1276595745,,yes,half,yes,,good
3.0,5.0,4.4,3.75833333333,none,38.0,empl_contr,10.0,6.0,,11.0,generous,yes,,,full,good
3.0,5.0,5.0,5.0,,40.0,,8.125,4.65384615385,,12.0,average,,half,yes,half,good
