"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"408" "{X5=[-Inf;-0.153846],X6=[-Inf;-0.875],X8=-1} => {Y=-1}" 0.0629032258064516 1 0.0629032258064516 1.80232558139535 39 3 1 1 1
"2210" "{X1=1,X8=-1,X9=1} => {Y=-1}" 0.0629032258064516 1 0.0629032258064516 1.80232558139535 39 3 1 6 1
"5670" "{X4=[-Inf;-0.5],X7=[-Inf;-0.916667],X9=-1,X11=-1} => {Y=-1}" 0.0612903225806452 1 0.0612903225806452 1.80232558139535 38 4 1 3 1
"9101" "{X5=(-0.153846;0.4615385],X8=1,X9=1,X13=[-Inf;-0.895]} => {Y=1}" 0.0612903225806452 1 0.0612903225806452 2.2463768115942 38 4 1 1 1
"9777" "{X3=(-0.6994645; Inf],X5=[-Inf;-0.153846],X8=-1,X14=[-Inf;-0.99016]} => {Y=-1}" 0.0596774193548387 1 0.0596774193548387 1.80232558139535 37 4 1 1 1
"5613" "{X1=1,X4=[-Inf;-0.5],X8=-1,X11=-1} => {Y=-1}" 0.0580645161290323 1 0.0580645161290323 1.80232558139535 36 4 1 3 1
"7874" "{X1=-1,X3=(-0.6994645; Inf],X8=1,X13=[-Inf;-0.895]} => {Y=1}" 0.0580645161290323 1 0.0580645161290323 2.2463768115942 36 4 1 1 1
"4232" "{X5=(0.4615385; Inf],X7=(-0.916667; Inf],X8=1,X11=-1} => {Y=1}" 0.0548387096774194 1 0.0548387096774194 2.2463768115942 34 4 1 2 1
"474" "{X6=[-Inf;-0.875],X10=[-Inf;-0.9253735],X11=-1} => {Y=-1}" 0.0532258064516129 1 0.0532258064516129 1.80232558139535 33 3 1 3 1
"8560" "{X1=-1,X6=(-0.875; Inf],X8=-1,X11=1} => {Y=-1}" 0.05 1 0.05 1.80232558139535 31 4 1 12 1
"412" "{X3=[-Inf;-0.6994645],X5=[-Inf;-0.153846],X6=[-Inf;-0.875]} => {Y=-1}" 0.0483870967741935 1 0.0483870967741935 1.80232558139535 30 3 1 1 1
"3687" "{X5=(0.4615385; Inf],X8=1,X10=(-0.9253735; Inf],X11=-1} => {Y=1}" 0.0467741935483871 1 0.0467741935483871 2.2463768115942 29 4 1 1 1
"7320" "{X3=(-0.6994645; Inf],X5=(-0.153846;0.4615385],X7=(-0.916667; Inf],X10=(-0.9253735; Inf]} => {Y=1}" 0.0467741935483871 1 0.0467741935483871 2.2463768115942 29 4 1 3 1
"9070" "{X3=(-0.6994645; Inf],X8=-1,X13=[-Inf;-0.895],X14=[-Inf;-0.99016]} => {Y=-1}" 0.0467741935483871 1 0.0467741935483871 1.80232558139535 29 4 1 8 1
"3795" "{X1=-1,X5=(0.4615385; Inf],X8=1,X11=-1} => {Y=1}" 0.0451612903225806 1 0.0451612903225806 2.2463768115942 28 4 1 1 1
"1377" "{X1=-1,X8=-1,X13=[-Inf;-0.895]} => {Y=-1}" 0.0403225806451613 1 0.0403225806451613 1.80232558139535 25 3 1 1 1
"537" "{X5=(0.4615385; Inf],X11=-1,X14=(-0.99016; Inf]} => {Y=1}" 0.0387096774193548 1 0.0387096774193548 2.2463768115942 24 3 1 1 1
"3616" "{X1=-1,X5=(0.4615385; Inf],X8=1,X10=(-0.9253735; Inf]} => {Y=1}" 0.0370967741935484 1 0.0370967741935484 2.2463768115942 23 4 1 2 1
"3688" "{X3=[-Inf;-0.6994645],X5=(0.4615385; Inf],X8=1,X10=(-0.9253735; Inf]} => {Y=1}" 0.0370967741935484 1 0.0370967741935484 2.2463768115942 23 4 1 2 1
"4307" "{X3=[-Inf;-0.6994645],X5=(0.4615385; Inf],X8=1,X11=-1} => {Y=1}" 0.0370967741935484 1 0.0370967741935484 2.2463768115942 23 4 1 1 1
"8185" "{X1=-1,X3=(-0.6994645; Inf],X7=[-Inf;-0.916667],X8=-1} => {Y=-1}" 0.0354838709677419 1 0.0354838709677419 1.80232558139535 22 4 1 2 1
"8191" "{X1=-1,X3=(-0.6994645; Inf],X4=(-0.5; Inf],X8=-1} => {Y=-1}" 0.0354838709677419 1 0.0354838709677419 1.80232558139535 22 4 1 1 1
"29" "{X4=[-Inf;-0.5],X6=[-Inf;-0.875]} => {Y=-1}" 0.0306451612903226 1 0.0306451612903226 1.80232558139535 19 2 1 1 1
"1228" "{X5=[-Inf;-0.153846],X7=(-0.916667; Inf],X10=(-0.9253735; Inf]} => {Y=1}" 0.0306451612903226 1 0.0306451612903226 2.2463768115942 19 3 1 1 1
"10535" "{X3=(-0.6994645; Inf],X5=(-0.153846;0.4615385],X8=-1,X11=-1} => {Y=-1}" 0.0306451612903226 1 0.0306451612903226 1.80232558139535 19 4 1 4 1
"794" "{X4=[-Inf;-0.5],X8=-1,X13=[-Inf;-0.895]} => {Y=-1}" 0.0290322580645161 1 0.0290322580645161 1.80232558139535 18 3 1 2 1
"6901" "{X1=1,X3=[-Inf;-0.6994645],X8=-1,X14=(-0.99016; Inf]} => {Y=-1}" 0.0258064516129032 1 0.0258064516129032 1.80232558139535 16 4 1 1 1
"11116" "{X5=(-0.153846;0.4615385],X8=1,X9=1,X10=[-Inf;-0.9253735]} => {Y=1}" 0.0258064516129032 1 0.0258064516129032 2.2463768115942 16 4 1 3 1
"8123" "{X1=-1,X3=(-0.6994645; Inf],X5=(-0.153846;0.4615385],X8=1} => {Y=1}" 0.0241935483870968 1 0.0241935483870968 2.2463768115942 15 4 1 2 1
"8158" "{X1=-1,X3=(-0.6994645; Inf],X7=[-Inf;-0.916667],X8=1} => {Y=1}" 0.0241935483870968 1 0.0241935483870968 2.2463768115942 15 4 1 1 1
"4801" "{X1=-1,X4=[-Inf;-0.5],X5=[-Inf;-0.153846],X11=-1} => {Y=-1}" 0.0209677419354839 1 0.0209677419354839 1.80232558139535 13 4 1 1 1
"8906" "{X5=[-Inf;-0.153846],X8=-1,X11=1,X13=[-Inf;-0.895]} => {Y=-1}" 0.0193548387096774 1 0.0193548387096774 1.80232558139535 12 4 1 1 1
"9490" "{X7=[-Inf;-0.916667],X8=-1,X11=1,X13=[-Inf;-0.895]} => {Y=-1}" 0.0193548387096774 1 0.0193548387096774 1.80232558139535 12 4 1 1 1
"1072" "{X5=(-0.153846;0.4615385],X8=-1,X14=(-0.99016; Inf]} => {Y=-1}" 0.017741935483871 1 0.017741935483871 1.80232558139535 11 3 1 1 1
"3557" "{X5=(0.4615385; Inf],X8=1,X9=-1,X14=(-0.99016; Inf]} => {Y=1}" 0.0161290322580645 1 0.0161290322580645 2.2463768115942 10 4 1 1 1
"4306" "{X5=(0.4615385; Inf],X8=1,X9=-1,X11=-1} => {Y=1}" 0.0161290322580645 1 0.0161290322580645 2.2463768115942 10 4 1 1 1
"4478" "{X5=(0.4615385; Inf],X7=[-Inf;-0.916667],X8=-1,X11=1} => {Y=-1}" 0.0161290322580645 1 0.0161290322580645 1.80232558139535 10 4 1 3 1
"9768" "{X3=(-0.6994645; Inf],X5=[-Inf;-0.153846],X7=(-0.916667; Inf],X8=-1} => {Y=-1}" 0.0161290322580645 1 0.0161290322580645 1.80232558139535 10 4 1 1 1
"10533" "{X3=(-0.6994645; Inf],X5=(-0.153846;0.4615385],X7=(-0.916667; Inf],X8=-1} => {Y=-1}" 0.0161290322580645 1 0.0161290322580645 1.80232558139535 10 4 1 1 1
"3435" "{X3=[-Inf;-0.6994645],X4=[-Inf;-0.5],X5=(0.4615385; Inf],X9=-1} => {Y=-1}" 0.0145161290322581 1 0.0145161290322581 1.80232558139535 9 4 1 3 1
"4296" "{X5=(0.4615385; Inf],X7=[-Inf;-0.916667],X8=1,X9=-1} => {Y=1}" 0.0145161290322581 1 0.0145161290322581 2.2463768115942 9 4 1 2 1
"4898" "{X4=[-Inf;-0.5],X5=[-Inf;-0.153846],X11=-1,X13=[-Inf;-0.895]} => {Y=-1}" 0.0145161290322581 1 0.0145161290322581 1.80232558139535 9 4 1 1 1
"3415" "{X4=[-Inf;-0.5],X5=(0.4615385; Inf],X8=1,X9=1} => {Y=1}" 0.0112903225806452 1 0.0112903225806452 2.2463768115942 7 4 1 1 1
"4822" "{X1=-1,X4=[-Inf;-0.5],X7=(-0.916667; Inf],X11=1} => {Y=-1}" 0.0112903225806452 1 0.0112903225806452 1.80232558139535 7 4 1 1 1
"4900" "{X3=[-Inf;-0.6994645],X4=[-Inf;-0.5],X5=[-Inf;-0.153846],X13=[-Inf;-0.895]} => {Y=-1}" 0.0112903225806452 1 0.0112903225806452 1.80232558139535 7 4 1 1 1
"5025" "{X4=[-Inf;-0.5],X5=[-Inf;-0.153846],X9=1,X10=[-Inf;-0.9253735]} => {Y=-1}" 0.0112903225806452 1 0.0112903225806452 1.80232558139535 7 4 1 1 1
"9527" "{X7=(-0.916667; Inf],X8=-1,X11=-1,X13=[-Inf;-0.895]} => {Y=-1}" 0.0112903225806452 1 0.0112903225806452 1.80232558139535 7 4 1 1 1
"10204" "{X4=(-0.5; Inf],X5=[-Inf;-0.153846],X8=-1,X14=[-Inf;-0.99016]} => {Y=-1}" 0.140322580645161 0.988636363636364 0.141935483870968 1.78184460887949 87 4 0.833333333333333 5 0.997849462365591
"11760" "{X7=(-0.916667; Inf],X8=1,X9=1,X11=-1} => {Y=1}" 0.120967741935484 0.986842105263158 0.12258064516129 2.21681922196796 75 4 1 1 0.997854077253219
"1243" "{X3=(-0.6994645; Inf],X7=(-0.916667; Inf],X10=(-0.9253735; Inf]} => {Y=1}" 0.109677419354839 0.985507246376812 0.111290322580645 2.21382062591892 68 3 0.75 3 0.995744680851064
"1795" "{X5=[-Inf;-0.153846],X8=-1,X14=[-Inf;-0.99016]} => {Y=-1}" 0.206451612903226 0.984615384615385 0.209677419354839 1.77459749552773 128 3 0.666666666666667 2 0.993657505285412
"12614" "{X3=[-Inf;-0.6994645],X7=[-Inf;-0.916667],X8=-1,X11=1} => {Y=-1}" 0.0967741935483871 0.983606557377049 0.0983870967741935 1.77277926038887 60 4 0.875 7 0.991683991683992
"4093" "{X5=(0.4615385; Inf],X7=(-0.916667; Inf],X8=1,X9=1} => {Y=1}" 0.0854838709677419 0.981481481481482 0.0870967741935484 2.20477724100913 53 4 1 2 0.991718426501035
"1299" "{X4=(-0.5; Inf],X7=(-0.916667; Inf],X10=(-0.9253735; Inf]} => {Y=1}" 0.158064516129032 0.98 0.161290322580645 2.20144927536232 98 3 0.75 3 0.989733059548255
"7929" "{X1=-1,X6=(-0.875; Inf],X8=1,X13=[-Inf;-0.895]} => {Y=1}" 0.0790322580645161 0.98 0.0806451612903226 2.20144927536232 49 4 0.5 1 0.987730061349693
"8164" "{X1=-1,X3=(-0.6994645; Inf],X4=(-0.5; Inf],X8=1} => {Y=1}" 0.0774193548387097 0.979591836734694 0.0790322580645161 2.20053238686779 48 4 0.5 1 0.985743380855397
"10912" "{X3=(-0.6994645; Inf],X8=-1,X11=-1,X14=[-Inf;-0.99016]} => {Y=-1}" 0.0725806451612903 0.978260869565217 0.0741935483870968 1.76314459049545 45 4 0.5 1 0.983772819472617
"9241" "{X6=(-0.875; Inf],X8=1,X9=1,X13=[-Inf;-0.895]} => {Y=1}" 0.138709677419355 0.977272727272727 0.141935483870968 2.19532279314888 86 4 0.5 1 0.981818181818182
"11766" "{X4=(-0.5; Inf],X7=(-0.916667; Inf],X8=1,X9=1} => {Y=1}" 0.203225806451613 0.976744186046512 0.208064516129032 2.19413549039434 126 4 0.5 1 0.979879275653924
"9139" "{X4=(-0.5; Inf],X5=(-0.153846;0.4615385],X8=1,X13=[-Inf;-0.895]} => {Y=1}" 0.0629032258064516 0.975 0.0645161290322581 2.19021739130435 39 4 0.5 1 0.977955911823647
"5089" "{X4=[-Inf;-0.5],X5=[-Inf;-0.153846],X11=-1,X14=[-Inf;-0.99016]} => {Y=-1}" 0.0548387096774194 0.971428571428571 0.0564516129032258 1.75083056478405 34 4 0.5 1 0.976047904191617
"6174" "{X6=(-0.875; Inf],X11=-1,X13=[-Inf;-0.895],X14=(-0.99016; Inf]} => {Y=1}" 0.0532258064516129 0.970588235294118 0.0548387096774193 2.18030690537084 33 4 1 1 0.97609561752988
"9022" "{X3=(-0.6994645; Inf],X7=(-0.916667; Inf],X8=1,X13=[-Inf;-0.895]} => {Y=1}" 0.104838709677419 0.970149253731343 0.108064516129032 2.17932078736751 65 4 0.666666666666667 2 0.974257425742574
"10272" "{X5=[-Inf;-0.153846],X7=[-Inf;-0.916667],X10=[-Inf;-0.9253735],X13=(-0.895; Inf]} => {Y=-1}" 0.138709677419355 0.966292134831461 0.143548387096774 1.74157303370787 86 4 0.7 7 0.968932038834951
"12220" "{X4=(-0.5; Inf],X7=(-0.916667; Inf],X8=1,X11=-1} => {Y=1}" 0.138709677419355 0.966292134831461 0.143548387096774 2.17065624491125 86 4 0.666666666666667 6 0.963740458015267
"7701" "{X1=1,X4=(-0.5; Inf],X8=1,X10=(-0.9253735; Inf]} => {Y=1}" 0.130645161290323 0.964285714285714 0.135483870967742 2.16614906832298 81 4 0.5 1 0.961977186311787
"10273" "{X5=[-Inf;-0.153846],X7=[-Inf;-0.916667],X13=(-0.895; Inf],X14=[-Inf;-0.99016]} => {Y=-1}" 0.129032258064516 0.963855421686747 0.133870967741935 1.73718128327263 80 4 0.666666666666667 2 0.960302457466919
"9543" "{X7=[-Inf;-0.916667],X8=-1,X13=[-Inf;-0.895],X14=[-Inf;-0.99016]} => {Y=-1}" 0.0854838709677419 0.963636363636364 0.0887096774193548 1.73678646934461 53 4 0.666666666666667 4 0.957009345794393
"10714" "{X3=(-0.6994645; Inf],X4=(-0.5; Inf],X7=(-0.916667; Inf],X8=1} => {Y=1}" 0.159677419354839 0.961165048543689 0.166129032258064 2.15913887716336 99 4 0.666666666666667 2 0.955390334572491
"10478" "{X3=(-0.6994645; Inf],X5=(-0.153846;0.4615385],X8=1,X11=1} => {Y=1}" 0.0387096774193548 0.96 0.0403225806451613 2.15652173913043 24 4 1 3 0.955637707948244
"9318" "{X4=(-0.5; Inf],X8=1,X11=1,X13=[-Inf;-0.895]} => {Y=1}" 0.0758064516129032 0.959183673469388 0.0790322580645161 2.15468796214138 47 4 0.75 3 0.954128440366973
"9341" "{X7=(-0.916667; Inf],X8=1,X11=-1,X13=[-Inf;-0.895]} => {Y=1}" 0.0758064516129032 0.959183673469388 0.0790322580645161 2.15468796214138 47 4 1 1 0.954212454212454
"0" "{} => {Y=-1}" 0.554838709677419 0.554838709677419 1 1 344 0 0.662162162162162 49 0.919354838709677
