"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"7795" "{CIRCULARITY=(40.5;49.5],RADIUS RATIO=[-Inf;174.5],MAX.LENGTH ASPECT RATIO=(8.5;16]} => {Class=van}" 0.106438896189225 1 0.106438896189225 4.25139664804469 81 3 1 81 1
"266" "{PR.AXIS ASPECT RATIO=(68.5;86.5],PR.AXIS RECTANGULARITY=(18.5;19.5]} => {Class=bus}" 0.0328515111695138 1 0.0328515111695138 3.88265306122449 25 2 1 2 1
"702" "{DISTANCE CIRCULARITY=(92.5; Inf],HOLLOWS RATIO=[-Inf;189.5]} => {Class=bus}" 0.0328515111695138 1 0.0328515111695138 3.88265306122449 25 2 1 2 1
"43862" "{RADIUS RATIO=[-Inf;174.5],MAX.LENGTH ASPECT RATIO=(8.5;16],SKEWNESS ABOUT_MAJOR=(64.5;74.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0289093298291721 1 0.0289093298291721 4.25139664804469 22 4 1 3 1
"8404" "{MAX.LENGTH ASPECT RATIO=[-Inf;8.5],SCALED RADIUS OF GYRATION=(189.5;241.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf]} => {Class=bus}" 0.0275952693823916 1 0.0275952693823916 3.88265306122449 21 3 1 3 1
"8527" "{RADIUS RATIO=(174.5;234.5],MAX.LENGTH ASPECT RATIO=[-Inf;8.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf]} => {Class=bus}" 0.0275952693823916 1 0.0275952693823916 3.88265306122449 21 3 1 1 1
"2815" "{PR.AXIS ASPECT RATIO=(68.5;86.5],SCALED RADIUS OF GYRATION=[-Inf;170.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=bus}" 0.026281208935611 1 0.026281208935611 3.88265306122449 20 3 1 1 1
"120" "{MAX.LENGTH ASPECT RATIO=(8.5;16],SCALED VARIANCE_MINOR=(721.5;761.5]} => {Class=opel}" 0.0249671484888305 1 0.0249671484888305 3.98429319371728 19 2 1 19 1
"8575" "{DISTANCE CIRCULARITY=(64.5;76.5],RADIUS RATIO=(174.5;234.5],PR.AXIS RECTANGULARITY=(18.5;19.5]} => {Class=bus}" 0.0236530880420499 1 0.0236530880420499 3.88265306122449 18 3 1 1 1
"5468" "{PR.AXIS RECTANGULARITY=[-Inf;18.5],MAX.LENGTH RECTANGULARITY=(134.5;148.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf]} => {Class=van}" 0.0223390275952694 1 0.0223390275952694 4.25139664804469 17 3 1 13 1
"34334" "{ELONGATEDNESS=(46.5; Inf],MAX.LENGTH RECTANGULARITY=(134.5;148.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=van}" 0.0223390275952694 1 0.0223390275952694 4.25139664804469 17 4 1 1 1
"17718" "{COMPACTNESS=(87.5;98.5],DISTANCE CIRCULARITY=[-Inf;64.5],PR.AXIS RECTANGULARITY=[-Inf;18.5],MAX.LENGTH RECTANGULARITY=(134.5;148.5]} => {Class=van}" 0.0210249671484888 1 0.0210249671484888 4.25139664804469 16 4 1 8 1
"34220" "{COMPACTNESS=(87.5;98.5],ELONGATEDNESS=(46.5; Inf],MAX.LENGTH RECTANGULARITY=(134.5;148.5],HOLLOWS RATIO=[-Inf;189.5]} => {Class=van}" 0.0210249671484888 1 0.0210249671484888 4.25139664804469 16 4 1 3 1
"32699" "{COMPACTNESS=(87.5;98.5],PR.AXIS RECTANGULARITY=[-Inf;18.5],MAX.LENGTH RECTANGULARITY=(134.5;148.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.0197109067017083 1 0.0197109067017083 4.25139664804469 15 4 1 6 1
"39595" "{COMPACTNESS=[-Inf;87.5],CIRCULARITY=(40.5;49.5],SCALED VARIANCE_MINOR=(305.5;344.5],SCALED RADIUS OF GYRATION=[-Inf;170.5]} => {Class=bus}" 0.0197109067017083 1 0.0197109067017083 3.88265306122449 15 4 1 7 1
"3244" "{COMPACTNESS=(98.5;103.5],MAX.LENGTH ASPECT RATIO=[-Inf;8.5],MAX.LENGTH RECTANGULARITY=(148.5;165.5]} => {Class=bus}" 0.0183968462549277 1 0.0183968462549277 3.88265306122449 14 3 1 4 1
"26948" "{DISTANCE CIRCULARITY=(64.5;76.5],PR.AXIS RECTANGULARITY=(18.5;19.5],SCALED RADIUS OF GYRATION=(170.5;189.5],KURTOSIS ABOUT_MINOR=(181.5;185.5]} => {Class=bus}" 0.0183968462549277 1 0.0183968462549277 3.88265306122449 14 4 1 1 1
"48046" "{DISTANCE CIRCULARITY=(64.5;76.5],RADIUS RATIO=(174.5;234.5],MAX.LENGTH RECTANGULARITY=(134.5;148.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=bus}" 0.0183968462549277 1 0.0183968462549277 3.88265306122449 14 4 1 1 1
"150" "{PR.AXIS ASPECT RATIO=[-Inf;52.5],PR.AXIS RECTANGULARITY=[-Inf;18.5]} => {Class=van}" 0.0170827858081472 1 0.0170827858081472 4.25139664804469 13 2 1 1 1
"8510" "{MAX.LENGTH ASPECT RATIO=[-Inf;8.5],PR.AXIS RECTANGULARITY=(20.5;25.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf]} => {Class=bus}" 0.0170827858081472 1 0.0170827858081472 3.88265306122449 13 3 1 1 1
"17707" "{DISTANCE CIRCULARITY=[-Inf;64.5],PR.AXIS RECTANGULARITY=[-Inf;18.5],MAX.LENGTH RECTANGULARITY=(134.5;148.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0170827858081472 1 0.0170827858081472 4.25139664804469 13 4 1 2 1
"31958" "{CIRCULARITY=(40.5;49.5],SCATTER RATIO=[-Inf;142.5],PR.AXIS RECTANGULARITY=[-Inf;18.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.0170827858081472 1 0.0170827858081472 4.25139664804469 13 4 1 2 1
"28846" "{COMPACTNESS=[-Inf;87.5],ELONGATEDNESS=(44.5;46.5],MAX.LENGTH RECTANGULARITY=(134.5;148.5],SCALED RADIUS OF GYRATION=[-Inf;170.5]} => {Class=bus}" 0.0157687253613666 1 0.0157687253613666 3.88265306122449 12 4 1 1 1
"1747" "{COMPACTNESS=(98.5;103.5],MAX.LENGTH RECTANGULARITY=(172.5; Inf],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=opel}" 0.0144546649145861 1 0.0144546649145861 3.98429319371728 11 3 1 4 1
"34240" "{COMPACTNESS=[-Inf;87.5],ELONGATEDNESS=(46.5; Inf],SKEWNESS ABOUT_MINOR=[-Inf;10.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0144546649145861 1 0.0144546649145861 4.25139664804469 11 4 1 6 1
"35336" "{COMPACTNESS=(87.5;98.5],RADIUS RATIO=[-Inf;174.5],MAX.LENGTH RECTANGULARITY=(148.5;165.5],SKEWNESS ABOUT_MINOR=(10.5; Inf]} => {Class=van}" 0.0144546649145861 1 0.0144546649145861 4.25139664804469 11 4 1 1 1
"17712" "{DISTANCE CIRCULARITY=[-Inf;64.5],PR.AXIS RECTANGULARITY=[-Inf;18.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0131406044678055 1 0.0131406044678055 4.25139664804469 10 4 1 1 1
"22728" "{COMPACTNESS=(103.5; Inf],MAX.LENGTH RECTANGULARITY=(148.5;165.5],SKEWNESS ABOUT_MINOR=(10.5; Inf],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=saab}" 0.0131406044678055 1 0.0131406044678055 3.9025641025641 10 4 1 10 1
"12887" "{COMPACTNESS=(98.5;103.5],CIRCULARITY=(54.5; Inf],PR.AXIS ASPECT RATIO=(52.5;68.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=opel}" 0.011826544021025 1 0.011826544021025 3.98429319371728 9 4 1 1 1
"28280" "{DISTANCE CIRCULARITY=(76.5;92.5],ELONGATEDNESS=(44.5;46.5],SCALED VARIANCE_MAJOR=[-Inf;165.5],SCALED RADIUS OF GYRATION=[-Inf;170.5]} => {Class=van}" 0.011826544021025 1 0.011826544021025 4.25139664804469 9 4 1 1 1
"5394" "{PR.AXIS RECTANGULARITY=[-Inf;18.5],SCALED VARIANCE_MINOR=[-Inf;305.5],SCALED RADIUS OF GYRATION=(170.5;189.5]} => {Class=van}" 0.0105124835742444 1 0.0105124835742444 4.25139664804469 8 3 1 2 1
"6160" "{SCATTER RATIO=[-Inf;142.5],SCALED VARIANCE_MAJOR=(165.5;180.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=van}" 0.0105124835742444 1 0.0105124835742444 4.25139664804469 8 3 1 2 1
"6652" "{MAX.LENGTH ASPECT RATIO=(8.5;16],SCATTER RATIO=(199.5;230.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf]} => {Class=opel}" 0.0105124835742444 1 0.0105124835742444 3.98429319371728 8 3 1 6 1
"39713" "{CIRCULARITY=[-Inf;40.5],DISTANCE CIRCULARITY=(64.5;76.5],SCALED VARIANCE_MINOR=(305.5;344.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5]} => {Class=bus}" 0.0105124835742444 1 0.0105124835742444 3.88265306122449 8 4 1 3 1
"46973" "{MAX.LENGTH ASPECT RATIO=[-Inf;8.5],MAX.LENGTH RECTANGULARITY=(134.5;148.5],SCALED RADIUS OF GYRATION=(189.5;241.5],SKEWNESS ABOUT_MINOR=[-Inf;10.5]} => {Class=bus}" 0.0105124835742444 1 0.0105124835742444 3.88265306122449 8 4 1 1 1
"28423" "{CIRCULARITY=(40.5;49.5],ELONGATEDNESS=(44.5;46.5],SKEWNESS ABOUT_MINOR=[-Inf;10.5],HOLLOWS RATIO=[-Inf;189.5]} => {Class=bus}" 0.076215505913272 0.983050847457627 0.0775295663600526 3.81684538222069 58 4 0.5 1 0.997319034852547
"45947" "{DISTANCE CIRCULARITY=(64.5;76.5],SCATTER RATIO=(142.5;154.5],MAX.LENGTH RECTANGULARITY=(134.5;148.5],SKEWNESS ABOUT_MINOR=[-Inf;10.5]} => {Class=bus}" 0.120893561103811 0.978723404255319 0.123521681997372 3.80004342162397 92 4 0.6 3 0.992063492063492
"39929" "{DISTANCE CIRCULARITY=(64.5;76.5],MAX.LENGTH RECTANGULARITY=(134.5;148.5],SCALED VARIANCE_MINOR=(305.5;344.5],SKEWNESS ABOUT_MINOR=[-Inf;10.5]} => {Class=bus}" 0.111695137976347 0.977011494252874 0.114323258869908 3.79339666901243 85 4 1 1 0.992084432717678
"47903" "{DISTANCE CIRCULARITY=(64.5;76.5],RADIUS RATIO=(174.5;234.5],MAX.LENGTH ASPECT RATIO=[-Inf;8.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=bus}" 0.0367936925098555 0.96551724137931 0.038107752956636 3.7487684729064 28 4 0.666666666666667 2 0.989528795811518
"22507" "{COMPACTNESS=(103.5; Inf],CIRCULARITY=(49.5;54.5],SKEWNESS ABOUT_MINOR=(10.5; Inf],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=saab}" 0.0315374507227332 0.96 0.0328515111695138 3.74646153846154 24 4 0.9375 15 0.987437185929648
"40291" "{COMPACTNESS=(87.5;98.5],CIRCULARITY=[-Inf;40.5],MAX.LENGTH RECTANGULARITY=(134.5;148.5],SCALED VARIANCE_MAJOR=[-Inf;165.5]} => {Class=van}" 0.0289093298291721 0.956521739130435 0.0302233902759527 4.06655331552101 22 4 0.75 3 0.985074626865672
"34414" "{ELONGATEDNESS=(46.5; Inf],SKEWNESS ABOUT_MAJOR=(64.5;74.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.026281208935611 0.952380952380952 0.0275952693823916 4.04894918861399 20 4 0.8 4 0.982800982800983
"165" "{COMPACTNESS=(98.5;103.5],MAX.LENGTH RECTANGULARITY=(172.5; Inf]} => {Class=opel}" 0.0249671484888305 0.95 0.026281208935611 3.78507853403141 19 2 0.75 3 0.980535279805353
"47557" "{DISTANCE CIRCULARITY=(64.5;76.5],PR.AXIS RECTANGULARITY=(18.5;19.5],SKEWNESS ABOUT_MINOR=[-Inf;10.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=bus}" 0.139290407358738 0.946428571428571 0.147174770039422 3.67465379008746 106 4 0.285714285714286 2 0.9688995215311
"12006" "{CIRCULARITY=(54.5; Inf],MAX.LENGTH RECTANGULARITY=(172.5; Inf],KURTOSIS ABOUT_MAJOR=[-Inf;19.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=opel}" 0.0223390275952694 0.944444444444444 0.0236530880420499 3.7629435718441 17 4 0.857142857142857 6 0.967058823529412
"13780" "{CIRCULARITY=(49.5;54.5],MAX.LENGTH RECTANGULARITY=(165.5;172.5],SCALED VARIANCE_MINOR=(570.5;721.5],SKEWNESS ABOUT_MINOR=(10.5; Inf]} => {Class=saab}" 0.0223390275952694 0.944444444444444 0.0236530880420499 3.68575498575499 17 4 1 3 0.967289719626168
"46631" "{DISTANCE CIRCULARITY=(64.5;76.5],PR.AXIS RECTANGULARITY=(18.5;19.5],SCALED VARIANCE_MAJOR=(165.5;180.5],SCALED RADIUS OF GYRATION=(170.5;189.5]} => {Class=bus}" 0.0814717477003942 0.939393939393939 0.0867279894875164 3.64734075448361 62 4 0.25 1 0.960648148148148
"17715" "{DISTANCE CIRCULARITY=[-Inf;64.5],PR.AXIS RECTANGULARITY=[-Inf;18.5],SKEWNESS ABOUT_MINOR=[-Inf;10.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0197109067017083 0.9375 0.0210249671484888 3.9856843575419 15 4 0.666666666666667 2 0.958620689655172
"22692" "{COMPACTNESS=(103.5; Inf],SCALED VARIANCE_MAJOR=(215.5;239],SKEWNESS ABOUT_MINOR=(10.5; Inf],KURTOSIS ABOUT_MAJOR=(19.5; Inf]} => {Class=saab}" 0.0197109067017083 0.9375 0.0210249671484888 3.65865384615385 15 4 1 3 0.958904109589041
"25349" "{DISTANCE CIRCULARITY=(64.5;76.5],SCATTER RATIO=(142.5;154.5],SCALED VARIANCE_MINOR=(344.5;389.5],SKEWNESS ABOUT_MINOR=[-Inf;10.5]} => {Class=bus}" 0.0197109067017083 0.9375 0.0210249671484888 3.63998724489796 15 4 0.5 1 0.956818181818182
"22499" "{COMPACTNESS=(103.5; Inf],CIRCULARITY=(49.5;54.5],SCALED VARIANCE_MINOR=(570.5;721.5],SKEWNESS ABOUT_MINOR=(10.5; Inf]} => {Class=saab}" 0.038107752956636 0.935483870967742 0.0407358738501971 3.65078577336642 29 4 0.5 1 0.95475113122172
"28547" "{CIRCULARITY=(40.5;49.5],DISTANCE CIRCULARITY=(76.5;92.5],ELONGATEDNESS=(44.5;46.5],SKEWNESS ABOUT_MINOR=[-Inf;10.5]} => {Class=van}" 0.0183968462549277 0.933333333333333 0.0197109067017083 3.96797020484171 14 4 0.5 1 0.952702702702703
"32378" "{COMPACTNESS=(87.5;98.5],PR.AXIS RECTANGULARITY=[-Inf;18.5],SKEWNESS ABOUT_MINOR=[-Inf;10.5],HOLLOWS RATIO=[-Inf;189.5]} => {Class=van}" 0.0183968462549277 0.933333333333333 0.0197109067017083 3.96797020484171 14 4 0.666666666666667 2 0.950782997762864
"46825" "{RADIUS RATIO=(174.5;234.5],MAX.LENGTH ASPECT RATIO=[-Inf;8.5],SCALED RADIUS OF GYRATION=(170.5;189.5],SKEWNESS ABOUT_MINOR=[-Inf;10.5]} => {Class=bus}" 0.0183968462549277 0.933333333333333 0.0197109067017083 3.62380952380952 14 4 0.5 1 0.948775055679287
"30501" "{CIRCULARITY=(40.5;49.5],DISTANCE CIRCULARITY=(76.5;92.5],ELONGATEDNESS=(41.5;44.5],SCALED VARIANCE_MAJOR=(165.5;180.5]} => {Class=van}" 0.0709592641261498 0.931034482758621 0.076215505913272 3.95819687921402 54 4 0.2 1 0.940528634361233
"38790" "{COMPACTNESS=(87.5;98.5],PR.AXIS ASPECT RATIO=(52.5;68.5],MAX.LENGTH ASPECT RATIO=(8.5;16],SCATTER RATIO=(199.5;230.5]} => {Class=opel}" 0.0157687253613666 0.923076923076923 0.0170827858081472 3.67780910189287 12 4 0.857142857142857 6 0.939262472885033
"29092" "{DISTANCE CIRCULARITY=(64.5;76.5],ELONGATEDNESS=(44.5;46.5],MAX.LENGTH RECTANGULARITY=(134.5;148.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=bus}" 0.0854139290407359 0.915492957746479 0.0932982917214192 3.55454153492383 65 4 0.25 1 0.933333333333333
"23052" "{COMPACTNESS=(103.5; Inf],MAX.LENGTH RECTANGULARITY=(148.5;165.5],SCALED VARIANCE_MAJOR=(215.5;239],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=saab}" 0.0275952693823916 0.91304347826087 0.0302233902759527 3.56321070234114 21 4 0.846153846153846 11 0.930962343096234
"32998" "{PR.AXIS ASPECT RATIO=(52.5;68.5],MAX.LENGTH RECTANGULARITY=(134.5;148.5],SCALED VARIANCE_MAJOR=(180.5;215.5],SKEWNESS ABOUT_MINOR=(10.5; Inf]} => {Class=opel}" 0.0131406044678055 0.909090909090909 0.0144546649145861 3.62208472156116 10 4 0.909090909090909 10 0.930470347648262
"40543" "{COMPACTNESS=(87.5;98.5],MAX.LENGTH RECTANGULARITY=(134.5;148.5],SCALED VARIANCE_MAJOR=[-Inf;165.5],SCALED RADIUS OF GYRATION=[-Inf;170.5]} => {Class=van}" 0.0604467805519054 0.901960784313726 0.0670170827858081 3.83459305509913 46 4 0.25 1 0.924949290060852
"2117" "{MAX.LENGTH RECTANGULARITY=(165.5;172.5],SCALED VARIANCE_MINOR=(570.5;721.5],SKEWNESS ABOUT_MINOR=(10.5; Inf]} => {Class=saab}" 0.0236530880420499 0.9 0.026281208935611 3.51230769230769 18 3 0.5 1 0.923232323232323
"6701" "{COMPACTNESS=(87.5;98.5],SCATTER RATIO=(199.5;230.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=opel}" 0.011826544021025 0.9 0.0131406044678055 3.58586387434555 9 3 1 2 0.923541247484909
"3099" "{COMPACTNESS=(98.5;103.5],SCATTER RATIO=(199.5;230.5],SKEWNESS ABOUT_MINOR=(10.5; Inf]} => {Class=opel}" 0.0105124835742444 0.888888888888889 0.011826544021025 3.54159394997091 8 3 1 1 0.923694779116466
"15492" "{RADIUS RATIO=(174.5;234.5],SCALED RADIUS OF GYRATION=[-Inf;170.5],SKEWNESS ABOUT_MAJOR=[-Inf;64.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=saab}" 0.0105124835742444 0.888888888888889 0.011826544021025 3.46894586894587 8 4 1 8 0.924901185770751
"26782" "{CIRCULARITY=[-Inf;40.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5],KURTOSIS ABOUT_MINOR=(181.5;185.5],HOLLOWS RATIO=(189.5; Inf]} => {Class=opel}" 0.0105124835742444 0.888888888888889 0.011826544021025 3.54159394997091 8 4 0.888888888888889 8 0.924271844660194
"27489" "{MAX.LENGTH ASPECT RATIO=(8.5;16],SCATTER RATIO=(163.5;199.5],SKEWNESS ABOUT_MINOR=[-Inf;10.5],KURTOSIS ABOUT_MAJOR=(19.5; Inf]} => {Class=saab}" 0.0105124835742444 0.888888888888889 0.011826544021025 3.46894586894587 8 4 0.888888888888889 8 0.923664122137405
"41629" "{CIRCULARITY=[-Inf;40.5],PR.AXIS RECTANGULARITY=(18.5;19.5],SKEWNESS ABOUT_MINOR=[-Inf;10.5],HOLLOWS RATIO=[-Inf;189.5]} => {Class=saab}" 0.0105124835742444 0.888888888888889 0.011826544021025 3.46894586894587 8 4 0.857142857142857 6 0.922787193973635
"44665" "{RADIUS RATIO=[-Inf;174.5],MAX.LENGTH ASPECT RATIO=(8.5;16],ELONGATEDNESS=(29.5;41.5],SKEWNESS ABOUT_MINOR=[-Inf;10.5]} => {Class=opel}" 0.0105124835742444 0.888888888888889 0.011826544021025 3.54159394997091 8 4 1 3 0.923220973782772
"22506" "{COMPACTNESS=(103.5; Inf],CIRCULARITY=(49.5;54.5],PR.AXIS RECTANGULARITY=(20.5;25.5],SKEWNESS ABOUT_MINOR=(10.5; Inf]} => {Class=saab}" 0.0394218134034166 0.882352941176471 0.0446780551905388 3.44343891402715 30 4 0.333333333333333 1 0.919925512104283
"37727" "{COMPACTNESS=(87.5;98.5],PR.AXIS ASPECT RATIO=(52.5;68.5],MAX.LENGTH ASPECT RATIO=(8.5;16],SCALED VARIANCE_MINOR=(570.5;721.5]} => {Class=opel}" 0.0170827858081472 0.866666666666667 0.0197109067017083 3.45305410122164 13 4 0.75 3 0.918669131238447
"1906" "{COMPACTNESS=(98.5;103.5],CIRCULARITY=(54.5; Inf],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=opel}" 0.0157687253613666 0.857142857142857 0.0183968462549277 3.41510845175767 12 3 0.333333333333333 1 0.915441176470588
"13635" "{COMPACTNESS=(103.5; Inf],CIRCULARITY=(49.5;54.5],MAX.LENGTH RECTANGULARITY=(165.5;172.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=saab}" 0.0157687253613666 0.857142857142857 0.0183968462549277 3.34505494505494 12 4 1 4 0.916058394160584
"47941" "{MAX.LENGTH ASPECT RATIO=[-Inf;8.5],PR.AXIS RECTANGULARITY=(20.5;25.5],MAX.LENGTH RECTANGULARITY=(134.5;148.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=bus}" 0.0157687253613666 0.857142857142857 0.0183968462549277 3.32798833819242 12 4 0.333333333333333 1 0.912885662431942
"22547" "{COMPACTNESS=(103.5; Inf],CIRCULARITY=(49.5;54.5],SCALED VARIANCE_MAJOR=(215.5;239],SCALED RADIUS OF GYRATION=(189.5;241.5]} => {Class=saab}" 0.0617608409986859 0.854545454545454 0.0722733245729304 3.33491841491841 47 4 0.714285714285714 10 0.907964601769911
"34420" "{ELONGATEDNESS=(46.5; Inf],SKEWNESS ABOUT_MINOR=[-Inf;10.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0367936925098555 0.848484848484849 0.0433639947437582 3.60724564076519 28 4 0.5 2 0.905096660808436
