"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"6282" "{CIRCULARITY=(40.5;49.5],RADIUS RATIO=[-Inf;170.5],MAX.LENGTH ASPECT RATIO=(8.5;16]} => {Class=van}" 0.0972404730617608 1 0.0972404730617608 4.25139664804469 74 3 1 74 1
"6154" "{RADIUS RATIO=[-Inf;170.5],MAX.LENGTH ASPECT RATIO=(8.5;16],SCALED VARIANCE_MAJOR=(165.5;180.5]} => {Class=van}" 0.0827858081471748 1 0.0827858081471748 4.25139664804469 63 3 1 4 1
"24873" "{COMPACTNESS=(87.5;98.5],CIRCULARITY=(40.5;49.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5],KURTOSIS ABOUT_MINOR=(181.5;185.5]} => {Class=van}" 0.0486202365308804 1 0.0486202365308804 4.25139664804469 37 4 1 4 1
"5983" "{MAX.LENGTH ASPECT RATIO=(8.5;16],PR.AXIS RECTANGULARITY=(18.5;19.5],HOLLOWS RATIO=(189.5; Inf]} => {Class=van}" 0.0459921156373193 1 0.0459921156373193 4.25139664804469 35 3 1 2 1
"27216" "{ELONGATEDNESS=(41.5;44.5],MAX.LENGTH RECTANGULARITY=(147.5;171.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf],HOLLOWS RATIO=(189.5; Inf]} => {Class=van}" 0.0446780551905388 1 0.0446780551905388 4.25139664804469 34 4 1 1 1
"602" "{COMPACTNESS=(98.5; Inf],HOLLOWS RATIO=[-Inf;189.5]} => {Class=bus}" 0.0420499342969777 1 0.0420499342969777 3.88265306122449 32 2 1 1 1
"45883" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCATTER RATIO=(163.5;230.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=bus}" 0.0394218134034166 1 0.0394218134034166 3.88265306122449 30 4 1 6 1
"2346" "{DISTANCE CIRCULARITY=(63.5;76.5],RADIUS RATIO=(170.5;234.5],PR.AXIS ASPECT RATIO=(68.5;86.5]} => {Class=bus}" 0.0354796320630749 1 0.0354796320630749 3.88265306122449 27 3 1 1 1
"45726" "{DISTANCE CIRCULARITY=(63.5;76.5],RADIUS RATIO=(170.5;234.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=bus}" 0.0354796320630749 1 0.0354796320630749 3.88265306122449 27 4 1 3 1
"6226" "{RADIUS RATIO=[-Inf;170.5],MAX.LENGTH ASPECT RATIO=(8.5;16],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0315374507227332 1 0.0315374507227332 4.25139664804469 24 3 1 4 1
"36124" "{RADIUS RATIO=[-Inf;170.5],MAX.LENGTH ASPECT RATIO=(8.5;16],MAX.LENGTH RECTANGULARITY=(134.5;147.5],HOLLOWS RATIO=(189.5; Inf]} => {Class=van}" 0.0302233902759527 1 0.0302233902759527 4.25139664804469 23 4 1 1 1
"71" "{MAX.LENGTH ASPECT RATIO=(8.5;16],SCALED VARIANCE_MINOR=(721.5;761.5]} => {Class=opel}" 0.0289093298291721 1 0.0289093298291721 3.98429319371728 22 2 1 22 1
"7022" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCALED RADIUS OF GYRATION=(192.5;241.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf]} => {Class=bus}" 0.0289093298291721 1 0.0289093298291721 3.88265306122449 22 3 1 1 1
"4839" "{SCATTER RATIO=[-Inf;140.5],MAX.LENGTH RECTANGULARITY=(134.5;147.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf]} => {Class=van}" 0.0249671484888305 1 0.0249671484888305 4.25139664804469 19 3 1 15 1
"45838" "{CIRCULARITY=(40.5;49.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],PR.AXIS RECTANGULARITY=(20.5;25.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=bus}" 0.0249671484888305 1 0.0249671484888305 3.88265306122449 19 4 1 1 1
"44986" "{DISTANCE CIRCULARITY=(63.5;76.5],RADIUS RATIO=(170.5;234.5],SCALED VARIANCE_MAJOR=(165.5;180.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5]} => {Class=bus}" 0.0236530880420499 1 0.0236530880420499 3.88265306122449 18 4 1 1 1
"45504" "{DISTANCE CIRCULARITY=(63.5;76.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],ELONGATEDNESS=(29.5;41.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=bus}" 0.0236530880420499 1 0.0236530880420499 3.88265306122449 18 4 1 1 1
"28781" "{COMPACTNESS=(87.5;98.5],SCATTER RATIO=[-Inf;140.5],MAX.LENGTH RECTANGULARITY=(134.5;147.5],HOLLOWS RATIO=[-Inf;189.5]} => {Class=van}" 0.0223390275952694 1 0.0223390275952694 4.25139664804469 17 4 1 3 1
"45438" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCALED VARIANCE_MAJOR=(180.5;242],SKEWNESS ABOUT_MAJOR=(74.5; Inf],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=bus}" 0.0223390275952694 1 0.0223390275952694 3.88265306122449 17 4 1 3 1
"5708" "{MAX.LENGTH RECTANGULARITY=(147.5;171.5],SCALED VARIANCE_MINOR=(298.5;347.5],HOLLOWS RATIO=(189.5; Inf]} => {Class=van}" 0.0210249671484888 1 0.0210249671484888 4.25139664804469 16 3 1 4 1
"19707" "{COMPACTNESS=(87.5;98.5],CIRCULARITY=[-Inf;40.5],MAX.LENGTH ASPECT RATIO=(7.5;8.5],SCATTER RATIO=[-Inf;140.5]} => {Class=van}" 0.0210249671484888 1 0.0210249671484888 4.25139664804469 16 4 1 12 1
"27887" "{DISTANCE CIRCULARITY=(63.5;76.5],ELONGATEDNESS=(41.5;44.5],MAX.LENGTH RECTANGULARITY=(134.5;147.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf]} => {Class=bus}" 0.0210249671484888 1 0.0210249671484888 3.88265306122449 16 4 1 3 1
"28941" "{DISTANCE CIRCULARITY=(63.5;76.5],SCATTER RATIO=[-Inf;140.5],MAX.LENGTH RECTANGULARITY=(134.5;147.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.0210249671484888 1 0.0210249671484888 4.25139664804469 16 4 1 5 1
"151" "{PR.AXIS ASPECT RATIO=[-Inf;52.5],SCATTER RATIO=[-Inf;140.5]} => {Class=van}" 0.0197109067017083 1 0.0197109067017083 4.25139664804469 15 2 1 2 1
"31044" "{CIRCULARITY=(40.5;49.5],PR.AXIS ASPECT RATIO=(52.5;68.5],PR.AXIS RECTANGULARITY=[-Inf;18.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.0157687253613666 1 0.0157687253613666 4.25139664804469 12 4 1 2 1
"23517" "{COMPACTNESS=[-Inf;87.5],CIRCULARITY=(40.5;49.5],ELONGATEDNESS=(44.5;46.5],SCALED RADIUS OF GYRATION=[-Inf;170.5]} => {Class=bus}" 0.0144546649145861 1 0.0144546649145861 3.88265306122449 11 4 1 7 1
"28810" "{COMPACTNESS=[-Inf;87.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0131406044678055 1 0.0131406044678055 4.25139664804469 10 4 1 5 1
"184" "{COMPACTNESS=(87.5;98.5],MAX.LENGTH RECTANGULARITY=(171.5; Inf]} => {Class=opel}" 0.011826544021025 1 0.011826544021025 3.98429319371728 9 2 1 5 1
"3201" "{MAX.LENGTH ASPECT RATIO=(7.5;8.5],PR.AXIS RECTANGULARITY=[-Inf;18.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.011826544021025 1 0.011826544021025 4.25139664804469 9 3 1 1 1
"13707" "{COMPACTNESS=(87.5;98.5],DISTANCE CIRCULARITY=[-Inf;63.5],SCATTER RATIO=[-Inf;140.5],MAX.LENGTH RECTANGULARITY=(134.5;147.5]} => {Class=van}" 0.011826544021025 1 0.011826544021025 4.25139664804469 9 4 1 2 1
"19746" "{COMPACTNESS=(87.5;98.5],MAX.LENGTH ASPECT RATIO=(7.5;8.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5]} => {Class=van}" 0.011826544021025 1 0.011826544021025 4.25139664804469 9 4 1 1 1
"30790" "{PR.AXIS ASPECT RATIO=(52.5;68.5],PR.AXIS RECTANGULARITY=[-Inf;18.5],SCALED VARIANCE_MAJOR=(165.5;180.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=van}" 0.011826544021025 1 0.011826544021025 4.25139664804469 9 4 1 1 1
"2481" "{MAX.LENGTH ASPECT RATIO=(8.5;16],PR.AXIS RECTANGULARITY=(19.5;20.5],SKEWNESS ABOUT_MAJOR=[-Inf;64.5]} => {Class=saab}" 0.0105124835742444 1 0.0105124835742444 3.9025641025641 8 3 1 8 1
"6788" "{DISTANCE CIRCULARITY=(92.5; Inf],MAX.LENGTH ASPECT RATIO=(8.5;16],SKEWNESS ABOUT_MAJOR=(74.5; Inf]} => {Class=opel}" 0.0105124835742444 1 0.0105124835742444 3.98429319371728 8 3 1 3 1
"33056" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCATTER RATIO=(140.5;154.5],PR.AXIS RECTANGULARITY=(18.5;19.5],SCALED VARIANCE_MAJOR=[-Inf;165.5]} => {Class=saab}" 0.0105124835742444 1 0.0105124835742444 3.9025641025641 8 4 1 8 1
"37328" "{COMPACTNESS=[-Inf;87.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCALED RADIUS OF GYRATION=(170.5;192.5],HOLLOWS RATIO=(189.5; Inf]} => {Class=bus}" 0.0105124835742444 1 0.0105124835742444 3.88265306122449 8 4 1 3 1
"23431" "{CIRCULARITY=(40.5;49.5],ELONGATEDNESS=(44.5;46.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5],HOLLOWS RATIO=[-Inf;189.5]} => {Class=bus}" 0.0709592641261498 0.981818181818182 0.0722733245729304 3.81205936920223 54 4 1 1 1
"43500" "{DISTANCE CIRCULARITY=(63.5;76.5],PR.AXIS RECTANGULARITY=(18.5;19.5],SCALED RADIUS OF GYRATION=(170.5;192.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=bus}" 0.0919842312746386 0.972222222222222 0.0946123521681997 3.77480158730159 70 4 0.5 1 0.997395833333333
"43744" "{CIRCULARITY=(40.5;49.5],DISTANCE CIRCULARITY=(63.5;76.5],PR.AXIS RECTANGULARITY=(18.5;19.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=bus}" 0.120893561103811 0.968421052631579 0.124835742444152 3.76004296455424 92 4 1 2 0.99740932642487
"23885" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],ELONGATEDNESS=(44.5;46.5],MAX.LENGTH RECTANGULARITY=(134.5;147.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=bus}" 0.064388961892247 0.96078431372549 0.0670170827858081 3.73039215686275 49 4 0.75 3 0.994871794871795
"32623" "{COMPACTNESS=(87.5;98.5],CIRCULARITY=[-Inf;40.5],MAX.LENGTH RECTANGULARITY=(134.5;147.5],SCALED VARIANCE_MAJOR=[-Inf;165.5]} => {Class=van}" 0.0315374507227332 0.96 0.0328515111695138 4.08134078212291 24 4 0.5 1 0.99234693877551
"23826" "{DISTANCE CIRCULARITY=(63.5;76.5],ELONGATEDNESS=(44.5;46.5],MAX.LENGTH RECTANGULARITY=(134.5;147.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=bus}" 0.0840998685939553 0.955223880597015 0.088042049934297 3.70880292415474 64 4 1 1 0.99236641221374
"33977" "{DISTANCE CIRCULARITY=(63.5;76.5],MAX.LENGTH RECTANGULARITY=(134.5;147.5],SCALED VARIANCE_MINOR=(298.5;347.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=bus}" 0.110381077529566 0.954545454545455 0.115637319316689 3.70616883116883 84 4 0.5 1 0.989873417721519
"29111" "{COMPACTNESS=(87.5;98.5],SCATTER RATIO=[-Inf;140.5],MAX.LENGTH RECTANGULARITY=(134.5;147.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5]} => {Class=van}" 0.0275952693823916 0.954545454545455 0.0289093298291721 4.05815134586084 21 4 0.5 1 0.987405541561713
"43760" "{DISTANCE CIRCULARITY=(63.5;76.5],PR.AXIS RECTANGULARITY=(18.5;19.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=bus}" 0.132720105124836 0.952830188679245 0.139290407358738 3.69950904890258 101 4 0.5 2 0.982543640897756
"29155" "{COMPACTNESS=(87.5;98.5],SCATTER RATIO=[-Inf;140.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.0249671484888305 0.95 0.026281208935611 4.03882681564246 19 4 0.5 1 0.98014888337469
"20024" "{COMPACTNESS=(87.5;98.5],MAX.LENGTH ASPECT RATIO=(7.5;8.5],ELONGATEDNESS=(46.5; Inf],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=van}" 0.0236530880420499 0.947368421052632 0.0249671484888305 4.02763892972655 18 4 0.75 3 0.977886977886978
"33963" "{DISTANCE CIRCULARITY=(63.5;76.5],SCALED VARIANCE_MINOR=(298.5;347.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=bus}" 0.0236530880420499 0.947368421052632 0.0249671484888305 3.67830290010741 18 4 0.5 1 0.975550122249389
"28797" "{COMPACTNESS=(87.5;98.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5],HOLLOWS RATIO=[-Inf;189.5]} => {Class=van}" 0.0223390275952694 0.944444444444444 0.0236530880420499 4.01520794537554 17 4 0.666666666666667 2 0.973300970873786
"29060" "{SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0210249671484888 0.941176470588235 0.0223390275952694 4.00131449227736 16 4 1 2 0.973429951690821
"23184" "{CIRCULARITY=(40.5;49.5],DISTANCE CIRCULARITY=(76.5;92.5],ELONGATEDNESS=(44.5;46.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=van}" 0.0197109067017083 0.9375 0.0210249671484888 3.9856843575419 15 4 1 1 0.973493975903614
"13090" "{PR.AXIS RECTANGULARITY=(20.5;25.5],MAX.LENGTH RECTANGULARITY=(171.5; Inf],SKEWNESS ABOUT_MINOR=[-Inf;11.5],KURTOSIS ABOUT_MAJOR=(17.5; Inf]} => {Class=opel}" 0.0183968462549277 0.933333333333333 0.0197109067017083 3.71867364746946 14 4 0.8 4 0.971428571428571
"2009" "{DISTANCE CIRCULARITY=[-Inf;63.5],SCATTER RATIO=[-Inf;140.5],MAX.LENGTH RECTANGULARITY=(134.5;147.5]} => {Class=van}" 0.0170827858081472 0.928571428571429 0.0183968462549277 3.94772545889864 13 3 0.5 1 0.969194312796208
"38614" "{RADIUS RATIO=[-Inf;170.5],ELONGATEDNESS=(29.5;41.5],SCALED RADIUS OF GYRATION=(192.5;241.5],HOLLOWS RATIO=(189.5; Inf]} => {Class=opel}" 0.0131406044678055 0.909090909090909 0.0144546649145861 3.62208472156116 10 4 0.833333333333333 5 0.967289719626168
"6916" "{RADIUS RATIO=[-Inf;170.5],MAX.LENGTH ASPECT RATIO=(8.5;16],SCATTER RATIO=(163.5;230.5]} => {Class=opel}" 0.011826544021025 0.9 0.0131406044678055 3.58586387434555 9 3 1 1 0.967365967365967
"13703" "{DISTANCE CIRCULARITY=[-Inf;63.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.011826544021025 0.9 0.0131406044678055 3.82625698324022 9 4 0.75 3 0.965357967667437
"25870" "{CIRCULARITY=(49.5; Inf],MAX.LENGTH RECTANGULARITY=(147.5;171.5],SKEWNESS ABOUT_MINOR=(11.5; Inf],KURTOSIS ABOUT_MAJOR=(17.5; Inf]} => {Class=saab}" 0.011826544021025 0.9 0.0131406044678055 3.51230769230769 9 4 0.9 9 0.963882618510158
"26023" "{MAX.LENGTH RECTANGULARITY=(147.5;171.5],SCALED RADIUS OF GYRATION=(192.5;241.5],SKEWNESS ABOUT_MINOR=(11.5; Inf],KURTOSIS ABOUT_MAJOR=(17.5; Inf]} => {Class=saab}" 0.011826544021025 0.9 0.0131406044678055 3.51230769230769 9 4 1 1 0.963963963963964
"16086" "{COMPACTNESS=(87.5;98.5],RADIUS RATIO=(170.5;234.5],PR.AXIS RECTANGULARITY=(19.5;20.5],SKEWNESS ABOUT_MAJOR=[-Inf;64.5]} => {Class=saab}" 0.0105124835742444 0.888888888888889 0.011826544021025 3.46894586894587 8 4 0.5 1 0.961883408071749
"25158" "{CIRCULARITY=[-Inf;40.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5],KURTOSIS ABOUT_MINOR=(181.5;185.5],HOLLOWS RATIO=(189.5; Inf]} => {Class=opel}" 0.0105124835742444 0.888888888888889 0.011826544021025 3.54159394997091 8 4 0.888888888888889 8 0.96043956043956
"26172" "{COMPACTNESS=(98.5; Inf],MAX.LENGTH RECTANGULARITY=(147.5;171.5],SKEWNESS ABOUT_MINOR=(11.5; Inf],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=saab}" 0.0249671484888305 0.863636363636364 0.0289093298291721 3.37039627039627 19 4 0.909090909090909 10 0.959227467811159
"30420" "{ELONGATEDNESS=(46.5; Inf],PR.AXIS RECTANGULARITY=[-Inf;18.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.0315374507227332 0.857142857142857 0.0367936925098555 3.64405426975259 24 4 0.5 2 0.95531914893617
"26127" "{COMPACTNESS=(98.5; Inf],MAX.LENGTH RECTANGULARITY=(147.5;171.5],SKEWNESS ABOUT_MINOR=(11.5; Inf],KURTOSIS ABOUT_MAJOR=(17.5; Inf]} => {Class=saab}" 0.0157687253613666 0.857142857142857 0.0183968462549277 3.34505494505494 12 4 0.5 2 0.951476793248945
"26134" "{COMPACTNESS=(98.5; Inf],SKEWNESS ABOUT_MAJOR=(64.5;74.5],SKEWNESS ABOUT_MINOR=(11.5; Inf],KURTOSIS ABOUT_MAJOR=(17.5; Inf]} => {Class=saab}" 0.0157687253613666 0.857142857142857 0.0183968462549277 3.34505494505494 12 4 0.666666666666667 2 0.949685534591195
"30378" "{DISTANCE CIRCULARITY=(63.5;76.5],ELONGATEDNESS=(46.5; Inf],PR.AXIS RECTANGULARITY=[-Inf;18.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.0275952693823916 0.84 0.0328515111695138 3.57117318435754 21 4 0.333333333333333 1 0.945833333333333
"26173" "{COMPACTNESS=(98.5; Inf],SCALED VARIANCE_MINOR=(381.5;721.5],SKEWNESS ABOUT_MINOR=(11.5; Inf],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=saab}" 0.0315374507227332 0.827586206896552 0.038107752956636 3.22970822281167 24 4 1 3 0.946169772256729
"28995" "{COMPACTNESS=(87.5;98.5],DISTANCE CIRCULARITY=(63.5;76.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=van}" 0.0486202365308804 0.822222222222222 0.0591327201051248 3.49559279950341 37 4 0.125 1 0.932790224032587
"16693" "{RADIUS RATIO=(170.5;234.5],MAX.LENGTH ASPECT RATIO=(8.5;16],SKEWNESS ABOUT_MAJOR=[-Inf;64.5],KURTOSIS ABOUT_MAJOR=(17.5; Inf]} => {Class=saab}" 0.011826544021025 0.818181818181818 0.0144546649145861 3.19300699300699 9 4 0.8 4 0.931451612903226
"20822" "{CIRCULARITY=(40.5;49.5],MAX.LENGTH ASPECT RATIO=(7.5;8.5],SCALED VARIANCE_MAJOR=(180.5;242],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=opel}" 0.011826544021025 0.818181818181818 0.0144546649145861 3.25987624940505 9 4 0.8 8 0.928853754940711
"25159" "{CIRCULARITY=[-Inf;40.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5],KURTOSIS ABOUT_MINOR=(181.5;185.5]} => {Class=opel}" 0.011826544021025 0.818181818181818 0.0144546649145861 3.25987624940505 9 4 0.5 1 0.927165354330709
"1926" "{MAX.LENGTH RECTANGULARITY=(171.5; Inf],SKEWNESS ABOUT_MINOR=[-Inf;11.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=opel}" 0.0341655716162943 0.8125 0.0420499342969777 3.23723821989529 26 3 0.583333333333333 7 0.919230769230769
"26198" "{COMPACTNESS=(98.5; Inf],SCALED VARIANCE_MINOR=(381.5;721.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5],SKEWNESS ABOUT_MINOR=(11.5; Inf]} => {Class=saab}" 0.0341655716162943 0.8125 0.0420499342969777 3.17083333333333 26 4 0.333333333333333 1 0.915869980879541
"26009" "{COMPACTNESS=(98.5; Inf],MAX.LENGTH RECTANGULARITY=(147.5;171.5],SCALED RADIUS OF GYRATION=(192.5;241.5],SKEWNESS ABOUT_MINOR=(11.5; Inf]} => {Class=saab}" 0.0275952693823916 0.807692307692308 0.0341655716162943 3.15207100591716 21 4 0.666666666666667 2 0.914448669201521
"26528" "{RADIUS RATIO=(170.5;234.5],SCALED VARIANCE_MINOR=(381.5;721.5],SKEWNESS ABOUT_MINOR=(11.5; Inf],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=saab}" 0.0328515111695138 0.806451612903226 0.0407358738501971 3.14722911497105 25 4 0.333333333333333 1 0.911153119092628
"26268" "{SKEWNESS ABOUT_MAJOR=(64.5;74.5],SKEWNESS ABOUT_MINOR=(11.5; Inf],KURTOSIS ABOUT_MAJOR=(17.5; Inf],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=saab}" 0.0157687253613666 0.8 0.0197109067017083 3.12205128205128 12 4 0.5 1 0.909604519774011
"2059" "{DISTANCE CIRCULARITY=[-Inf;63.5],MAX.LENGTH RECTANGULARITY=[-Inf;134.5],KURTOSIS ABOUT_MAJOR=(17.5; Inf]} => {Class=saab}" 0.0105124835742444 0.8 0.0131406044678055 3.12205128205128 8 3 0.75 6 0.907235621521336
"3224" "{COMPACTNESS=[-Inf;87.5],MAX.LENGTH ASPECT RATIO=(7.5;8.5],MAX.LENGTH RECTANGULARITY=[-Inf;134.5]} => {Class=opel}" 0.0105124835742444 0.8 0.0131406044678055 3.18743455497382 8 3 0.8 4 0.90625
"7178" "{CIRCULARITY=[-Inf;40.5],RADIUS RATIO=(170.5;234.5],MAX.LENGTH ASPECT RATIO=(8.5;16]} => {Class=saab}" 0.0105124835742444 0.8 0.0131406044678055 3.12205128205128 8 3 0.75 3 0.905109489051095
"16755" "{DISTANCE CIRCULARITY=(76.5;92.5],RADIUS RATIO=(170.5;234.5],SKEWNESS ABOUT_MAJOR=[-Inf;64.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=saab}" 0.0105124835742444 0.8 0.0131406044678055 3.12205128205128 8 4 0.6 3 0.902350813743219
"18464" "{PR.AXIS ASPECT RATIO=(52.5;68.5],MAX.LENGTH ASPECT RATIO=(7.5;8.5],SCATTER RATIO=(154.5;163.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=opel}" 0.0105124835742444 0.8 0.0131406044678055 3.18743455497382 8 4 0.6 3 0.899641577060932
