"33493" "{COMPACTNESS=(87.5;98.5],DISTANCE CIRCULARITY=(64.5;76.5],SCATTER RATIO=[-Inf;140.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5]} => {Class=van}" 0.0342105263157895 1 0.0342105263157895 4.24581005586592 26 4 1 10 1
"42273" "{COMPACTNESS=(87.5;98.5],ELONGATEDNESS=(41.5;46.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf],HOLLOWS RATIO=(189.5; Inf]} => {Class=van}" 0.0342105263157895 1 0.0342105263157895 4.24581005586592 26 4 1 1 1
"48388" "{RADIUS RATIO=(167.5; Inf],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],PR.AXIS RECTANGULARITY=(18.5;19.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5]} => {Class=bus}" 0.0315789473684211 1 0.0315789473684211 3.87755102040816 24 4 1 1 1
"282" "{COMPACTNESS=(98.5;103.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5]} => {Class=bus}" 0.0289473684210526 1 0.0289473684210526 3.87755102040816 22 2 1 2 1
"19518" "{COMPACTNESS=(87.5;98.5],MAX.LENGTH ASPECT RATIO=(7.5;8.5],ELONGATEDNESS=(46.5; Inf],PR.AXIS RECTANGULARITY=[-Inf;18.5]} => {Class=van}" 0.0289473684210526 1 0.0289473684210526 4.24581005586592 22 4 1 8 1
"7945" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCALED RADIUS OF GYRATION=(192.5;241.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf]} => {Class=bus}" 0.0276315789473684 1 0.0276315789473684 3.87755102040816 21 3 1 2 1
"33497" "{DISTANCE CIRCULARITY=(64.5;76.5],SCATTER RATIO=[-Inf;140.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],HOLLOWS RATIO=(189.5; Inf]} => {Class=van}" 0.0263157894736842 1 0.0263157894736842 4.24581005586592 20 4 1 1 1
"2217" "{DISTANCE CIRCULARITY=[-Inf;64.5],SCATTER RATIO=[-Inf;140.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5]} => {Class=van}" 0.025 1 0.025 4.24581005586592 19 3 1 4 1
"38" "{MAX.LENGTH ASPECT RATIO=(8.5;17.5],SCALED VARIANCE_MINOR=(721;761.5]} => {Class=opel}" 0.0236842105263158 1 0.0236842105263158 4 18 2 1 18 1
"7428" "{RADIUS RATIO=[-Inf;167.5],MAX.LENGTH ASPECT RATIO=(8.5;17.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0236842105263158 1 0.0236842105263158 4.24581005586592 18 3 1 4 1
"33740" "{COMPACTNESS=(87.5;98.5],SCATTER RATIO=[-Inf;140.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.0236842105263158 1 0.0236842105263158 4.24581005586592 18 4 1 2 1
"8503" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],PR.AXIS RECTANGULARITY=(20.5;25.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf]} => {Class=bus}" 0.0223684210526316 1 0.0223684210526316 3.87755102040816 17 3 1 1 1
"157" "{PR.AXIS ASPECT RATIO=[-Inf;52.5],SCATTER RATIO=[-Inf;140.5]} => {Class=van}" 0.0210526315789474 1 0.0210526315789474 4.24581005586592 16 2 1 3 1
"19420" "{MAX.LENGTH ASPECT RATIO=(7.5;8.5],SCATTER RATIO=[-Inf;140.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5],HOLLOWS RATIO=(189.5; Inf]} => {Class=van}" 0.0210526315789474 1 0.0210526315789474 4.24581005586592 16 4 1 2 1
"23884" "{DISTANCE CIRCULARITY=(64.5;76.5],PR.AXIS RECTANGULARITY=(18.5;19.5],SCALED RADIUS OF GYRATION=(170.5;192.5],KURTOSIS ABOUT_MINOR=(181.5;185.5]} => {Class=bus}" 0.0184210526315789 1 0.0184210526315789 3.87755102040816 14 4 1 4 1
"25010" "{DISTANCE CIRCULARITY=(64.5;76.5],SCATTER RATIO=(140.5;154.5],SCALED VARIANCE_MINOR=(344.5;389.5],SKEWNESS ABOUT_MINOR=[-Inf;10.5]} => {Class=bus}" 0.0184210526315789 1 0.0184210526315789 3.87755102040816 14 4 1 2 1
"26763" "{COMPACTNESS=(103.5; Inf],SCALED RADIUS OF GYRATION=(192.5;241.5],SKEWNESS ABOUT_MINOR=(10.5; Inf],KURTOSIS ABOUT_MAJOR=(19.5; Inf]} => {Class=saab}" 0.0184210526315789 1 0.0184210526315789 3.8974358974359 14 4 1 14 1
"48670" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCALED VARIANCE_MAJOR=(180.5;239],SKEWNESS ABOUT_MAJOR=(74.5; Inf],SKEWNESS ABOUT_MINOR=[-Inf;10.5]} => {Class=bus}" 0.0184210526315789 1 0.0184210526315789 3.87755102040816 14 4 1 1 1
"38917" "{COMPACTNESS=[-Inf;87.5],CIRCULARITY=(40.5;49.5],SCALED VARIANCE_MINOR=(298.5;344.5],SCALED RADIUS OF GYRATION=[-Inf;170.5]} => {Class=bus}" 0.0171052631578947 1 0.0171052631578947 3.87755102040816 13 4 1 9 1
"1829" "{COMPACTNESS=(98.5;103.5],MAX.LENGTH RECTANGULARITY=(172.5; Inf],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=opel}" 0.0157894736842105 1 0.0157894736842105 4 12 3 1 4 1
"6501" "{MAX.LENGTH RECTANGULARITY=(147.5;160.5],SCALED VARIANCE_MINOR=(298.5;344.5],HOLLOWS RATIO=(189.5; Inf]} => {Class=van}" 0.0157894736842105 1 0.0157894736842105 4.24581005586592 12 3 1 2 1
"26898" "{COMPACTNESS=(103.5; Inf],MAX.LENGTH ASPECT RATIO=(8.5;17.5],MAX.LENGTH RECTANGULARITY=(147.5;160.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=saab}" 0.0144736842105263 1 0.0144736842105263 3.8974358974359 11 4 1 9 1
"49947" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCATTER RATIO=(163.5;230.5],SCALED RADIUS OF GYRATION=[-Inf;170.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=bus}" 0.0144736842105263 1 0.0144736842105263 3.87755102040816 11 4 1 2 1
"13578" "{COMPACTNESS=(98.5;103.5],CIRCULARITY=(54.5; Inf],PR.AXIS ASPECT RATIO=(52.5;67.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=opel}" 0.0131578947368421 1 0.0131578947368421 4 10 4 1 1 1
"26865" "{COMPACTNESS=(103.5; Inf],MAX.LENGTH ASPECT RATIO=(8.5;17.5],MAX.LENGTH RECTANGULARITY=(147.5;160.5],SCALED RADIUS OF GYRATION=(192.5;241.5]} => {Class=saab}" 0.0131578947368421 1 0.0131578947368421 3.8974358974359 10 4 1 3 1
"26947" "{COMPACTNESS=(103.5; Inf],MAX.LENGTH RECTANGULARITY=(147.5;160.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=saab}" 0.0131578947368421 1 0.0131578947368421 3.8974358974359 10 4 1 1 1
"32255" "{COMPACTNESS=[-Inf;87.5],SCALED VARIANCE_MAJOR=[-Inf;162.5],SKEWNESS ABOUT_MINOR=[-Inf;10.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0131578947368421 1 0.0131578947368421 4.24581005586592 10 4 1 4 1
"45779" "{COMPACTNESS=[-Inf;87.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCALED RADIUS OF GYRATION=(170.5;192.5],HOLLOWS RATIO=(189.5; Inf]} => {Class=bus}" 0.0118421052631579 1 0.0118421052631579 3.87755102040816 9 4 1 2 1
"3146" "{MAX.LENGTH ASPECT RATIO=(7.5;8.5],PR.AXIS RECTANGULARITY=[-Inf;18.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.0105263157894737 1 0.0105263157894737 4.24581005586592 8 3 1 1 1
"48471" "{ELONGATEDNESS=(41.5;46.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf],SKEWNESS ABOUT_MINOR=[-Inf;10.5]} => {Class=bus}" 0.0907894736842105 0.985714285714286 0.0921052631578947 3.82215743440233 69 4 0.5 1 0.997448979591837
"47801" "{DISTANCE CIRCULARITY=(64.5;76.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCALED RADIUS OF GYRATION=(170.5;192.5],SKEWNESS ABOUT_MINOR=[-Inf;10.5]} => {Class=bus}" 0.075 0.982758620689655 0.0763157894736842 3.81069669247009 57 4 0.666666666666667 2 0.994936708860759
"48869" "{DISTANCE CIRCULARITY=(64.5;76.5],ELONGATEDNESS=(41.5;46.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],SKEWNESS ABOUT_MINOR=[-Inf;10.5]} => {Class=bus}" 0.115789473684211 0.977777777777778 0.118421052631579 3.79138321995465 88 4 0.5 2 0.989974937343358
"49561" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],PR.AXIS RECTANGULARITY=(20.5;25.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=bus}" 0.0289473684210526 0.956521739130435 0.0302631578947368 3.70896184560781 22 4 0.666666666666667 2 0.987562189054726
"171" "{COMPACTNESS=(98.5;103.5],MAX.LENGTH RECTANGULARITY=(172.5; Inf]} => {Class=opel}" 0.025 0.95 0.0263157894736842 3.8 19 2 0.8 4 0.985257985257985
"32517" "{SCALED VARIANCE_MAJOR=[-Inf;162.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0236842105263158 0.947368421052632 0.025 4.02234636871508 18 4 0.666666666666667 2 0.982926829268293
"33625" "{COMPACTNESS=(87.5;98.5],DISTANCE CIRCULARITY=(64.5;76.5],SCATTER RATIO=[-Inf;140.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=van}" 0.0460526315789474 0.945945945945946 0.0486842105263158 4.0163068096029 35 4 0.333333333333333 1 0.978208232445521
"48251" "{DISTANCE CIRCULARITY=(64.5;76.5],PR.AXIS RECTANGULARITY=(18.5;19.5],SKEWNESS ABOUT_MINOR=[-Inf;10.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=bus}" 0.134210526315789 0.944444444444444 0.142105263157895 3.66213151927438 102 4 0.285714285714286 2 0.966666666666667
"19937" "{RADIUS RATIO=[-Inf;167.5],MAX.LENGTH ASPECT RATIO=(7.5;8.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],SCALED RADIUS OF GYRATION=[-Inf;170.5]} => {Class=van}" 0.0223684210526316 0.944444444444444 0.0236842105263158 4.00993171942893 17 4 1 2 0.966824644549763
"33316" "{COMPACTNESS=(87.5;98.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MINOR=[-Inf;10.5],HOLLOWS RATIO=[-Inf;189.5]} => {Class=van}" 0.0223684210526316 0.944444444444444 0.0236842105263158 4.00993171942893 17 4 0.666666666666667 2 0.964705882352941
"12650" "{CIRCULARITY=(54.5; Inf],PR.AXIS ASPECT RATIO=(52.5;67.5],MAX.LENGTH RECTANGULARITY=(172.5; Inf],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=opel}" 0.0210526315789474 0.941176470588235 0.0223684210526316 3.76470588235294 16 4 1 4 0.965034965034965
"39394" "{DISTANCE CIRCULARITY=(64.5;76.5],SCALED VARIANCE_MINOR=(298.5;344.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=bus}" 0.0210526315789474 0.941176470588235 0.0223684210526316 3.64945978391357 16 4 0.5 1 0.962877030162413
"12692" "{CIRCULARITY=(54.5; Inf],PR.AXIS ASPECT RATIO=(52.5;67.5],MAX.LENGTH RECTANGULARITY=(172.5; Inf],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=opel}" 0.0197368421052632 0.9375 0.0210526315789474 3.75 15 4 0.666666666666667 2 0.960829493087558
"14621" "{DISTANCE CIRCULARITY=[-Inf;64.5],SCALED VARIANCE_MAJOR=[-Inf;162.5],SKEWNESS ABOUT_MINOR=[-Inf;10.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0184210526315789 0.933333333333333 0.0197368421052632 3.96275605214153 14 4 0.75 3 0.958904109589041
"39310" "{DISTANCE CIRCULARITY=(64.5;76.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],SCALED VARIANCE_MINOR=(298.5;344.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=bus}" 0.105263157894737 0.930232558139535 0.113157894736842 3.60702420503085 80 4 0.2 1 0.950338600451467
"1995" "{COMPACTNESS=(98.5;103.5],CIRCULARITY=(54.5; Inf],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=opel}" 0.0171052631578947 0.928571428571429 0.0184210526315789 3.71428571428571 13 3 0.5 1 0.948314606741573
"25342" "{COMPACTNESS=(103.5; Inf],CIRCULARITY=(49.5;54.5],SCALED VARIANCE_MINOR=(629.5;721],SKEWNESS ABOUT_MINOR=(10.5; Inf]} => {Class=saab}" 0.0328947368421053 0.925925925925926 0.0355263157894737 3.60873694207028 25 4 0.916666666666667 11 0.947483588621444
"25619" "{CIRCULARITY=(49.5;54.5],SCALED VARIANCE_MINOR=(629.5;721],SKEWNESS ABOUT_MAJOR=(64.5;74.5],SKEWNESS ABOUT_MINOR=(10.5; Inf]} => {Class=saab}" 0.0328947368421053 0.925925925925926 0.0355263157894737 3.60873694207028 25 4 0.5 1 0.945533769063181
"5468" "{COMPACTNESS=[-Inf;87.5],SCALED VARIANCE_MAJOR=[-Inf;162.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0157894736842105 0.923076923076923 0.0171052631578947 3.91920928233777 12 3 0.5 1 0.943600867678959
"26920" "{COMPACTNESS=(103.5; Inf],MAX.LENGTH ASPECT RATIO=(8.5;17.5],MAX.LENGTH RECTANGULARITY=(147.5;160.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=saab}" 0.0144736842105263 0.916666666666667 0.0157894736842105 3.57264957264957 11 4 0.5 1 0.941684665226782
"33590" "{DISTANCE CIRCULARITY=(64.5;76.5],SCATTER RATIO=[-Inf;140.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.0263157894736842 0.909090909090909 0.0289473684210526 3.85982732351447 20 4 0.333333333333333 1 0.937768240343348
"12648" "{CIRCULARITY=(54.5; Inf],MAX.LENGTH RECTANGULARITY=(172.5; Inf],KURTOSIS ABOUT_MAJOR=[-Inf;19.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=opel}" 0.025 0.904761904761905 0.0276315789473684 3.61904761904762 19 4 0.666666666666667 4 0.934322033898305
"14208" "{CIRCULARITY=(54.5; Inf],PR.AXIS ASPECT RATIO=(52.5;67.5],PR.AXIS RECTANGULARITY=(20.5;25.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=opel}" 0.0236842105263158 0.9 0.0263157894736842 3.6 18 4 0.5 1 0.932489451476793
"1871" "{MAX.LENGTH RECTANGULARITY=(172.5; Inf],SCALED RADIUS OF GYRATION=(192.5;241.5],SKEWNESS ABOUT_MINOR=(10.5; Inf]} => {Class=opel}" 0.0118421052631579 0.9 0.0131578947368421 3.6 9 3 1 1 0.932631578947368
"25375" "{COMPACTNESS=(103.5; Inf],SCALED VARIANCE_MINOR=(629.5;721],SCALED RADIUS OF GYRATION=(192.5;241.5],SKEWNESS ABOUT_MINOR=(10.5; Inf]} => {Class=saab}" 0.0342105263157895 0.896551724137931 0.0381578947368421 3.49425287356322 26 4 0.5 1 0.930817610062893
"2393" "{MAX.LENGTH ASPECT RATIO=(8.5;17.5],PR.AXIS RECTANGULARITY=(19.5;20.5],SKEWNESS ABOUT_MAJOR=[-Inf;64.5]} => {Class=saab}" 0.0105263157894737 0.888888888888889 0.0118421052631579 3.46438746438746 8 3 0.888888888888889 8 0.930041152263374
"17244" "{COMPACTNESS=(98.5;103.5],DISTANCE CIRCULARITY=(92.5; Inf],SCALED RADIUS OF GYRATION=(170.5;192.5],SKEWNESS ABOUT_MINOR=[-Inf;10.5]} => {Class=opel}" 0.0105263157894737 0.888888888888889 0.0118421052631579 3.55555555555556 8 4 0.888888888888889 8 0.929292929292929
"23688" "{MAX.LENGTH RECTANGULARITY=[-Inf;135.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5],KURTOSIS ABOUT_MINOR=(181.5;185.5],HOLLOWS RATIO=(189.5; Inf]} => {Class=opel}" 0.0105263157894737 0.888888888888889 0.0118421052631579 3.55555555555556 8 4 0.888888888888889 8 0.928571428571429
"29891" "{CIRCULARITY=(49.5;54.5],MAX.LENGTH ASPECT RATIO=(8.5;17.5],MAX.LENGTH RECTANGULARITY=(147.5;160.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=saab}" 0.0105263157894737 0.888888888888889 0.0118421052631579 3.46438746438746 8 4 0.75 3 0.927165354330709
"33755" "{SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MINOR=[-Inf;10.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.0289473684210526 0.88 0.0328947368421053 3.73631284916201 22 4 0.5 2 0.923828125
"25353" "{COMPACTNESS=(103.5; Inf],CIRCULARITY=(49.5;54.5],SCALED VARIANCE_MINOR=(629.5;721],SKEWNESS ABOUT_MAJOR=(64.5;74.5]} => {Class=saab}" 0.0565789473684211 0.877551020408163 0.0644736842105263 3.42019884877028 43 4 0.782608695652174 18 0.917757009345794
"16710" "{COMPACTNESS=(98.5;103.5],MAX.LENGTH ASPECT RATIO=(8.5;17.5],SCALED VARIANCE_MINOR=(629.5;721],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=opel}" 0.0171052631578947 0.866666666666667 0.0197368421052632 3.46666666666667 13 4 0.833333333333333 5 0.916820702402958
"26497" "{COMPACTNESS=(103.5; Inf],CIRCULARITY=(49.5;54.5],SCALED RADIUS OF GYRATION=(192.5;241.5],SKEWNESS ABOUT_MINOR=(10.5; Inf]} => {Class=saab}" 0.0328947368421053 0.862068965517241 0.0381578947368421 3.35985853227232 25 4 0.333333333333333 1 0.913602941176471
"26875" "{COMPACTNESS=(103.5; Inf],DISTANCE CIRCULARITY=(92.5; Inf],MAX.LENGTH ASPECT RATIO=(8.5;17.5],MAX.LENGTH RECTANGULARITY=(147.5;160.5]} => {Class=saab}" 0.0223684210526316 0.85 0.0263157894736842 3.31282051282051 17 4 0.333333333333333 1 0.910420475319927
"26502" "{COMPACTNESS=(103.5; Inf],CIRCULARITY=(49.5;54.5],MAX.LENGTH ASPECT RATIO=(8.5;17.5],SKEWNESS ABOUT_MINOR=(10.5; Inf]} => {Class=saab}" 0.0368421052631579 0.848484848484849 0.0434210526315789 3.30691530691531 28 4 0.5 1 0.908925318761384
"22810" "{SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf],KURTOSIS ABOUT_MAJOR=[-Inf;19.5],KURTOSIS ABOUT_MINOR=(181.5;185.5]} => {Class=van}" 0.0144736842105263 0.846153846153846 0.0171052631578947 3.59260850880963 11 4 0.333333333333333 1 0.905797101449275
"29859" "{CIRCULARITY=(49.5;54.5],MAX.LENGTH ASPECT RATIO=(8.5;17.5],MAX.LENGTH RECTANGULARITY=(147.5;160.5],SCALED RADIUS OF GYRATION=(192.5;241.5]} => {Class=saab}" 0.0144736842105263 0.846153846153846 0.0171052631578947 3.29783037475345 11 4 0.666666666666667 2 0.904504504504504
"2644" "{COMPACTNESS=(98.5;103.5],PR.AXIS ASPECT RATIO=(67.5; Inf],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=opel}" 0.0131578947368421 0.833333333333333 0.0157894736842105 3.33333333333333 10 3 0.666666666666667 2 0.903225806451613
"20069" "{DISTANCE CIRCULARITY=(76.5;92.5],RADIUS RATIO=(167.5; Inf],MAX.LENGTH ASPECT RATIO=(7.5;8.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=opel}" 0.0118421052631579 0.818181818181818 0.0144736842105263 3.27272727272727 9 4 0.818181818181818 9 0.901581722319859
"29895" "{CIRCULARITY=(49.5;54.5],MAX.LENGTH RECTANGULARITY=(147.5;160.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=saab}" 0.0118421052631579 0.818181818181818 0.0144736842105263 3.18881118881119 9 4 0.5 1 0.900175131348511
"14206" "{CIRCULARITY=(54.5; Inf],PR.AXIS RECTANGULARITY=(20.5;25.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=opel}" 0.0342105263157895 0.8125 0.0421052631578947 3.25 26 4 0.75 3 0.899130434782609
"45307" "{DISTANCE CIRCULARITY=(92.5; Inf],MAX.LENGTH ASPECT RATIO=(8.5;17.5],SCALED RADIUS OF GYRATION=(192.5;241.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=saab}" 0.0171052631578947 0.8125 0.0210526315789474 3.16666666666667 13 4 0.75 3 0.898100172711572
"2107" "{CIRCULARITY=(54.5; Inf],PR.AXIS RECTANGULARITY=(20.5;25.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=opel}" 0.0447368421052632 0.80952380952381 0.0552631578947368 3.23809523809524 34 3 0.5 1 0.896729776247849
"3229" "{DISTANCE CIRCULARITY=(76.5;92.5],MAX.LENGTH ASPECT RATIO=(7.5;8.5],KURTOSIS ABOUT_MAJOR=(19.5; Inf]} => {Class=opel}" 0.0105263157894737 0.8 0.0131578947368421 3.2 8 3 0.5 2 0.894017094017094
"4307" "{COMPACTNESS=(87.5;98.5],MAX.LENGTH ASPECT RATIO=(8.5;17.5],SCALED VARIANCE_MINOR=(629.5;721]} => {Class=opel}" 0.0105263157894737 0.8 0.0131578947368421 3.2 8 3 0.666666666666667 2 0.892857142857143
"32692" "{DISTANCE CIRCULARITY=(64.5;76.5],MAX.LENGTH RECTANGULARITY=[-Inf;135.5],SCALED VARIANCE_MAJOR=[-Inf;162.5],KURTOSIS ABOUT_MAJOR=(19.5; Inf]} => {Class=opel}" 0.0105263157894737 0.8 0.0131578947368421 3.2 8 4 0.666666666666667 4 0.890572390572391
"35035" "{SCALED VARIANCE_MINOR=(389.5;629.5],SCALED RADIUS OF GYRATION=(192.5;241.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5],SKEWNESS ABOUT_MINOR=(10.5; Inf]} => {Class=opel}" 0.0105263157894737 0.8 0.0131578947368421 3.2 8 4 1 4 0.891304347826087
"35044" "{DISTANCE CIRCULARITY=(76.5;92.5],SCALED VARIANCE_MINOR=(389.5;629.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5],SKEWNESS ABOUT_MINOR=(10.5; Inf]} => {Class=opel}" 0.0105263157894737 0.8 0.0131578947368421 3.2 8 4 0.666666666666667 2 0.89018302828619
"38098" "{ELONGATEDNESS=(29.5;41.5],MAX.LENGTH RECTANGULARITY=(147.5;160.5],SCALED RADIUS OF GYRATION=(170.5;192.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=saab}" 0.0105263157894737 0.8 0.0131578947368421 3.11794871794872 8 4 1 4 0.890909090909091
