"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"2612" "{a11=(-0.01058;0.08713],a12=(-0.00027;0.001845]} => {class=b}" 0.082018927444795 1 0.082018927444795 2.78070175438596 26 2 1 1 1
"47825" "{a12=(0.001845;0.98374],a25=[-Inf;0.3303],a29=(-0.91183;-9e-05]} => {class=g}" 0.082018927444795 1 0.082018927444795 1.5615763546798 26 3 1 3 1
"2697" "{a14=[-Inf;-0.554585],a27=(0.99921; Inf]} => {class=b}" 0.0788643533123028 1 0.0788643533123028 2.78070175438596 25 2 1 2 1
"25" "{a08=[-Inf;-0.983575]} => {class=b}" 0.0757097791798107 1 0.0757097791798107 2.78070175438596 24 1 1 4 1
"2396" "{a22=(0.923655; Inf],a27=(0.99921; Inf]} => {class=b}" 0.0725552050473186 1 0.0725552050473186 2.78070175438596 23 2 1 1 1
"1652" "{a09=(-0.704705;-0.025605],a24=(-0.987455;-0.02301]} => {class=g}" 0.0694006309148265 1 0.0694006309148265 1.5615763546798 22 2 1 1 1
"4842" "{a05=(0.995175; Inf],a06=(-0.79531;-0.00114]} => {class=g}" 0.0694006309148265 1 0.0694006309148265 1.5615763546798 22 2 1 2 1
"46826" "{a07=(0.029375;0.999995],a11=(-0.91576;-0.01058],a16=(0.001495;0.95702]} => {class=g}" 0.0694006309148265 1 0.0694006309148265 1.5615763546798 22 3 1 1 1
"15" "{a16=[-Inf;-0.90517]} => {class=b}" 0.0630914826498423 1 0.0630914826498423 2.78070175438596 20 1 1 2 1
"4807" "{a07=(0.999995; Inf],a34=(-0.974115;-3e-05]} => {class=g}" 0.0630914826498423 1 0.0630914826498423 1.5615763546798 20 2 1 1 1
"13" "{a10=[-Inf;-0.49981]} => {class=b}" 0.0599369085173502 1 0.0599369085173502 2.78070175438596 19 1 1 1 1
"2355" "{a04=(0.74685; Inf],a19=(-0.4291; Inf]} => {class=b}" 0.056782334384858 1 0.056782334384858 2.78070175438596 18 2 1 1 1
"2716" "{a14=[-Inf;-0.554585],a30=(-0.91428;0.921765]} => {class=b}" 0.0504731861198738 1 0.0504731861198738 2.78070175438596 16 2 1 1 1
"3993" "{a21=(0.07206;0.998475],a33=(-0.959515;-4e-05]} => {class=g}" 0.0504731861198738 1 0.0504731861198738 1.5615763546798 16 2 1 1 1
"4598" "{a11=(0.9991; Inf],a33=(0.0002;0.994855]} => {class=g}" 0.0473186119873817 1 0.0473186119873817 1.5615763546798 15 2 1 2 1
"867" "{a16=(0.95702; Inf],a27=(0.99921; Inf]} => {class=b}" 0.0441640378548896 1 0.0441640378548896 2.78070175438596 14 2 1 1 1
"877" "{a16=(0.95702; Inf],a19=(-0.4291; Inf]} => {class=b}" 0.0441640378548896 1 0.0441640378548896 2.78070175438596 14 2 1 1 1
"4431" "{a23=(0.999665; Inf],a27=(0.52812;0.99921]} => {class=g}" 0.0441640378548896 1 0.0441640378548896 1.5615763546798 14 2 1 1 1
"3604" "{a13=(0.35474;0.998725],a31=(-0.84848;-6e-05]} => {class=g}" 0.0410094637223975 1 0.0410094637223975 1.5615763546798 13 2 1 1 1
"4446" "{a08=(0.000985;0.979525],a23=(0.999665; Inf]} => {class=g}" 0.0410094637223975 1 0.0410094637223975 1.5615763546798 13 2 1 3 1
"3022" "{a04=(-0.009595;0.007075],a25=(0.3303;0.999495]} => {class=g}" 0.0315457413249211 1 0.0315457413249211 1.5615763546798 10 2 1 1 1
"45909" "{a16=(-0.90517;-0.00197],a25=[-Inf;0.3303],a31=(-6e-05;0.135195]} => {class=b}" 0.0315457413249211 1 0.0315457413249211 2.78070175438596 10 3 1 1 1
"4195" "{a13=(0.35474;0.998725],a29=(0.997; Inf]} => {class=g}" 0.0252365930599369 1 0.0252365930599369 1.5615763546798 8 2 1 1 1
"3118" "{a06=(-0.00114;0.00101],a12=(-0.56293;-0.00027]} => {class=b}" 0.0220820189274448 1 0.0220820189274448 2.78070175438596 7 2 1 1 1
"47202" "{a21=(0.07206;0.998475],a29=(-0.91183;-9e-05],a31=(-0.84848;-6e-05]} => {class=g}" 0.0220820189274448 1 0.0220820189274448 1.5615763546798 7 3 1 1 1
"49319" "{a03=(0.19028;0.741295],a05=(0.04144;0.995175],a24=(-0.02301;0.00933]} => {class=g}" 0.0220820189274448 1 0.0220820189274448 1.5615763546798 7 3 1 2 1
"3406" "{a15=(0.210915;0.99914],a16=(-0.00197;0.001495]} => {class=g}" 0.0157728706624606 1 0.0157728706624606 1.5615763546798 5 2 1 1 1
"2658" "{a12=(-0.00027;0.001845],a15=(0.210915;0.99914]} => {class=g}" 0.0126182965299685 1 0.0126182965299685 1.5615763546798 4 2 1 1 1
"44610" "{a06=(-0.00114;0.00101],a12=(0.001845;0.98374],a13=(0.35474;0.998725]} => {class=g}" 0.0126182965299685 1 0.0126182965299685 1.5615763546798 4 3 1 1 1
"46158" "{a16=(0.001495;0.95702],a27=[-Inf;0.52812],a31=(-6e-05;0.135195]} => {class=g}" 0.0126182965299685 1 0.0126182965299685 1.5615763546798 4 3 1 1 1
"5259" "{a27=(0.52812;0.99921],a33=(0.0002;0.994855]} => {class=g}" 0.299684542586751 0.989583333333333 0.302839116719243 1.54530993431856 95 2 1 6 1
"5354" "{a24=(-0.987455;-0.02301],a25=(0.3303;0.999495]} => {class=g}" 0.195583596214511 0.984126984126984 0.198738170347003 1.53678942841504 62 2 1 3 1
"5561" "{a25=(0.3303;0.999495],a33=(0.0002;0.994855]} => {class=g}" 0.34384858044164 0.981981981981982 0.350157728706625 1.53343984378467 109 2 1 4 1
"5416" "{a16=(0.001495;0.95702],a34=(-0.974115;-3e-05]} => {class=g}" 0.135646687697161 0.977272727272727 0.138801261829653 1.52608598298253 43 2 1 1 1
"5631" "{a04=(0.007075;0.74685],a31=(0.135195;0.99556]} => {class=g}" 0.261829652996845 0.976470588235294 0.26813880126183 1.52483338162851 83 2 1 2 1
"5675" "{a05=(0.04144;0.995175],a12=(0.001845;0.98374]} => {class=g}" 0.337539432176656 0.972727272727273 0.347003154574132 1.51898790864308 107 2 1 1 1
"5528" "{a04=(0.007075;0.74685],a16=(0.001495;0.95702]} => {class=g}" 0.274447949526814 0.956043956043956 0.287066246056782 1.49293563579278 87 2 1 1 1
"0" "{} => {class=b}" 0.359621451104101 0.359621451104101 1 1 114 0 1 1 1
