"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"8081" "{RADIUS RATIO=[-Inf;167.5],MAX.LENGTH ASPECT RATIO=(8.5;16],SCALED VARIANCE_MAJOR=(165.5;180.5]} => {Class=van}" 0.0814717477003942 1 0.0814717477003942 4.25139664804469 62 3 1 62 1
"35029" "{COMPACTNESS=(87.5;98.5],SCATTER RATIO=[-Inf;140.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],HOLLOWS RATIO=[-Inf;191.5]} => {Class=van}" 0.0249671484888305 1 0.0249671484888305 4.25139664804469 19 4 1 1 1
"45958" "{COMPACTNESS=(87.5;98.5],CIRCULARITY=(40.5;47.5],MAX.LENGTH RECTANGULARITY=(147.5;170.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf]} => {Class=van}" 0.0249671484888305 1 0.0249671484888305 4.25139664804469 19 4 1 1 1
"39879" "{DISTANCE CIRCULARITY=(64.5;76.5],ELONGATEDNESS=(41.5;44.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf]} => {Class=bus}" 0.0236530880420499 1 0.0236530880420499 3.88265306122449 18 4 1 7 1
"40150" "{RADIUS RATIO=(167.5;234.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],ELONGATEDNESS=(41.5;44.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=bus}" 0.0236530880420499 1 0.0236530880420499 3.88265306122449 18 4 1 3 1
"7526" "{MAX.LENGTH ASPECT RATIO=(8.5;16],SCALED VARIANCE_MAJOR=[-Inf;165.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=van}" 0.0223390275952694 1 0.0223390275952694 4.25139664804469 17 3 1 4 1
"7740" "{DISTANCE CIRCULARITY=(76.5;92.5],MAX.LENGTH RECTANGULARITY=(147.5;170.5],SCALED VARIANCE_MINOR=(298.5;350.5]} => {Class=van}" 0.0223390275952694 1 0.0223390275952694 4.25139664804469 17 3 1 1 1
"164" "{PR.AXIS ASPECT RATIO=[-Inf;52.5],SCATTER RATIO=[-Inf;140.5]} => {Class=van}" 0.0210249671484888 1 0.0210249671484888 4.25139664804469 16 2 1 3 1
"39847" "{DISTANCE CIRCULARITY=(64.5;76.5],ELONGATEDNESS=(41.5;44.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],HOLLOWS RATIO=[-Inf;191.5]} => {Class=bus}" 0.0210249671484888 1 0.0210249671484888 3.88265306122449 16 4 1 2 1
"44563" "{RADIUS RATIO=[-Inf;167.5],MAX.LENGTH RECTANGULARITY=(147.5;170.5],SCALED VARIANCE_MINOR=(298.5;350.5],HOLLOWS RATIO=(191.5; Inf]} => {Class=van}" 0.0210249671484888 1 0.0210249671484888 4.25139664804469 16 4 1 1 1
"9268" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],PR.AXIS RECTANGULARITY=(20.5;25.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf]} => {Class=bus}" 0.0197109067017083 1 0.0197109067017083 3.88265306122449 15 3 1 1 1
"21424" "{DISTANCE CIRCULARITY=[-Inf;64.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0197109067017083 1 0.0197109067017083 4.25139664804469 15 4 1 7 1
"23601" "{COMPACTNESS=(87.5;98.5],CIRCULARITY=[-Inf;40.5],MAX.LENGTH ASPECT RATIO=(7.5;8.5],SCATTER RATIO=[-Inf;140.5]} => {Class=van}" 0.0197109067017083 1 0.0197109067017083 4.25139664804469 15 4 1 5 1
"47741" "{RADIUS RATIO=(167.5;234.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCALED VARIANCE_MINOR=(298.5;350.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5]} => {Class=bus}" 0.0183968462549277 1 0.0183968462549277 3.88265306122449 14 4 1 2 1
"2019" "{COMPACTNESS=[-Inf;81.5],PR.AXIS ASPECT RATIO=(52.5;68.5],ELONGATEDNESS=(46.5; Inf]} => {Class=opel}" 0.0170827858081472 1 0.0170827858081472 3.98429319371728 13 3 1 13 1
"23785" "{CIRCULARITY=[-Inf;40.5],MAX.LENGTH ASPECT RATIO=(7.5;8.5],PR.AXIS RECTANGULARITY=[-Inf;18.5],HOLLOWS RATIO=(191.5; Inf]} => {Class=van}" 0.0170827858081472 1 0.0170827858081472 4.25139664804469 13 4 1 2 1
"34078" "{DISTANCE CIRCULARITY=(64.5;76.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCALED VARIANCE_MINOR=(389.5;581.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5]} => {Class=bus}" 0.0170827858081472 1 0.0170827858081472 3.88265306122449 13 4 1 1 1
"5981" "{SCATTER RATIO=[-Inf;140.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.0144546649145861 1 0.0144546649145861 4.25139664804469 11 3 1 1 1
"26823" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],PR.AXIS RECTANGULARITY=(18.5;19.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],SCALED VARIANCE_MINOR=(350.5;389.5]} => {Class=bus}" 0.0144546649145861 1 0.0144546649145861 3.88265306122449 11 4 1 2 1
"32245" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCATTER RATIO=(163.5;199.5],SCALED RADIUS OF GYRATION=[-Inf;170.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=bus}" 0.0144546649145861 1 0.0144546649145861 3.88265306122449 11 4 1 2 1
"34745" "{COMPACTNESS=(81.5;87.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0144546649145861 1 0.0144546649145861 4.25139664804469 11 4 1 1 1
"42404" "{COMPACTNESS=(81.5;87.5],CIRCULARITY=(40.5;47.5],SCALED RADIUS OF GYRATION=[-Inf;170.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf]} => {Class=bus}" 0.0131406044678055 1 0.0131406044678055 3.88265306122449 10 4 1 3 1
"2726" "{SCALED VARIANCE_MAJOR=(180.5;194.5],SKEWNESS ABOUT_MAJOR=[-Inf;64.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=saab}" 0.011826544021025 1 0.011826544021025 3.9025641025641 9 3 1 9 1
"2786" "{MAX.LENGTH ASPECT RATIO=(8.5;16],SCALED VARIANCE_MAJOR=(180.5;194.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=saab}" 0.011826544021025 1 0.011826544021025 3.9025641025641 9 3 1 1 1
"25783" "{DISTANCE CIRCULARITY=(64.5;76.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCATTER RATIO=(154.5;163.5],PR.AXIS RECTANGULARITY=(18.5;19.5]} => {Class=bus}" 0.011826544021025 1 0.011826544021025 3.88265306122449 9 4 1 1 1
"29120" "{COMPACTNESS=(81.5;87.5],CIRCULARITY=(40.5;47.5],ELONGATEDNESS=(44.5;46.5],SCALED RADIUS OF GYRATION=[-Inf;170.5]} => {Class=bus}" 0.011826544021025 1 0.011826544021025 3.88265306122449 9 4 1 2 1
"40825" "{PR.AXIS ASPECT RATIO=(52.5;68.5],PR.AXIS RECTANGULARITY=[-Inf;18.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.011826544021025 1 0.011826544021025 4.25139664804469 9 4 1 1 1
"6003" "{CIRCULARITY=(40.5;47.5],SCATTER RATIO=[-Inf;140.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.0105124835742444 1 0.0105124835742444 4.25139664804469 8 3 1 1 1
"6133" "{MAX.LENGTH ASPECT RATIO=(8.5;16],ELONGATEDNESS=(29.5;32.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf]} => {Class=opel}" 0.0105124835742444 1 0.0105124835742444 3.98429319371728 8 3 1 7 1
"23645" "{MAX.LENGTH ASPECT RATIO=(7.5;8.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5],HOLLOWS RATIO=(191.5; Inf]} => {Class=van}" 0.0105124835742444 1 0.0105124835742444 4.25139664804469 8 4 1 1 1
"29810" "{CIRCULARITY=(40.5;47.5],ELONGATEDNESS=(44.5;46.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5],HOLLOWS RATIO=[-Inf;191.5]} => {Class=bus}" 0.0840998685939553 0.984615384615385 0.0854139290407359 3.82291993720565 64 4 0.5 1 0.997442455242967
"42209" "{COMPACTNESS=(81.5;87.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCALED VARIANCE_MAJOR=(165.5;180.5],SCALED RADIUS OF GYRATION=(170.5;192.5]} => {Class=bus}" 0.0512483574244415 0.975 0.0525624178712221 3.78558673469388 39 4 0.5 1 0.994910941475827
"42277" "{COMPACTNESS=(81.5;87.5],CIRCULARITY=(40.5;47.5],DISTANCE CIRCULARITY=(64.5;76.5],PR.AXIS RECTANGULARITY=(18.5;19.5]} => {Class=bus}" 0.0788436268068331 0.967741935483871 0.0814717477003942 3.75740618828176 60 4 0.333333333333333 1 0.98989898989899
"29908" "{DISTANCE CIRCULARITY=(64.5;76.5],ELONGATEDNESS=(44.5;46.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=bus}" 0.0775295663600526 0.967213114754098 0.0801576872536137 3.75535296085647 59 4 1 2 0.989949748743719
"47554" "{DISTANCE CIRCULARITY=(64.5;76.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],SCALED VARIANCE_MINOR=(298.5;350.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=bus}" 0.109067017082786 0.965116279069767 0.113009198423127 3.74721167536782 83 4 0.5 1 0.9875
"9439" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCALED VARIANCE_MAJOR=(194.5;243.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=bus}" 0.0289093298291721 0.956521739130435 0.0302233902759527 3.71384205856256 22 3 0.5 1 0.985074626865672
"32406" "{RADIUS RATIO=(167.5;234.5],ELONGATEDNESS=(29.5;32.5],MAX.LENGTH RECTANGULARITY=(147.5;170.5],SKEWNESS ABOUT_MINOR=(11.5; Inf]} => {Class=saab}" 0.0289093298291721 0.956521739130435 0.0302233902759527 3.73288740245262 22 4 0.956521739130435 22 0.983529411764706
"32581" "{SCATTER RATIO=(199.5;222.5],MAX.LENGTH RECTANGULARITY=(147.5;170.5],SCALED RADIUS OF GYRATION=(192.5;251.5],SKEWNESS ABOUT_MINOR=(11.5; Inf]} => {Class=saab}" 0.0289093298291721 0.956521739130435 0.0302233902759527 3.73288740245262 22 4 0.5 1 0.981264637002342
"49963" "{DISTANCE CIRCULARITY=(64.5;76.5],SCATTER RATIO=(140.5;154.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=bus}" 0.0289093298291721 0.956521739130435 0.0302233902759527 3.71384205856256 22 4 0.8 4 0.979166666666667
"9441" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],MAX.LENGTH RECTANGULARITY=(147.5;170.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=bus}" 0.026281208935611 0.952380952380952 0.0275952693823916 3.6977648202138 20 3 1 1 0.979214780600462
"21450" "{COMPACTNESS=(87.5;98.5],DISTANCE CIRCULARITY=[-Inf;64.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=van}" 0.0249671484888305 0.95 0.026281208935611 4.03882681564246 19 4 0.666666666666667 2 0.977064220183486
"35265" "{SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0249671484888305 0.95 0.026281208935611 4.03882681564246 19 4 0.75 3 0.975
"23637" "{COMPACTNESS=(87.5;98.5],MAX.LENGTH ASPECT RATIO=(7.5;8.5],SCATTER RATIO=[-Inf;140.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=van}" 0.0223390275952694 0.944444444444444 0.0236530880420499 4.01520794537554 17 4 0.666666666666667 2 0.972911963882618
"21462" "{DISTANCE CIRCULARITY=[-Inf;64.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5],HOLLOWS RATIO=(191.5; Inf]} => {Class=van}" 0.0210249671484888 0.941176470588235 0.0223390275952694 4.00131449227736 16 4 0.5 1 0.970786516853933
"14753" "{CIRCULARITY=(54.5; Inf],PR.AXIS ASPECT RATIO=(52.5;68.5],MAX.LENGTH RECTANGULARITY=(170.5; Inf],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=opel}" 0.0197109067017083 0.9375 0.0210249671484888 3.73527486910995 15 4 0.833333333333333 5 0.968957871396896
"2036" "{COMPACTNESS=[-Inf;81.5],PR.AXIS ASPECT RATIO=(52.5;68.5],MAX.LENGTH RECTANGULARITY=[-Inf;135.5]} => {Class=opel}" 0.0183968462549277 0.933333333333333 0.0197109067017083 3.71867364746946 14 3 0.5 1 0.966887417218543
"21448" "{COMPACTNESS=(87.5;98.5],DISTANCE CIRCULARITY=[-Inf;64.5],SCATTER RATIO=[-Inf;140.5],HOLLOWS RATIO=(191.5; Inf]} => {Class=van}" 0.0183968462549277 0.933333333333333 0.0197109067017083 3.96797020484171 14 4 0.5 1 0.964835164835165
"32570" "{SCATTER RATIO=(199.5;222.5],MAX.LENGTH RECTANGULARITY=(147.5;170.5],SKEWNESS ABOUT_MINOR=(11.5; Inf],KURTOSIS ABOUT_MAJOR=(19.5; Inf]} => {Class=saab}" 0.0183968462549277 0.933333333333333 0.0197109067017083 3.64239316239316 14 4 1 1 0.964912280701754
"38873" "{CIRCULARITY=(40.5;47.5],DISTANCE CIRCULARITY=(76.5;92.5],ELONGATEDNESS=(41.5;44.5],SCALED VARIANCE_MAJOR=(165.5;180.5]} => {Class=van}" 0.0525624178712221 0.930232558139535 0.0565045992115637 3.95478757957646 40 4 0.333333333333333 1 0.96078431372549
"35291" "{COMPACTNESS=(87.5;98.5],SCATTER RATIO=[-Inf;140.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.0170827858081472 0.928571428571429 0.0183968462549277 3.94772545889864 13 4 0.5 1 0.958785249457701
"27915" "{COMPACTNESS=(98.5; Inf],CIRCULARITY=(50.5;54.5],SKEWNESS ABOUT_MINOR=(11.5; Inf],KURTOSIS ABOUT_MAJOR=(19.5; Inf]} => {Class=saab}" 0.0157687253613666 0.923076923076923 0.0170827858081472 3.60236686390533 12 4 1 2 0.958963282937365
"29288" "{CIRCULARITY=(40.5;47.5],DISTANCE CIRCULARITY=(76.5;92.5],ELONGATEDNESS=(44.5;46.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=van}" 0.0157687253613666 0.923076923076923 0.0170827858081472 3.92436613665664 12 4 0.5 1 0.956989247311828
"14632" "{CIRCULARITY=(54.5; Inf],PR.AXIS ASPECT RATIO=(52.5;68.5],ELONGATEDNESS=(29.5;32.5],MAX.LENGTH RECTANGULARITY=(170.5; Inf]} => {Class=opel}" 0.0302233902759527 0.92 0.0328515111695138 3.6655497382199 23 4 0.75 3 0.955223880597015
"6168" "{COMPACTNESS=(87.5;98.5],PR.AXIS ASPECT RATIO=(52.5;68.5],ELONGATEDNESS=(29.5;32.5]} => {Class=opel}" 0.0144546649145861 0.916666666666667 0.0157687253613666 3.6522687609075 11 3 0.833333333333333 5 0.953684210526316
"6617" "{COMPACTNESS=(87.5;98.5],PR.AXIS ASPECT RATIO=(52.5;68.5],SCATTER RATIO=(199.5;222.5]} => {Class=opel}" 0.0144546649145861 0.916666666666667 0.0157687253613666 3.6522687609075 11 3 1 2 0.953878406708595
"35271" "{SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0420499342969777 0.914285714285714 0.0459921156373193 3.88699122106943 32 4 0.5 1 0.951983298538622
"14882" "{COMPACTNESS=(98.5; Inf],CIRCULARITY=(54.5; Inf],PR.AXIS ASPECT RATIO=(52.5;68.5],ELONGATEDNESS=(29.5;32.5]} => {Class=opel}" 0.026281208935611 0.909090909090909 0.0289093298291721 3.62208472156116 20 4 1 2 0.952182952182952
"243" "{COMPACTNESS=(87.5;98.5],MAX.LENGTH RECTANGULARITY=(170.5; Inf]} => {Class=opel}" 0.0131406044678055 0.909090909090909 0.0144546649145861 3.62208472156116 10 2 0.5 1 0.950310559006211
"17580" "{MAX.LENGTH ASPECT RATIO=(8.5;16],SCALED VARIANCE_MAJOR=(180.5;194.5],SCALED VARIANCE_MINOR=(389.5;581.5],SKEWNESS ABOUT_MAJOR=[-Inf;64.5]} => {Class=saab}" 0.011826544021025 0.9 0.0131406044678055 3.51230769230769 9 4 0.5 1 0.948453608247423
"38212" "{SCATTER RATIO=(199.5;222.5],SCALED RADIUS OF GYRATION=(170.5;192.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=opel}" 0.011826544021025 0.9 0.0131406044678055 3.58586387434555 9 4 0.9 9 0.947474747474747
"3216" "{MAX.LENGTH ASPECT RATIO=(8.5;16],PR.AXIS RECTANGULARITY=(19.5;20.5],SKEWNESS ABOUT_MAJOR=[-Inf;64.5]} => {Class=saab}" 0.0105124835742444 0.888888888888889 0.011826544021025 3.46894586894587 8 3 0.75 3 0.945891783567134
"6615" "{COMPACTNESS=(87.5;98.5],SCATTER RATIO=(199.5;222.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=opel}" 0.0105124835742444 0.888888888888889 0.011826544021025 3.54159394997091 8 3 1 1 0.946
"17761" "{COMPACTNESS=(87.5;98.5],MAX.LENGTH ASPECT RATIO=(8.5;16],SCALED VARIANCE_MAJOR=(180.5;194.5],SCALED VARIANCE_MINOR=(389.5;581.5]} => {Class=saab}" 0.0105124835742444 0.888888888888889 0.011826544021025 3.46894586894587 8 4 1 1 0.946107784431138
"43980" "{MAX.LENGTH RECTANGULARITY=[-Inf;135.5],SCALED VARIANCE_MINOR=(298.5;350.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5],HOLLOWS RATIO=[-Inf;191.5]} => {Class=saab}" 0.0105124835742444 0.888888888888889 0.011826544021025 3.46894586894587 8 4 0.875 7 0.944990176817289
"27888" "{COMPACTNESS=(98.5; Inf],CIRCULARITY=(50.5;54.5],SCALED VARIANCE_MINOR=(581.5;721.5],SKEWNESS ABOUT_MINOR=(11.5; Inf]} => {Class=saab}" 0.0302233902759527 0.884615384615385 0.0341655716162943 3.45226824457594 23 4 0.666666666666667 2 0.943359375
"33143" "{COMPACTNESS=(98.5; Inf],MAX.LENGTH RECTANGULARITY=(147.5;170.5],SCALED RADIUS OF GYRATION=(192.5;251.5],SKEWNESS ABOUT_MINOR=(11.5; Inf]} => {Class=saab}" 0.0302233902759527 0.884615384615385 0.0341655716162943 3.45226824457594 23 4 0.5 1 0.941634241245136
"27944" "{COMPACTNESS=(98.5; Inf],CIRCULARITY=(50.5;54.5],RADIUS RATIO=(167.5;234.5],SKEWNESS ABOUT_MINOR=(11.5; Inf]} => {Class=saab}" 0.0328515111695138 0.862068965517241 0.038107752956636 3.36427939876216 25 4 1 1 0.941747572815534
"14630" "{CIRCULARITY=(54.5; Inf],ELONGATEDNESS=(29.5;32.5],MAX.LENGTH RECTANGULARITY=(170.5; Inf],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=opel}" 0.0315374507227332 0.857142857142857 0.0367936925098555 3.41510845175767 24 4 0.625 5 0.936902485659656
"30055" "{SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf],KURTOSIS ABOUT_MAJOR=[-Inf;19.5],KURTOSIS ABOUT_MINOR=(181.5;185.5]} => {Class=van}" 0.0157687253613666 0.857142857142857 0.0183968462549277 3.64405426975259 12 4 0.333333333333333 1 0.933460076045627
