"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"25645" "{COMPACTNESS=(103.5; Inf],SCALED RADIUS OF GYRATION=(192.5;241.5],SKEWNESS ABOUT_MINOR=(11.5; Inf],KURTOSIS ABOUT_MAJOR=(17.5; Inf]} => {Class=saab}" 0.0183968462549277 1 0.0183968462549277 3.9025641025641 14 4 1 1 1
"31936" "{DISTANCE CIRCULARITY=(59.5;76.5],ELONGATEDNESS=(41.5;44.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],HOLLOWS RATIO=[-Inf;191.5]} => {Class=bus}" 0.0183968462549277 1 0.0183968462549277 3.88265306122449 14 4 1 5 1
"35885" "{PR.AXIS ASPECT RATIO=(52.5;68.5],PR.AXIS RECTANGULARITY=[-Inf;18.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],KURTOSIS ABOUT_MINOR=(184.5;191.5]} => {Class=van}" 0.0183968462549277 1 0.0183968462549277 4.25139664804469 14 4 1 1 1
"24259" "{CIRCULARITY=[-Inf;40.5],MAX.LENGTH ASPECT RATIO=(7.5;8.5],ELONGATEDNESS=(46.5; Inf],HOLLOWS RATIO=(191.5; Inf]} => {Class=van}" 0.0170827858081472 1 0.0170827858081472 4.25139664804469 13 4 1 2 1
"5805" "{CIRCULARITY=(40.5;49.5],SCATTER RATIO=[-Inf;140.5],KURTOSIS ABOUT_MINOR=(184.5;191.5]} => {Class=van}" 0.0157687253613666 1 0.0157687253613666 4.25139664804469 12 3 1 1 1
"48116" "{CIRCULARITY=(40.5;49.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCALED VARIANCE_MAJOR=(180.5;242],SCALED RADIUS OF GYRATION=[-Inf;169.5]} => {Class=bus}" 0.0144546649145861 1 0.0144546649145861 3.88265306122449 11 4 1 2 1
"4129" "{MAX.LENGTH ASPECT RATIO=(7.5;8.5],PR.AXIS RECTANGULARITY=[-Inf;18.5],KURTOSIS ABOUT_MINOR=(184.5;191.5]} => {Class=van}" 0.0131406044678055 1 0.0131406044678055 4.25139664804469 10 3 1 1 1
"22017" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],PR.AXIS RECTANGULARITY=(18.5;19.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],SCALED VARIANCE_MINOR=(350.5;393.5]} => {Class=bus}" 0.0131406044678055 1 0.0131406044678055 3.88265306122449 10 4 1 3 1
"24102" "{COMPACTNESS=(87.5;98.5],MAX.LENGTH ASPECT RATIO=(7.5;8.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MAJOR=(64.5;76.5]} => {Class=van}" 0.0131406044678055 1 0.0131406044678055 4.25139664804469 10 4 1 2 1
"27455" "{COMPACTNESS=[-Inf;87.5],CIRCULARITY=(40.5;49.5],ELONGATEDNESS=(44.5;46.5],SCALED RADIUS OF GYRATION=[-Inf;169.5]} => {Class=bus}" 0.0131406044678055 1 0.0131406044678055 3.88265306122449 10 4 1 5 1
"32932" "{COMPACTNESS=[-Inf;87.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0131406044678055 1 0.0131406044678055 4.25139664804469 10 4 1 4 1
"47319" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],PR.AXIS RECTANGULARITY=(20.5;25.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=bus}" 0.0131406044678055 1 0.0131406044678055 3.88265306122449 10 4 1 2 1
"13763" "{COMPACTNESS=(98.5;103.5],CIRCULARITY=(54.5; Inf],PR.AXIS ASPECT RATIO=(52.5;68.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=opel}" 0.011826544021025 1 0.011826544021025 3.98429319371728 9 4 1 2 1
"35787" "{PR.AXIS ASPECT RATIO=(52.5;68.5],PR.AXIS RECTANGULARITY=[-Inf;18.5],SCALED VARIANCE_MAJOR=(165.5;180.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=van}" 0.011826544021025 1 0.011826544021025 4.25139664804469 9 4 1 1 1
"43797" "{COMPACTNESS=[-Inf;87.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCALED RADIUS OF GYRATION=(169.5;192.5],KURTOSIS ABOUT_MINOR=(184.5;191.5]} => {Class=bus}" 0.011826544021025 1 0.011826544021025 3.88265306122449 9 4 1 3 1
"16827" "{SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MAJOR=(76.5; Inf],SKEWNESS ABOUT_MINOR=[-Inf;11.5],KURTOSIS ABOUT_MINOR=(181.5;184.5]} => {Class=van}" 0.0105124835742444 1 0.0105124835742444 4.25139664804469 8 4 1 1 1
"36915" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCATTER RATIO=(140.5;154.5],PR.AXIS RECTANGULARITY=(18.5;19.5],SCALED VARIANCE_MAJOR=[-Inf;165.5]} => {Class=saab}" 0.0105124835742444 1 0.0105124835742444 3.9025641025641 8 4 1 8 1
"46156" "{DISTANCE CIRCULARITY=(59.5;76.5],SCALED RADIUS OF GYRATION=(169.5;192.5],SKEWNESS ABOUT_MAJOR=(64.5;76.5],HOLLOWS RATIO=[-Inf;191.5]} => {Class=bus}" 0.0105124835742444 1 0.0105124835742444 3.88265306122449 8 4 1 2 1
"27582" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],ELONGATEDNESS=(44.5;46.5],SCALED VARIANCE_MAJOR=(165.5;180.5],SCALED RADIUS OF GYRATION=(169.5;192.5]} => {Class=bus}" 0.0538764783180026 0.976190476190476 0.0551905387647832 3.79020894071915 41 4 0.5 1 0.99738219895288
"43970" "{COMPACTNESS=[-Inf;87.5],CIRCULARITY=(40.5;49.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCALED VARIANCE_MAJOR=(165.5;180.5]} => {Class=bus}" 0.0840998685939553 0.96969696969697 0.0867279894875164 3.76499690785405 64 4 0.6 3 0.992248062015504
"47443" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCATTER RATIO=(163.5;230.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=bus}" 0.0367936925098555 0.96551724137931 0.038107752956636 3.7487684729064 28 4 0.5 1 0.989717223650386
"33151" "{DISTANCE CIRCULARITY=(59.5;76.5],SCATTER RATIO=[-Inf;140.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],SKEWNESS ABOUT_MAJOR=(64.5;76.5]} => {Class=van}" 0.0354796320630749 0.964285714285714 0.0367936925098555 4.09956105347167 27 4 0.75 3 0.987277353689567
"33252" "{CIRCULARITY=(40.5;49.5],DISTANCE CIRCULARITY=(59.5;76.5],SCATTER RATIO=[-Inf;140.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=van}" 0.0354796320630749 0.964285714285714 0.0367936925098555 4.09956105347167 27 4 1 3 0.987373737373737
"46693" "{CIRCULARITY=(40.5;49.5],DISTANCE CIRCULARITY=(59.5;76.5],PR.AXIS RECTANGULARITY=(18.5;19.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=bus}" 0.136662286465177 0.962962962962963 0.1419185282523 3.73885109599395 104 4 0.666666666666667 4 0.982587064676617
"27855" "{CIRCULARITY=(40.5;49.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],ELONGATEDNESS=(44.5;46.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=bus}" 0.0683311432325887 0.962962962962963 0.0709592641261498 3.73885109599395 52 4 0.5 1 0.98019801980198
"25469" "{COMPACTNESS=(103.5; Inf],CIRCULARITY=(49.5;54.5],SCALED VARIANCE_MINOR=(393.5;721.5],SKEWNESS ABOUT_MINOR=(11.5; Inf]} => {Class=saab}" 0.0341655716162943 0.962962962962963 0.0354796320630749 3.75802469135802 26 4 0.923076923076923 12 0.97841726618705
"25648" "{COMPACTNESS=(103.5; Inf],SCALED VARIANCE_MINOR=(393.5;721.5],SCALED RADIUS OF GYRATION=(192.5;241.5],SKEWNESS ABOUT_MINOR=(11.5; Inf]} => {Class=saab}" 0.0341655716162943 0.962962962962963 0.0354796320630749 3.75802469135802 26 4 0.666666666666667 2 0.976190476190476
"27778" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],ELONGATEDNESS=(44.5;46.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=bus}" 0.0670170827858081 0.962264150943396 0.0696452036793692 3.73613785136696 51 4 1 1 0.97624703087886
"1664" "{CIRCULARITY=(54.5; Inf],PR.AXIS RECTANGULARITY=(20.5;25.5],MAX.LENGTH RECTANGULARITY=(174.5; Inf]} => {Class=opel}" 0.0315374507227332 0.96 0.0328515111695138 3.82492146596859 24 3 0.5 1 0.973995271867612
"27764" "{DISTANCE CIRCULARITY=(59.5;76.5],ELONGATEDNESS=(44.5;46.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=bus}" 0.0932982917214192 0.959459459459459 0.0972404730617608 3.72524820739106 71 4 1 1 0.974056603773585
"43053" "{DISTANCE CIRCULARITY=(59.5;76.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],SCALED VARIANCE_MINOR=(298.5;350.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=bus}" 0.123521681997372 0.959183673469388 0.128777923784494 3.72417742607247 94 4 0.666666666666667 2 0.971896955503513
"33000" "{COMPACTNESS=(87.5;98.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5],HOLLOWS RATIO=[-Inf;191.5]} => {Class=van}" 0.0275952693823916 0.954545454545455 0.0289093298291721 4.05815134586084 21 4 0.666666666666667 2 0.969767441860465
"33224" "{COMPACTNESS=(87.5;98.5],DISTANCE CIRCULARITY=(59.5;76.5],SCATTER RATIO=[-Inf;140.5],KURTOSIS ABOUT_MINOR=(184.5;191.5]} => {Class=van}" 0.026281208935611 0.952380952380952 0.0275952693823916 4.04894918861399 20 4 0.5 1 0.967592592592593
"24307" "{COMPACTNESS=(87.5;98.5],MAX.LENGTH ASPECT RATIO=(7.5;8.5],ELONGATEDNESS=(46.5; Inf],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=van}" 0.0249671484888305 0.95 0.026281208935611 4.03882681564246 19 4 0.5 1 0.965437788018433
"31201" "{COMPACTNESS=(87.5;98.5],CIRCULARITY=(40.5;49.5],DISTANCE CIRCULARITY=(76.5;91.5],ELONGATEDNESS=(41.5;44.5]} => {Class=van}" 0.0683311432325887 0.945454545454545 0.0722733245729304 4.01950228542407 52 4 0.25 1 0.958904109589041
"33135" "{SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MAJOR=(64.5;76.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0223390275952694 0.944444444444444 0.0236530880420499 4.01520794537554 17 4 0.5 1 0.956818181818182
"13702" "{COMPACTNESS=(98.5;103.5],CIRCULARITY=(54.5; Inf],PR.AXIS ASPECT RATIO=(52.5;68.5],PR.AXIS RECTANGULARITY=(20.5;25.5]} => {Class=opel}" 0.0197109067017083 0.9375 0.0210249671484888 3.73527486910995 15 4 1 1 0.956916099773243
"39775" "{CIRCULARITY=(40.5;49.5],DISTANCE CIRCULARITY=(76.5;91.5],SCALED VARIANCE_MAJOR=(165.5;180.5],HOLLOWS RATIO=(191.5; Inf]} => {Class=van}" 0.0735873850197109 0.933333333333333 0.0788436268068331 3.96797020484171 56 4 0.5 1 0.954853273137698
"46711" "{DISTANCE CIRCULARITY=(59.5;76.5],PR.AXIS RECTANGULARITY=(18.5;19.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=bus}" 0.144546649145861 0.932203389830508 0.155059132720105 3.61942234520927 110 4 0.571428571428571 4 0.948888888888889
"158" "{PR.AXIS RECTANGULARITY=(20.5;25.5],MAX.LENGTH RECTANGULARITY=(174.5; Inf]} => {Class=opel}" 0.0328515111695138 0.925925925925926 0.0354796320630749 3.68916036455304 25 2 0.5 1 0.946902654867257
"46564" "{DISTANCE CIRCULARITY=(59.5;76.5],PR.AXIS RECTANGULARITY=(18.5;19.5],SKEWNESS ABOUT_MAJOR=(64.5;76.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=bus}" 0.0328515111695138 0.925925925925926 0.0354796320630749 3.59504913076342 25 4 0.5 2 0.942982456140351
"2059" "{COMPACTNESS=(98.5;103.5],CIRCULARITY=(54.5; Inf],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=opel}" 0.0157687253613666 0.923076923076923 0.0170827858081472 3.67780910189287 12 3 0.666666666666667 2 0.941176470588235
"5733" "{COMPACTNESS=[-Inf;87.5],SCATTER RATIO=[-Inf;140.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0144546649145861 0.916666666666667 0.0157687253613666 3.89711359404097 11 3 0.5 1 0.939262472885033
"33442" "{SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MAJOR=(64.5;76.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5],HOLLOWS RATIO=(191.5; Inf]} => {Class=van}" 0.038107752956636 0.90625 0.0420499342969777 3.8528282122905 29 4 0.5 1 0.937365010799136
"25950" "{COMPACTNESS=(103.5; Inf],MAX.LENGTH ASPECT RATIO=(8.5;16],MAX.LENGTH RECTANGULARITY=(147.5;161.5],KURTOSIS ABOUT_MINOR=(184.5;191.5]} => {Class=saab}" 0.011826544021025 0.9 0.0131406044678055 3.51230769230769 9 4 0.833333333333333 5 0.936034115138593
"33258" "{COMPACTNESS=(87.5;98.5],DISTANCE CIRCULARITY=(59.5;76.5],SCATTER RATIO=[-Inf;140.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=van}" 0.0565045992115637 0.895833333333333 0.0630749014454665 3.80854283054004 43 4 0.2 1 0.928270042194093
"27894" "{CIRCULARITY=(49.5;54.5],RADIUS RATIO=(175.5;236],MAX.LENGTH RECTANGULARITY=(161.5;174.5],SKEWNESS ABOUT_MINOR=(11.5; Inf]} => {Class=saab}" 0.0328515111695138 0.892857142857143 0.0367936925098555 3.48443223443223 25 4 0.5 1 0.926470588235294
"4375" "{COMPACTNESS=(103.5; Inf],SKEWNESS ABOUT_MINOR=(11.5; Inf],KURTOSIS ABOUT_MAJOR=(17.5; Inf]} => {Class=saab}" 0.0210249671484888 0.888888888888889 0.0236530880420499 3.46894586894587 16 3 0.333333333333333 1 0.922755741127349
"2028" "{COMPACTNESS=(87.5;98.5],DISTANCE CIRCULARITY=[-Inf;59.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=van}" 0.0105124835742444 0.888888888888889 0.011826544021025 3.77901924270639 8 3 1 2 0.923076923076923
"2868" "{MAX.LENGTH ASPECT RATIO=(8.5;16],PR.AXIS RECTANGULARITY=(19.5;20.5],SKEWNESS ABOUT_MAJOR=[-Inf;64.5]} => {Class=saab}" 0.0105124835742444 0.888888888888889 0.011826544021025 3.46894586894587 8 3 0.888888888888889 8 0.922448979591837
"18533" "{DISTANCE CIRCULARITY=(76.5;91.5],MAX.LENGTH ASPECT RATIO=(8.5;16],SCALED VARIANCE_MINOR=(393.5;721.5],SKEWNESS ABOUT_MAJOR=[-Inf;64.5]} => {Class=saab}" 0.0105124835742444 0.888888888888889 0.011826544021025 3.46894586894587 8 4 0.75 3 0.921052631578947
"19442" "{COMPACTNESS=(98.5;103.5],DISTANCE CIRCULARITY=(91.5; Inf],SCALED RADIUS OF GYRATION=(169.5;192.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=opel}" 0.0105124835742444 0.888888888888889 0.011826544021025 3.54159394997091 8 4 0.888888888888889 8 0.920477137176938
"21664" "{RADIUS RATIO=[-Inf;175.5],MAX.LENGTH RECTANGULARITY=[-Inf;135.5],SCALED VARIANCE_MINOR=(350.5;393.5],HOLLOWS RATIO=(191.5; Inf]} => {Class=saab}" 0.0105124835742444 0.888888888888889 0.011826544021025 3.46894586894587 8 4 0.857142857142857 6 0.919607843137255
"27891" "{CIRCULARITY=(49.5;54.5],MAX.LENGTH RECTANGULARITY=(161.5;174.5],SCALED VARIANCE_MINOR=(393.5;721.5],SKEWNESS ABOUT_MINOR=(11.5; Inf]} => {Class=saab}" 0.0341655716162943 0.866666666666667 0.0394218134034166 3.38222222222222 26 4 0.333333333333333 1 0.916179337231969
"25516" "{COMPACTNESS=(103.5; Inf],CIRCULARITY=(49.5;54.5],MAX.LENGTH ASPECT RATIO=(8.5;16],KURTOSIS ABOUT_MAJOR=(17.5; Inf]} => {Class=saab}" 0.0315374507227332 0.857142857142857 0.0367936925098555 3.34505494505494 24 4 0.714285714285714 10 0.910815939278937
"25487" "{COMPACTNESS=(103.5; Inf],CIRCULARITY=(49.5;54.5],RADIUS RATIO=(175.5;236],MAX.LENGTH RECTANGULARITY=(161.5;174.5]} => {Class=saab}" 0.0578186596583443 0.846153846153846 0.0683311432325887 3.30216962524655 44 4 0.785714285714286 11 0.907578558225508
"14095" "{CIRCULARITY=(54.5; Inf],PR.AXIS ASPECT RATIO=(52.5;68.5],PR.AXIS RECTANGULARITY=(20.5;25.5],KURTOSIS ABOUT_MAJOR=(17.5; Inf]} => {Class=opel}" 0.0144546649145861 0.846153846153846 0.0170827858081472 3.37132501006847 11 4 0.8 4 0.906593406593407
