"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"8202" "{CIRCULARITY=(40.5;49.5],RADIUS RATIO=[-Inf;170.5],MAX.LENGTH ASPECT RATIO=(8.5;16]} => {Class=van}" 0.089238845144357 1 0.089238845144357 4.25698324022346 68 3 1 68 1
"30376" "{DISTANCE CIRCULARITY=(64.5;76.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],ELONGATEDNESS=(44.5;46.5],SCALED RADIUS OF GYRATION=(170.5;192.5]} => {Class=bus}" 0.0459317585301837 1 0.0459317585301837 3.88775510204082 35 4 1 3 1
"658" "{COMPACTNESS=(98.5;106.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5]} => {Class=bus}" 0.041994750656168 1 0.041994750656168 3.88775510204082 32 2 1 24 1
"218" "{COMPACTNESS=[-Inf;82.5],CIRCULARITY=(40.5;49.5]} => {Class=bus}" 0.036745406824147 1 0.036745406824147 3.88775510204082 28 2 1 4 1
"3884" "{COMPACTNESS=(87.5;98.5],SCATTER RATIO=(154.5;163.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf]} => {Class=van}" 0.036745406824147 1 0.036745406824147 4.25698324022346 28 3 1 1 1
"34888" "{COMPACTNESS=(82.5;87.5],DISTANCE CIRCULARITY=(64.5;76.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCALED RADIUS OF GYRATION=(170.5;192.5]} => {Class=bus}" 0.036745406824147 1 0.036745406824147 3.88775510204082 28 4 1 2 1
"852" "{DISTANCE CIRCULARITY=(92.5; Inf],HOLLOWS RATIO=[-Inf;191.5]} => {Class=bus}" 0.0354330708661417 1 0.0354330708661417 3.88775510204082 27 2 1 14 1
"3182" "{DISTANCE CIRCULARITY=(64.5;76.5],RADIUS RATIO=(170.5;209.5],PR.AXIS ASPECT RATIO=(68.5;86.5]} => {Class=bus}" 0.0341207349081365 1 0.0341207349081365 3.88775510204082 26 3 1 1 1
"857" "{RADIUS RATIO=(170.5;209.5],HOLLOWS RATIO=[-Inf;191.5]} => {Class=bus}" 0.0328083989501312 1 0.0328083989501312 3.88775510204082 25 2 1 1 1
"36933" "{COMPACTNESS=(87.5;98.5],SCATTER RATIO=[-Inf;140.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],HOLLOWS RATIO=[-Inf;191.5]} => {Class=van}" 0.0288713910761155 1 0.0288713910761155 4.25698324022346 22 4 1 18 1
"36996" "{CIRCULARITY=[-Inf;40.5],SCATTER RATIO=[-Inf;140.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=van}" 0.0288713910761155 1 0.0288713910761155 4.25698324022346 22 4 1 12 1
"3579" "{DISTANCE CIRCULARITY=[-Inf;64.5],SCATTER RATIO=[-Inf;140.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5]} => {Class=van}" 0.0275590551181102 1 0.0275590551181102 4.25698324022346 21 3 1 6 1
"37" "{DISTANCE CIRCULARITY=(92.5; Inf],SCALED VARIANCE_MINOR=(721.5;761.5]} => {Class=opel}" 0.0249343832020997 1 0.0249343832020997 3.98952879581152 19 2 1 19 1
"8151" "{RADIUS RATIO=[-Inf;170.5],MAX.LENGTH ASPECT RATIO=(8.5;16],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0249343832020997 1 0.0249343832020997 4.25698324022346 19 3 1 4 1
"24935" "{COMPACTNESS=(87.5;98.5],MAX.LENGTH ASPECT RATIO=(7.5;8.5],SCATTER RATIO=[-Inf;140.5],SCALED VARIANCE_MAJOR=[-Inf;163.5]} => {Class=van}" 0.0249343832020997 1 0.0249343832020997 4.25698324022346 19 4 1 7 1
"42394" "{CIRCULARITY=(40.5;49.5],MAX.LENGTH RECTANGULARITY=(147.5;160.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf],HOLLOWS RATIO=(191.5; Inf]} => {Class=van}" 0.0249343832020997 1 0.0249343832020997 4.25698324022346 19 4 1 1 1
"9222" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],PR.AXIS RECTANGULARITY=(20.5;25.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf]} => {Class=bus}" 0.0223097112860892 1 0.0223097112860892 3.88775510204082 17 3 1 1 1
"24938" "{MAX.LENGTH ASPECT RATIO=(7.5;8.5],SCATTER RATIO=[-Inf;140.5],SCALED VARIANCE_MAJOR=[-Inf;163.5],HOLLOWS RATIO=(191.5; Inf]} => {Class=van}" 0.020997375328084 1 0.020997375328084 4.25698324022346 16 4 1 1 1
"162" "{PR.AXIS ASPECT RATIO=[-Inf;52.5],SCATTER RATIO=[-Inf;140.5]} => {Class=van}" 0.0196850393700787 1 0.0196850393700787 4.25698324022346 15 2 1 2 1
"2556" "{COMPACTNESS=(106.5; Inf],CIRCULARITY=(49.5;54.5],KURTOSIS ABOUT_MAJOR=(19.5; Inf]} => {Class=saab}" 0.0196850393700787 1 0.0196850393700787 3.88775510204082 15 3 1 15 1
"8934" "{DISTANCE CIRCULARITY=(64.5;76.5],RADIUS RATIO=(170.5;209.5],SCALED RADIUS OF GYRATION=(170.5;192.5]} => {Class=bus}" 0.0196850393700787 1 0.0196850393700787 3.88775510204082 15 3 1 2 1
"16961" "{COMPACTNESS=(106.5; Inf],PR.AXIS RECTANGULARITY=(20.5;25.5],SCALED RADIUS OF GYRATION=(192.5;241.5],KURTOSIS ABOUT_MAJOR=(19.5; Inf]} => {Class=saab}" 0.0196850393700787 1 0.0196850393700787 3.88775510204082 15 4 1 1 1
"25085" "{COMPACTNESS=(87.5;98.5],CIRCULARITY=[-Inf;40.5],MAX.LENGTH ASPECT RATIO=(7.5;8.5],SCATTER RATIO=[-Inf;140.5]} => {Class=van}" 0.0196850393700787 1 0.0196850393700787 4.25698324022346 15 4 1 1 1
"38833" "{RADIUS RATIO=(170.5;209.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],ELONGATEDNESS=(41.5;44.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=bus}" 0.0196850393700787 1 0.0196850393700787 3.88775510204082 15 4 1 2 1
"6436" "{SCATTER RATIO=[-Inf;140.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.0183727034120735 1 0.0183727034120735 4.25698324022346 14 3 1 1 1
"45120" "{RADIUS RATIO=(170.5;209.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],MAX.LENGTH RECTANGULARITY=[-Inf;135.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=bus}" 0.0183727034120735 1 0.0183727034120735 3.88775510204082 14 4 1 2 1
"49848" "{CIRCULARITY=[-Inf;40.5],SCATTER RATIO=(140.5;154.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=bus}" 0.0183727034120735 1 0.0183727034120735 3.88775510204082 14 4 1 7 1
"5908" "{COMPACTNESS=(82.5;87.5],SCALED VARIANCE_MAJOR=[-Inf;163.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0170603674540682 1 0.0170603674540682 4.25698324022346 13 3 1 6 1
"25323" "{CIRCULARITY=[-Inf;40.5],MAX.LENGTH ASPECT RATIO=(7.5;8.5],PR.AXIS RECTANGULARITY=[-Inf;18.5],HOLLOWS RATIO=(191.5; Inf]} => {Class=van}" 0.0170603674540682 1 0.0170603674540682 4.25698324022346 13 4 1 1 1
"41745" "{PR.AXIS ASPECT RATIO=(52.5;68.5],PR.AXIS RECTANGULARITY=[-Inf;18.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.0170603674540682 1 0.0170603674540682 4.25698324022346 13 4 1 1 1
"7418" "{MAX.LENGTH RECTANGULARITY=(147.5;160.5],SCALED VARIANCE_MINOR=(298.5;347.5],HOLLOWS RATIO=(191.5; Inf]} => {Class=van}" 0.015748031496063 1 0.015748031496063 4.25698324022346 12 3 1 3 1
"13428" "{COMPACTNESS=(98.5;106.5],RADIUS RATIO=(170.5;209.5],MAX.LENGTH RECTANGULARITY=(172.5; Inf],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=opel}" 0.015748031496063 1 0.015748031496063 3.98952879581152 12 4 1 6 1
"16045" "{CIRCULARITY=(54.5; Inf],RADIUS RATIO=(170.5;209.5],PR.AXIS RECTANGULARITY=(20.5;25.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=opel}" 0.015748031496063 1 0.015748031496063 3.98952879581152 12 4 1 1 1
"34232" "{COMPACTNESS=(82.5;87.5],CIRCULARITY=(40.5;49.5],DISTANCE CIRCULARITY=(64.5;76.5],ELONGATEDNESS=(41.5;44.5]} => {Class=bus}" 0.015748031496063 1 0.015748031496063 3.88775510204082 12 4 1 1 1
"28143" "{PR.AXIS RECTANGULARITY=(18.5;19.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],SCALED VARIANCE_MINOR=(347.5;389.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=bus}" 0.0144356955380577 1 0.0144356955380577 3.88775510204082 11 4 1 1 1
"30883" "{COMPACTNESS=(98.5;106.5],MAX.LENGTH RECTANGULARITY=(160.5;172.5],SCALED VARIANCE_MINOR=(389.5;721.5],SKEWNESS ABOUT_MINOR=(11.5; Inf]} => {Class=saab}" 0.0144356955380577 1 0.0144356955380577 3.88775510204082 11 4 1 11 1
"41895" "{CIRCULARITY=(40.5;49.5],PR.AXIS ASPECT RATIO=(52.5;68.5],PR.AXIS RECTANGULARITY=[-Inf;18.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.0144356955380577 1 0.0144356955380577 4.25698324022346 11 4 1 1 1
"16542" "{COMPACTNESS=(106.5; Inf],DISTANCE CIRCULARITY=(92.5; Inf],SKEWNESS ABOUT_MINOR=(11.5; Inf],KURTOSIS ABOUT_MAJOR=(19.5; Inf]} => {Class=saab}" 0.0131233595800525 1 0.0131233595800525 3.88775510204082 10 4 1 1 1
"21871" "{DISTANCE CIRCULARITY=[-Inf;64.5],SCALED VARIANCE_MAJOR=[-Inf;163.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0131233595800525 1 0.0131233595800525 4.25698324022346 10 4 1 1 1
"29833" "{COMPACTNESS=(82.5;87.5],CIRCULARITY=(40.5;49.5],ELONGATEDNESS=(44.5;46.5],SCALED RADIUS OF GYRATION=[-Inf;170.5]} => {Class=bus}" 0.0131233595800525 1 0.0131233595800525 3.88775510204082 10 4 1 3 1
"41211" "{ELONGATEDNESS=(46.5; Inf],SCALED VARIANCE_MAJOR=(163.5;180.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.0118110236220472 1 0.0118110236220472 4.25698324022346 9 4 1 1 1
"8394" "{RADIUS RATIO=[-Inf;170.5],MAX.LENGTH ASPECT RATIO=(8.5;16],SCATTER RATIO=(163.5;230.5]} => {Class=opel}" 0.010498687664042 1 0.010498687664042 3.98952879581152 8 3 1 7 1
"20586" "{RADIUS RATIO=(170.5;209.5],PR.AXIS RECTANGULARITY=(19.5;20.5],SKEWNESS ABOUT_MAJOR=[-Inf;64.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=saab}" 0.010498687664042 1 0.010498687664042 3.88775510204082 8 4 1 8 1
"46816" "{RADIUS RATIO=[-Inf;170.5],ELONGATEDNESS=(29.5;41.5],SCALED RADIUS OF GYRATION=(192.5;241.5],HOLLOWS RATIO=(191.5; Inf]} => {Class=opel}" 0.010498687664042 1 0.010498687664042 3.98952879581152 8 4 1 1 1
"49873" "{CIRCULARITY=(40.5;49.5],DISTANCE CIRCULARITY=(64.5;76.5],SCATTER RATIO=(140.5;154.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf]} => {Class=bus}" 0.0866141732283465 0.985074626865672 0.0879265091863517 3.82972890648797 66 4 0.5 1 0.997590361445783
"30586" "{DISTANCE CIRCULARITY=(64.5;76.5],ELONGATEDNESS=(44.5;46.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=bus}" 0.0813648293963255 0.96875 0.083989501312336 3.76626275510204 62 4 0.666666666666667 2 0.995215311004785
"43825" "{CIRCULARITY=(40.5;49.5],DISTANCE CIRCULARITY=(64.5;76.5],SCALED VARIANCE_MINOR=(298.5;347.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=bus}" 0.111548556430446 0.965909090909091 0.115485564304462 3.75521799628942 85 4 1 3 0.995249406175772
"30834" "{CIRCULARITY=(49.5;54.5],SCALED VARIANCE_MINOR=(389.5;721.5],SKEWNESS ABOUT_MINOR=(11.5; Inf],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=saab}" 0.0288713910761155 0.956521739130435 0.0301837270341207 3.7187222715173 22 4 1 8 0.995337995337995
"36965" "{COMPACTNESS=(87.5;98.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5],HOLLOWS RATIO=[-Inf;191.5]} => {Class=van}" 0.0288713910761155 0.956521739130435 0.0301837270341207 4.07189701238766 22 4 0.666666666666667 2 0.993055555555556
"3564" "{DISTANCE CIRCULARITY=[-Inf;64.5],SCALED VARIANCE_MAJOR=[-Inf;163.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0275590551181102 0.954545454545455 0.0288713910761155 4.06348400203149 21 3 0.75 3 0.990825688073395
"17062" "{COMPACTNESS=(106.5; Inf],RADIUS RATIO=(170.5;209.5],SCALED VARIANCE_MINOR=(389.5;721.5],SCALED RADIUS OF GYRATION=(192.5;241.5]} => {Class=saab}" 0.0249343832020997 0.95 0.026246719160105 3.69336734693878 19 4 0.875 7 0.988738738738739
"30950" "{MAX.LENGTH RECTANGULARITY=(160.5;172.5],SCALED VARIANCE_MINOR=(389.5;721.5],SKEWNESS ABOUT_MINOR=(11.5; Inf],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=saab}" 0.0249343832020997 0.95 0.026246719160105 3.69336734693878 19 4 0.5 1 0.986547085201794
"37205" "{COMPACTNESS=(87.5;98.5],SCATTER RATIO=[-Inf;140.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5]} => {Class=van}" 0.0249343832020997 0.95 0.026246719160105 4.04413407821229 19 4 0.5 1 0.984375
"17082" "{COMPACTNESS=(106.5; Inf],SCALED VARIANCE_MINOR=(389.5;721.5],SCALED RADIUS OF GYRATION=(192.5;241.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=saab}" 0.0236220472440945 0.947368421052632 0.0249343832020997 3.68313641245972 18 4 0.833333333333333 5 0.982378854625551
"37265" "{SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0236220472440945 0.947368421052632 0.0249343832020997 4.03293149073802 18 4 1 1 0.982417582417582
"37315" "{COMPACTNESS=(87.5;98.5],SCATTER RATIO=[-Inf;140.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.0236220472440945 0.947368421052632 0.0249343832020997 4.03293149073802 18 4 0.5 1 0.980306345733042
"17078" "{COMPACTNESS=(106.5; Inf],SCALED VARIANCE_MINOR=(389.5;721.5],SCALED RADIUS OF GYRATION=(192.5;241.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5]} => {Class=saab}" 0.0459317585301837 0.945945945945946 0.0485564304461942 3.67760617760618 35 4 1 1 0.980349344978166
"16673" "{COMPACTNESS=(106.5; Inf],CIRCULARITY=(49.5;54.5],SCALED VARIANCE_MINOR=(389.5;721.5],SCALED RADIUS OF GYRATION=(192.5;241.5]} => {Class=saab}" 0.0393700787401575 0.9375 0.041994750656168 3.64477040816327 30 4 1 1 0.980392156862745
"2420" "{CIRCULARITY=(54.5; Inf],RADIUS RATIO=(170.5;209.5],PR.AXIS RECTANGULARITY=(20.5;25.5]} => {Class=opel}" 0.0196850393700787 0.9375 0.020997375328084 3.7401832460733 15 3 0.5 1 0.978308026030369
"37890" "{CIRCULARITY=(40.5;49.5],DISTANCE CIRCULARITY=(76.5;92.5],ELONGATEDNESS=(41.5;44.5],SCALED VARIANCE_MAJOR=(163.5;180.5]} => {Class=van}" 0.073490813648294 0.933333333333333 0.078740157480315 3.9731843575419 56 4 0.2 1 0.969957081545064
"9408" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],PR.AXIS RECTANGULARITY=(20.5;25.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=bus}" 0.0341207349081365 0.928571428571429 0.036745406824147 3.6100583090379 26 3 0.5 2 0.965957446808511
"17313" "{COMPACTNESS=(106.5; Inf],RADIUS RATIO=(170.5;209.5],SCALED VARIANCE_MINOR=(389.5;721.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5]} => {Class=saab}" 0.031496062992126 0.923076923076923 0.0341207349081365 3.58869701726845 24 4 0.6 3 0.962105263157895
"28608" "{SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf],KURTOSIS ABOUT_MAJOR=[-Inf;19.5],KURTOSIS ABOUT_MINOR=(181.5;185.5]} => {Class=van}" 0.0144356955380577 0.916666666666667 0.015748031496063 3.90223463687151 11 4 0.5 1 0.960167714884696
"30054" "{DISTANCE CIRCULARITY=(76.5;92.5],ELONGATEDNESS=(44.5;46.5],MAX.LENGTH RECTANGULARITY=(135.5;147.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=van}" 0.0144356955380577 0.916666666666667 0.015748031496063 3.90223463687151 11 4 0.5 1 0.958246346555324
"13117" "{COMPACTNESS=(98.5;106.5],CIRCULARITY=(54.5; Inf],MAX.LENGTH RECTANGULARITY=(172.5; Inf],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=opel}" 0.026246719160105 0.909090909090909 0.0288713910761155 3.62684435982865 20 4 0.714285714285714 5 0.954732510288066
"21910" "{DISTANCE CIRCULARITY=[-Inf;64.5],SCALED VARIANCE_MAJOR=[-Inf;163.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5],HOLLOWS RATIO=(191.5; Inf]} => {Class=van}" 0.026246719160105 0.909090909090909 0.0288713910761155 3.86998476383951 20 4 0.5 1 0.952868852459016
"238" "{COMPACTNESS=(87.5;98.5],CIRCULARITY=(54.5; Inf]} => {Class=opel}" 0.0131233595800525 0.909090909090909 0.0144356955380577 3.62684435982865 10 2 0.666666666666667 2 0.95112016293279
"2381" "{CIRCULARITY=(54.5; Inf],PR.AXIS RECTANGULARITY=(20.5;25.5],KURTOSIS ABOUT_MAJOR=(19.5; Inf]} => {Class=opel}" 0.0131233595800525 0.909090909090909 0.0144356955380577 3.62684435982865 10 3 1 1 0.951219512195122
"35387" "{SCATTER RATIO=[-Inf;140.5],SCALED VARIANCE_MAJOR=[-Inf;163.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0485564304461942 0.902439024390244 0.0538057742782152 3.84166780215288 37 4 0.333333333333333 1 0.947474747474747
"18304" "{CIRCULARITY=(40.5;49.5],DISTANCE CIRCULARITY=(92.5; Inf],RADIUS RATIO=(209.5;234.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5]} => {Class=opel}" 0.0118110236220472 0.9 0.0131233595800525 3.59057591623037 9 4 0.9 9 0.946534653465346
"15760" "{COMPACTNESS=(98.5;106.5],CIRCULARITY=(54.5; Inf],PR.AXIS ASPECT RATIO=(52.5;68.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=opel}" 0.0223097112860892 0.894736842105263 0.0249343832020997 3.56957839625241 17 4 1 2 0.946745562130177
"3328" "{MAX.LENGTH ASPECT RATIO=(8.5;16],PR.AXIS RECTANGULARITY=(19.5;20.5],SKEWNESS ABOUT_MAJOR=[-Inf;64.5]} => {Class=saab}" 0.010498687664042 0.888888888888889 0.0118110236220472 3.45578231292517 8 3 0.5 1 0.944990176817289
"14604" "{COMPACTNESS=[-Inf;82.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=opel}" 0.010498687664042 0.888888888888889 0.0118110236220472 3.54624781849913 8 4 0.888888888888889 8 0.944015444015444
"18576" "{RADIUS RATIO=(209.5;234.5],MAX.LENGTH ASPECT RATIO=(8.5;16],SCALED RADIUS OF GYRATION=(192.5;241.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=saab}" 0.010498687664042 0.888888888888889 0.0118110236220472 3.45578231292517 8 4 0.75 3 0.942528735632184
"31870" "{RADIUS RATIO=(170.5;209.5],SCALED VARIANCE_MINOR=(389.5;721.5],SKEWNESS ABOUT_MINOR=(11.5; Inf],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=saab}" 0.0288713910761155 0.88 0.0328083989501312 3.42122448979592 22 4 0.666666666666667 2 0.940952380952381
"2369" "{COMPACTNESS=(98.5;106.5],CIRCULARITY=(54.5; Inf],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=opel}" 0.0328083989501312 0.862068965517241 0.0380577427821522 3.43924896190648 25 3 0.5 2 0.937618147448015
"36945" "{SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5],KURTOSIS ABOUT_MINOR=(185.5;191.5],HOLLOWS RATIO=[-Inf;191.5]} => {Class=van}" 0.015748031496063 0.857142857142857 0.0183727034120735 3.6488427773344 12 4 0.6 3 0.934456928838951
"2135" "{COMPACTNESS=[-Inf;82.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=opel}" 0.0144356955380577 0.846153846153846 0.0170603674540682 3.37575513491744 11 3 0.75 3 0.933085501858736
"21255" "{DISTANCE CIRCULARITY=(76.5;92.5],RADIUS RATIO=(170.5;209.5],SKEWNESS ABOUT_MAJOR=[-Inf;64.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=saab}" 0.0144356955380577 0.846153846153846 0.0170603674540682 3.28963893249608 11 4 0.666666666666667 4 0.930147058823529
"21449" "{RADIUS RATIO=(170.5;209.5],SCALED RADIUS OF GYRATION=[-Inf;170.5],SKEWNESS ABOUT_MAJOR=[-Inf;64.5],KURTOSIS ABOUT_MAJOR=[-Inf;19.5]} => {Class=saab}" 0.0144356955380577 0.846153846153846 0.0170603674540682 3.28963893249608 11 4 0.666666666666667 2 0.928702010968921
"32303" "{CIRCULARITY=(49.5;54.5],DISTANCE CIRCULARITY=(92.5; Inf],MAX.LENGTH ASPECT RATIO=(8.5;16],MAX.LENGTH RECTANGULARITY=(147.5;160.5]} => {Class=saab}" 0.0144356955380577 0.846153846153846 0.0170603674540682 3.28963893249608 11 4 0.75 3 0.927404718693285
"31721" "{DISTANCE CIRCULARITY=(92.5; Inf],RADIUS RATIO=(170.5;209.5],SCALED VARIANCE_MINOR=(389.5;721.5],SKEWNESS ABOUT_MINOR=(11.5; Inf]} => {Class=saab}" 0.0341207349081365 0.838709677419355 0.0406824146981627 3.2606978275181 26 4 0.333333333333333 1 0.924187725631769
"2851" "{CIRCULARITY=(40.5;49.5],DISTANCE CIRCULARITY=(92.5; Inf],RADIUS RATIO=(209.5;234.5]} => {Class=opel}" 0.0131233595800525 0.833333333333333 0.015748031496063 3.32460732984293 10 3 0.5 1 0.922661870503597
"32291" "{CIRCULARITY=(49.5;54.5],MAX.LENGTH ASPECT RATIO=(8.5;16],MAX.LENGTH RECTANGULARITY=(147.5;160.5],SCALED RADIUS OF GYRATION=(192.5;241.5]} => {Class=saab}" 0.0131233595800525 0.833333333333333 0.015748031496063 3.23979591836735 10 4 0.5 1 0.921146953405018
