"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"4342" "{age=(54.5; Inf],maximum_heart_rate_achieved=[-Inf;150.5],exercise_induced_angina=1,slope=[-Inf;1.5]} => {class=present}" 0.0205761316872428 1 0.0205761316872428 2.25 5 4 1 1 1
"4828" "{age=(54.5; Inf],maximum_heart_rate_achieved=(150.5; Inf],exercise_induced_angina=1,number_of_major_vessels=[-Inf;0.5]} => {class=absent}" 0.0205761316872428 1 0.0205761316872428 1.8 5 4 1 1 1
"2299" "{chest=[-Inf;3.5],fasting_blood_sugar=1,maximum_heart_rate_achieved=[-Inf;150.5],thal=[-Inf;4.5]} => {class=absent}" 0.0164609053497942 1 0.0164609053497942 1.8 4 4 1 1 1
"2822" "{oldpeak=(1.7; Inf],slope=[-Inf;1.5],number_of_major_vessels=(0.5; Inf],thal=(4.5; Inf]} => {class=present}" 0.0123456790123457 1 0.0123456790123457 2.25 3 4 1 1 1
"7115" "{age=[-Inf;54.5],chest=[-Inf;3.5],oldpeak=[-Inf;1.7],number_of_major_vessels=[-Inf;0.5]} => {class=absent}" 0.197530864197531 0.979591836734694 0.201646090534979 1.76326530612245 48 4 0.75 3 0.994974874371859
"745" "{sex=0,chest=[-Inf;3.5],thal=[-Inf;4.5]} => {class=absent}" 0.172839506172839 0.976744186046512 0.176954732510288 1.75813953488372 42 3 0.5 1 0.990049751243781
"5159" "{sex=1,chest=(3.5; Inf],fasting_blood_sugar=0,number_of_major_vessels=(0.5; Inf]} => {class=present}" 0.168724279835391 0.976190476190476 0.17283950617284 2.19642857142857 41 4 0.8 4 0.985436893203884
"7313" "{chest=[-Inf;3.5],maximum_heart_rate_achieved=(150.5; Inf],slope=[-Inf;1.5],number_of_major_vessels=[-Inf;0.5]} => {class=absent}" 0.164609053497942 0.975609756097561 0.168724279835391 1.75609756097561 40 4 0.75 3 0.980952380952381
"7802" "{chest=[-Inf;3.5],oldpeak=[-Inf;1.7],number_of_major_vessels=[-Inf;0.5],thal=[-Inf;4.5]} => {class=absent}" 0.234567901234568 0.966101694915254 0.242798353909465 1.73898305084746 57 4 0.5 1 0.976415094339623
"490" "{oldpeak=(1.7; Inf],slope=(1.5; Inf],number_of_major_vessels=(0.5; Inf]} => {class=present}" 0.11522633744856 0.96551724137931 0.119341563786008 2.17241379310345 28 3 0.5 1 0.97196261682243
"4148" "{sex=0,fasting_blood_sugar=0,exercise_induced_angina=0,thal=[-Inf;4.5]} => {class=absent}" 0.197530864197531 0.96 0.205761316872428 1.728 48 4 0.333333333333333 1 0.963133640552995
"7886" "{maximum_heart_rate_achieved=(150.5; Inf],oldpeak=[-Inf;1.7],number_of_major_vessels=[-Inf;0.5],thal=[-Inf;4.5]} => {class=absent}" 0.271604938271605 0.956521739130435 0.283950617283951 1.72173913043478 66 4 1 2 0.963470319634703
"0" "{} => {class=present}" 0.444444444444444 0.444444444444444 1 1 108 0 0.583333333333333 14 0.925925925925926
