"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"42354" "{DISTANCE CIRCULARITY=(64.5;76.5],SCALED VARIANCE_MAJOR=(165.5;180.5],SCALED RADIUS OF GYRATION=(169.5;192.5],HOLLOWS RATIO=[-Inf;189.5]} => {Class=bus}" 0.0589005235602094 1 0.0589005235602094 3.87817258883249 45 4 1 5 1
"299" "{PR.AXIS ASPECT RATIO=(68.5;86.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=bus}" 0.0575916230366492 1 0.0575916230366492 3.87817258883249 44 2 1 2 1
"6948" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],MAX.LENGTH RECTANGULARITY=(148.5;171.5],SKEWNESS ABOUT_MAJOR=(76.5; Inf]} => {Class=bus}" 0.0431937172774869 1 0.0431937172774869 3.87817258883249 33 3 1 28 1
"538" "{COMPACTNESS=(98.5;106.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5]} => {Class=bus}" 0.0405759162303665 1 0.0405759162303665 3.87817258883249 31 2 1 8 1
"152" "{SCALED VARIANCE_MAJOR=(239; Inf],HOLLOWS RATIO=[-Inf;189.5]} => {Class=bus}" 0.0392670157068063 1 0.0392670157068063 3.87817258883249 30 2 1 4 1
"42028" "{COMPACTNESS=(82.5;98.5],RADIUS RATIO=[-Inf;175.5],MAX.LENGTH ASPECT RATIO=(8.5;16],MAX.LENGTH RECTANGULARITY=(134.5;148.5]} => {Class=van}" 0.0392670157068063 1 0.0392670157068063 4.24444444444444 30 4 1 1 1
"2296" "{COMPACTNESS=[-Inf;82.5],CIRCULARITY=(40.5;49.5],SCATTER RATIO=(140.5;154.5]} => {Class=bus}" 0.0366492146596859 1 0.0366492146596859 3.87817258883249 28 3 1 5 1
"8591" "{DISTANCE CIRCULARITY=(64.5;76.5],RADIUS RATIO=(175.5;234.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5]} => {Class=bus}" 0.0366492146596859 1 0.0366492146596859 3.87817258883249 28 3 1 3 1
"3006" "{DISTANCE CIRCULARITY=(64.5;76.5],RADIUS RATIO=(175.5;234.5],PR.AXIS ASPECT RATIO=(68.5;86.5]} => {Class=bus}" 0.0353403141361257 1 0.0353403141361257 3.87817258883249 27 3 1 1 1
"6558" "{COMPACTNESS=(82.5;98.5],MAX.LENGTH ASPECT RATIO=(8.5;16],SCALED VARIANCE_MAJOR=[-Inf;165.5]} => {Class=van}" 0.0274869109947644 1 0.0274869109947644 4.24444444444444 21 3 1 3 1
"16244" "{COMPACTNESS=(106.5; Inf],SCALED VARIANCE_MINOR=(577;721.5],SCALED RADIUS OF GYRATION=(192.5;241.5],SKEWNESS ABOUT_MINOR=(9.5; Inf]} => {Class=saab}" 0.0274869109947644 1 0.0274869109947644 3.89795918367347 21 4 1 21 1
"16095" "{COMPACTNESS=(106.5; Inf],CIRCULARITY=(49.5;54.5],SCALED VARIANCE_MINOR=(577;721.5],SKEWNESS ABOUT_MINOR=(9.5; Inf]} => {Class=saab}" 0.0261780104712042 1 0.0261780104712042 3.89795918367347 20 4 1 2 1
"49066" "{RADIUS RATIO=(175.5;234.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCALED RADIUS OF GYRATION=[-Inf;169.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=bus}" 0.024869109947644 1 0.024869109947644 3.87817258883249 19 4 1 1 1
"36" "{SCALED VARIANCE_MAJOR=(206.5;239],SCALED VARIANCE_MINOR=(721.5;761]} => {Class=opel}" 0.0235602094240838 1 0.0235602094240838 4 18 2 1 18 1
"168" "{PR.AXIS ASPECT RATIO=[-Inf;52.5],SCATTER RATIO=[-Inf;140.5]} => {Class=van}" 0.0222513089005236 1 0.0222513089005236 4.24444444444444 17 2 1 16 1
"5365" "{SCATTER RATIO=[-Inf;140.5],MAX.LENGTH RECTANGULARITY=(134.5;148.5],SKEWNESS ABOUT_MAJOR=(76.5; Inf]} => {Class=van}" 0.0222513089005236 1 0.0222513089005236 4.24444444444444 17 3 1 6 1
"31600" "{CIRCULARITY=[-Inf;40.5],SCATTER RATIO=[-Inf;140.5],MAX.LENGTH RECTANGULARITY=(134.5;148.5],HOLLOWS RATIO=[-Inf;189.5]} => {Class=van}" 0.0196335078534031 1 0.0196335078534031 4.24444444444444 15 4 1 2 1
"48571" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCATTER RATIO=(163.5;230.5],MAX.LENGTH RECTANGULARITY=(134.5;148.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=bus}" 0.0196335078534031 1 0.0196335078534031 3.87817258883249 15 4 1 3 1
"16097" "{COMPACTNESS=(106.5; Inf],CIRCULARITY=(49.5;54.5],SCALED VARIANCE_MINOR=(577;721.5],KURTOSIS ABOUT_MAJOR=(17.5; Inf]} => {Class=saab}" 0.0183246073298429 1 0.0183246073298429 3.89795918367347 14 4 1 4 1
"28007" "{DISTANCE CIRCULARITY=(64.5;76.5],PR.AXIS RECTANGULARITY=(18.5;19.5],SCALED RADIUS OF GYRATION=(169.5;192.5],KURTOSIS ABOUT_MINOR=(181.5;185.5]} => {Class=bus}" 0.0183246073298429 1 0.0183246073298429 3.87817258883249 14 4 1 4 1
"19750" "{MAX.LENGTH RECTANGULARITY=(134.5;148.5],SCALED VARIANCE_MAJOR=[-Inf;165.5],SKEWNESS ABOUT_MAJOR=[-Inf;64.5],SKEWNESS ABOUT_MINOR=[-Inf;9.5]} => {Class=van}" 0.0170157068062827 1 0.0170157068062827 4.24444444444444 13 4 1 9 1
"23069" "{MAX.LENGTH ASPECT RATIO=(7.5;8.5],SCATTER RATIO=[-Inf;140.5],MAX.LENGTH RECTANGULARITY=(134.5;148.5],SKEWNESS ABOUT_MINOR=[-Inf;9.5]} => {Class=van}" 0.0170157068062827 1 0.0170157068062827 4.24444444444444 13 4 1 5 1
"20410" "{DISTANCE CIRCULARITY=[-Inf;64.5],SCATTER RATIO=[-Inf;140.5],MAX.LENGTH RECTANGULARITY=(134.5;148.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0157068062827225 1 0.0157068062827225 4.24444444444444 12 4 1 4 1
"23096" "{MAX.LENGTH ASPECT RATIO=(7.5;8.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MINOR=[-Inf;9.5],HOLLOWS RATIO=(189.5; Inf]} => {Class=van}" 0.0157068062827225 1 0.0157068062827225 4.24444444444444 12 4 1 2 1
"38983" "{ELONGATEDNESS=(41.5;46.5],MAX.LENGTH RECTANGULARITY=(148.5;171.5],SKEWNESS ABOUT_MAJOR=(76.5; Inf],HOLLOWS RATIO=(189.5; Inf]} => {Class=van}" 0.0157068062827225 1 0.0157068062827225 4.24444444444444 12 4 1 1 1
"39751" "{DISTANCE CIRCULARITY=(76.5;92.5],RADIUS RATIO=[-Inf;175.5],MAX.LENGTH RECTANGULARITY=(148.5;171.5],SKEWNESS ABOUT_MINOR=(9.5; Inf]} => {Class=van}" 0.0157068062827225 1 0.0157068062827225 4.24444444444444 12 4 1 1 1
"40681" "{DISTANCE CIRCULARITY=(76.5;92.5],ELONGATEDNESS=(41.5;46.5],MAX.LENGTH RECTANGULARITY=(148.5;171.5],SCALED RADIUS OF GYRATION=[-Inf;169.5]} => {Class=van}" 0.0157068062827225 1 0.0157068062827225 4.24444444444444 12 4 1 1 1
"13006" "{CIRCULARITY=(54.5; Inf],MAX.LENGTH RECTANGULARITY=(171.5; Inf],SCALED VARIANCE_MAJOR=(206.5;239],KURTOSIS ABOUT_MAJOR=(17.5; Inf]} => {Class=opel}" 0.0143979057591623 1 0.0143979057591623 4 11 4 1 5 1
"13550" "{MAX.LENGTH RECTANGULARITY=(171.5; Inf],SCALED VARIANCE_MAJOR=(206.5;239],SKEWNESS ABOUT_MINOR=[-Inf;9.5],KURTOSIS ABOUT_MAJOR=(17.5; Inf]} => {Class=opel}" 0.0143979057591623 1 0.0143979057591623 4 11 4 1 3 1
"200" "{COMPACTNESS=(82.5;98.5],MAX.LENGTH RECTANGULARITY=(171.5; Inf]} => {Class=opel}" 0.0130890052356021 1 0.0130890052356021 4 10 2 1 4 1
"15322" "{COMPACTNESS=(98.5;106.5],CIRCULARITY=(54.5; Inf],SCALED VARIANCE_MAJOR=(206.5;239],KURTOSIS ABOUT_MAJOR=(17.5; Inf]} => {Class=opel}" 0.0130890052356021 1 0.0130890052356021 4 10 4 1 2 1
"34748" "{CIRCULARITY=(40.5;49.5],PR.AXIS ASPECT RATIO=(52.5;68.5],PR.AXIS RECTANGULARITY=[-Inf;18.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.0130890052356021 1 0.0130890052356021 4.24444444444444 10 4 1 5 1
"2386" "{COMPACTNESS=(98.5;106.5],CIRCULARITY=(54.5; Inf],SKEWNESS ABOUT_MINOR=(9.5; Inf]} => {Class=opel}" 0.0117801047120419 1 0.0117801047120419 4 9 3 1 4 1
"20415" "{DISTANCE CIRCULARITY=[-Inf;64.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MAJOR=(64.5;76.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0117801047120419 1 0.0117801047120419 4.24444444444444 9 4 1 2 1
"26020" "{MAX.LENGTH RECTANGULARITY=(134.5;148.5],SCALED VARIANCE_MAJOR=(165.5;180.5],SCALED VARIANCE_MINOR=(347.5;387.5],SKEWNESS ABOUT_MINOR=[-Inf;9.5]} => {Class=bus}" 0.0117801047120419 1 0.0117801047120419 3.87817258883249 9 4 1 3 1
"3899" "{MAX.LENGTH ASPECT RATIO=(7.5;8.5],PR.AXIS RECTANGULARITY=[-Inf;18.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.0104712041884817 1 0.0104712041884817 4.24444444444444 8 3 1 1 1
"37763" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCATTER RATIO=(140.5;154.5],PR.AXIS RECTANGULARITY=(18.5;19.5],SCALED VARIANCE_MAJOR=[-Inf;165.5]} => {Class=saab}" 0.0104712041884817 1 0.0104712041884817 3.89795918367347 8 4 1 8 1
"42566" "{CIRCULARITY=(40.5;49.5],SCALED VARIANCE_MAJOR=(165.5;180.5],SKEWNESS ABOUT_MINOR=[-Inf;9.5],HOLLOWS RATIO=[-Inf;189.5]} => {Class=bus}" 0.081151832460733 0.984126984126984 0.0824607329842932 3.81661429377165 62 4 0.75 3 0.99748743718593
"47058" "{DISTANCE CIRCULARITY=(64.5;76.5],PR.AXIS RECTANGULARITY=(18.5;19.5],SCALED RADIUS OF GYRATION=(169.5;192.5],SKEWNESS ABOUT_MINOR=[-Inf;9.5]} => {Class=bus}" 0.0824607329842932 0.969230769230769 0.0850785340314136 3.7588442014838 63 4 0.5 2 0.992537313432836
"2584" "{COMPACTNESS=(106.5; Inf],SCALED VARIANCE_MINOR=(577;721.5],SCALED RADIUS OF GYRATION=(192.5;241.5]} => {Class=saab}" 0.0405759162303665 0.96875 0.0418848167539267 3.77614795918367 31 3 0.857142857142857 6 0.990220048899755
"48602" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCATTER RATIO=(163.5;230.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=bus}" 0.0379581151832461 0.966666666666667 0.0392670157068063 3.74890016920474 29 4 0.5 1 0.987834549878346
"38411" "{DISTANCE CIRCULARITY=(64.5;76.5],SCALED VARIANCE_MINOR=(298.5;347.5],SCALED RADIUS OF GYRATION=(169.5;192.5],SKEWNESS ABOUT_MINOR=[-Inf;9.5]} => {Class=bus}" 0.0746073298429319 0.966101694915254 0.0772251308900524 3.74670911124495 57 4 1 2 0.987893462469734
"48100" "{DISTANCE CIRCULARITY=(64.5;76.5],ELONGATEDNESS=(41.5;46.5],MAX.LENGTH RECTANGULARITY=(134.5;148.5],SKEWNESS ABOUT_MINOR=[-Inf;9.5]} => {Class=bus}" 0.111256544502618 0.965909090909091 0.115183246073298 3.74596215966774 85 4 0.916666666666667 11 0.985882352941176
"16579" "{COMPACTNESS=(106.5; Inf],MAX.LENGTH RECTANGULARITY=(148.5;171.5],SCALED RADIUS OF GYRATION=(192.5;241.5],SKEWNESS ABOUT_MAJOR=(64.5;76.5]} => {Class=saab}" 0.0353403141361257 0.964285714285714 0.0366492146596859 3.75874635568513 27 4 1 1 0.985915492957746
"2583" "{COMPACTNESS=(106.5; Inf],SCALED VARIANCE_MINOR=(577;721.5],SKEWNESS ABOUT_MINOR=(9.5; Inf]} => {Class=saab}" 0.031413612565445 0.96 0.0327225130890052 3.74204081632653 24 3 0.5 1 0.983644859813084
"47633" "{DISTANCE CIRCULARITY=(64.5;76.5],PR.AXIS RECTANGULARITY=(18.5;19.5],SKEWNESS ABOUT_MINOR=[-Inf;9.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=bus}" 0.121727748691099 0.958762886597938 0.12696335078534 3.71824794599403 93 4 0.6 3 0.979214780600462
"16486" "{COMPACTNESS=(106.5; Inf],MAX.LENGTH RECTANGULARITY=(148.5;171.5],SKEWNESS ABOUT_MAJOR=(64.5;76.5],SKEWNESS ABOUT_MINOR=(9.5; Inf]} => {Class=saab}" 0.0287958115183246 0.956521739130435 0.0301047120418848 3.7284826974268 22 4 1 1 0.97926267281106
"16117" "{COMPACTNESS=(106.5; Inf],CIRCULARITY=(49.5;54.5],MAX.LENGTH RECTANGULARITY=(148.5;171.5],SKEWNESS ABOUT_MINOR=(9.5; Inf]} => {Class=saab}" 0.0274869109947644 0.954545454545455 0.0287958115183246 3.72077922077922 21 4 0.5 1 0.977064220183486
"12956" "{COMPACTNESS=(98.5;106.5],CIRCULARITY=(54.5; Inf],MAX.LENGTH RECTANGULARITY=(171.5; Inf],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=opel}" 0.024869109947644 0.95 0.0261780104712042 3.8 19 4 0.8 4 0.975056689342404
"31814" "{SCATTER RATIO=[-Inf;140.5],MAX.LENGTH RECTANGULARITY=(134.5;148.5],SKEWNESS ABOUT_MINOR=[-Inf;9.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.024869109947644 0.95 0.0261780104712042 4.03222222222222 19 4 0.666666666666667 2 0.972972972972973
"31857" "{SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MAJOR=(64.5;76.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0235602094240838 0.947368421052632 0.024869109947644 4.02105263157895 18 4 1 3 0.973154362416107
"47122" "{DISTANCE CIRCULARITY=(64.5;76.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCALED VARIANCE_MAJOR=(165.5;180.5],SCALED RADIUS OF GYRATION=(169.5;192.5]} => {Class=bus}" 0.0693717277486911 0.946428571428571 0.0732984293193717 3.67041334300218 53 4 0.25 1 0.966740576496674
"15374" "{COMPACTNESS=(98.5;106.5],CIRCULARITY=(54.5; Inf],PR.AXIS ASPECT RATIO=(52.5;68.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=opel}" 0.0222513089005236 0.944444444444444 0.0235602094240838 3.77777777777778 17 4 1 1 0.966814159292035
"38585" "{DISTANCE CIRCULARITY=(64.5;76.5],SCALED VARIANCE_MINOR=(298.5;347.5],SKEWNESS ABOUT_MAJOR=(64.5;76.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=bus}" 0.0222513089005236 0.944444444444444 0.0235602094240838 3.66271855611957 17 4 1 1 0.966887417218543
"31738" "{DISTANCE CIRCULARITY=(64.5;76.5],SCATTER RATIO=[-Inf;140.5],MAX.LENGTH RECTANGULARITY=(134.5;148.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.0209424083769634 0.941176470588235 0.0222513089005236 3.99477124183006 16 4 0.5 1 0.964835164835165
"20417" "{DISTANCE CIRCULARITY=[-Inf;64.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MINOR=[-Inf;9.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=van}" 0.0196335078534031 0.9375 0.0209424083769634 3.97916666666667 15 4 0.833333333333333 5 0.963123644251627
"40624" "{CIRCULARITY=(40.5;49.5],DISTANCE CIRCULARITY=(76.5;92.5],SCALED VARIANCE_MAJOR=(165.5;180.5],SKEWNESS ABOUT_MAJOR=(64.5;76.5]} => {Class=van}" 0.0746073298429319 0.934426229508197 0.0798429319371728 3.96612021857924 57 4 0.2 1 0.954935622317597
"23068" "{MAX.LENGTH ASPECT RATIO=(7.5;8.5],SCATTER RATIO=[-Inf;140.5],MAX.LENGTH RECTANGULARITY=(134.5;148.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=van}" 0.0183246073298429 0.933333333333333 0.0196335078534031 3.96148148148148 14 4 0.5 1 0.952991452991453
"27023" "{COMPACTNESS=(82.5;98.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MAJOR=(76.5; Inf],KURTOSIS ABOUT_MINOR=(181.5;185.5]} => {Class=van}" 0.0157068062827225 0.923076923076923 0.0170157068062827 3.91794871794872 12 4 0.5 1 0.951063829787234
"1932" "{COMPACTNESS=(98.5;106.5],CIRCULARITY=(54.5; Inf],MAX.LENGTH RECTANGULARITY=(171.5; Inf]} => {Class=opel}" 0.0274869109947644 0.91304347826087 0.0301047120418848 3.65217391304348 21 3 0.5 1 0.949152542372881
"2565" "{COMPACTNESS=(106.5; Inf],CIRCULARITY=(49.5;54.5],SCALED VARIANCE_MINOR=(577;721.5]} => {Class=saab}" 0.0392670157068063 0.909090909090909 0.0431937172774869 3.54359925788497 30 3 0.333333333333333 1 0.945263157894737
"6089" "{COMPACTNESS=(82.5;98.5],SCALED VARIANCE_MINOR=(577;721.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=opel}" 0.0117801047120419 0.9 0.0130890052356021 3.6 9 3 0.857142857142857 6 0.943983402489627
"13941" "{COMPACTNESS=[-Inf;82.5],DISTANCE CIRCULARITY=[-Inf;64.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MINOR=[-Inf;9.5]} => {Class=opel}" 0.0117801047120419 0.9 0.0130890052356021 3.6 9 4 0.9 9 0.943089430894309
"5953" "{PR.AXIS RECTANGULARITY=[-Inf;18.5],SCALED VARIANCE_MAJOR=(165.5;180.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=van}" 0.0104712041884817 0.888888888888889 0.0117801047120419 3.77283950617284 8 3 1 1 0.943204868154158
"23896" "{CIRCULARITY=(40.5;49.5],RADIUS RATIO=(175.5;234.5],MAX.LENGTH ASPECT RATIO=(7.5;8.5],ELONGATEDNESS=(29.5;41.5]} => {Class=opel}" 0.0104712041884817 0.888888888888889 0.0117801047120419 3.55555555555556 8 4 0.888888888888889 8 0.942231075697211
"42213" "{CIRCULARITY=[-Inf;40.5],SCATTER RATIO=(140.5;154.5],SKEWNESS ABOUT_MINOR=[-Inf;9.5],HOLLOWS RATIO=[-Inf;189.5]} => {Class=saab}" 0.0104712041884817 0.888888888888889 0.0117801047120419 3.46485260770975 8 4 0.75 3 0.940711462450593
"2392" "{COMPACTNESS=(98.5;106.5],CIRCULARITY=(54.5; Inf],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=opel}" 0.0301047120418848 0.884615384615385 0.0340314136125654 3.53846153846154 23 3 0.333333333333333 1 0.93713163064833
"29067" "{CIRCULARITY=(49.5;54.5],SCALED VARIANCE_MINOR=(577;721.5],SKEWNESS ABOUT_MINOR=(9.5; Inf],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=saab}" 0.0196335078534031 0.882352941176471 0.0222513089005236 3.43937575030012 15 4 0.833333333333333 5 0.935922330097087
"29065" "{CIRCULARITY=(49.5;54.5],RADIUS RATIO=(175.5;234.5],SCALED VARIANCE_MINOR=(577;721.5],SKEWNESS ABOUT_MINOR=(9.5; Inf]} => {Class=saab}" 0.0392670157068063 0.857142857142857 0.0458115183246073 3.34110787172012 30 4 0.555555555555556 5 0.929389312977099
"20467" "{DISTANCE CIRCULARITY=[-Inf;64.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MINOR=[-Inf;9.5],HOLLOWS RATIO=(189.5; Inf]} => {Class=van}" 0.0222513089005236 0.85 0.0261780104712042 3.60777777777778 17 4 0.5 2 0.926136363636364
"14518" "{COMPACTNESS=[-Inf;82.5],PR.AXIS ASPECT RATIO=(52.5;68.5],ELONGATEDNESS=(46.5; Inf],SKEWNESS ABOUT_MINOR=[-Inf;9.5]} => {Class=opel}" 0.0143979057591623 0.846153846153846 0.0170157068062827 3.38461538461538 11 4 1 1 0.926275992438563
"35256" "{COMPACTNESS=(82.5;98.5],PR.AXIS ASPECT RATIO=(52.5;68.5],SCALED VARIANCE_MINOR=(577;721.5],SKEWNESS ABOUT_MAJOR=(64.5;76.5]} => {Class=opel}" 0.0143979057591623 0.846153846153846 0.0170157068062827 3.38461538461538 11 4 0.666666666666667 2 0.924812030075188
"34975" "{MAX.LENGTH RECTANGULARITY=(148.5;171.5],SCALED VARIANCE_MINOR=(577;721.5],SKEWNESS ABOUT_MINOR=(9.5; Inf],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=saab}" 0.0340314136125654 0.838709677419355 0.0405759162303665 3.26925608953259 26 4 0.5 1 0.923220973782772
"20465" "{DISTANCE CIRCULARITY=[-Inf;64.5],SCATTER RATIO=[-Inf;140.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5],HOLLOWS RATIO=(189.5; Inf]} => {Class=van}" 0.0261780104712042 0.833333333333333 0.031413612565445 3.53703703703704 20 4 0.5 1 0.921641791044776
"4025" "{CIRCULARITY=(40.5;49.5],MAX.LENGTH ASPECT RATIO=(7.5;8.5],ELONGATEDNESS=(29.5;41.5]} => {Class=opel}" 0.0130890052356021 0.833333333333333 0.0157068062827225 3.33333333333333 10 3 0.666666666666667 2 0.920222634508349
"31595" "{COMPACTNESS=(82.5;98.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MAJOR=(76.5; Inf],SKEWNESS ABOUT_MINOR=[-Inf;9.5]} => {Class=van}" 0.024869109947644 0.826086956521739 0.0301047120418848 3.50628019323672 19 4 0.636363636363636 7 0.914545454545455
"31756" "{DISTANCE CIRCULARITY=(64.5;76.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MINOR=[-Inf;9.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=van}" 0.0235602094240838 0.818181818181818 0.0287958115183246 3.47272727272727 18 4 0.25 1 0.909747292418773
"35018" "{PR.AXIS ASPECT RATIO=(52.5;68.5],SCALED VARIANCE_MINOR=(577;721.5],SKEWNESS ABOUT_MINOR=(9.5; Inf],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=saab}" 0.0235602094240838 0.818181818181818 0.0287958115183246 3.18923933209647 18 4 1 1 0.90990990990991
"6604" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCATTER RATIO=(140.5;154.5],SCALED VARIANCE_MAJOR=[-Inf;165.5]} => {Class=saab}" 0.0117801047120419 0.818181818181818 0.0143979057591623 3.18923933209647 9 3 1 1 0.910071942446043
"29307" "{CIRCULARITY=(49.5;54.5],RADIUS RATIO=(175.5;234.5],SKEWNESS ABOUT_MINOR=(9.5; Inf],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=saab}" 0.0340314136125654 0.8125 0.0418848167539267 3.16709183673469 26 4 0.5 1 0.908602150537634
"31594" "{COMPACTNESS=(82.5;98.5],SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MAJOR=(76.5; Inf],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=van}" 0.031413612565445 0.8 0.0392670157068063 3.39555555555556 24 4 0.5 1 0.907142857142857
"43347" "{COMPACTNESS=(82.5;98.5],DISTANCE CIRCULARITY=(92.5; Inf],SCALED RADIUS OF GYRATION=(192.5;241.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=opel}" 0.0157068062827225 0.8 0.0196335078534031 3.2 12 4 0.6 3 0.904424778761062
"43436" "{RADIUS RATIO=[-Inf;175.5],ELONGATEDNESS=(29.5;41.5],SCALED RADIUS OF GYRATION=(192.5;241.5],SKEWNESS ABOUT_MAJOR=(64.5;76.5]} => {Class=opel}" 0.0157068062827225 0.8 0.0196335078534031 3.2 12 4 0.5 2 0.901581722319859
