X13,X14,X10,X8,X9,X11,X2,X3,X12,X1,X6,X7,X4,X5,Y
-0.9005_to_inf,-inf_to_-0.99433,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-0.31203_to_inf,-0.6994645_to_inf,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,1
-0.9005_to_inf,-inf_to_-0.99433,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-0.9108775_to_inf,-inf_to_-0.5,-0.153846_to_inf,-1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-0.31203_to_inf,-inf_to_-0.6994645,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,-1
-inf_to_-0.9005,-0.99433_to_inf,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-0.31203_to_inf,-0.6994645_to_inf,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-inf_to_-0.153846,1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.31203,-0.6994645_to_inf,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,1
-inf_to_-0.9005,-0.99433_to_inf,-inf_to_-0.9253735,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.31203,-0.6994645_to_inf,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-inf_to_-0.153846,1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-inf_to_-0.5,-inf_to_-0.153846,-1
-0.9005_to_inf,-0.99433_to_inf,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.31203,-0.6994645_to_inf,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,1
-0.9005_to_inf,-0.99433_to_inf,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-inf_to_-0.153846,-1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,0.0_to_inf,-inf_to_0.0,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-inf_to_-0.5,-inf_to_-0.153846,-1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-0.31203_to_inf,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-inf_to_-0.153846,-1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,0.0_to_inf,-inf_to_0.0,All,-0.31203_to_inf,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-inf_to_-0.153846,-1
-inf_to_-0.9005,-0.99433_to_inf,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-0.6994645_to_inf,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-inf_to_-0.153846,-1
-inf_to_-0.9005,-inf_to_-0.99433,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-inf_to_-0.5,-inf_to_-0.153846,-1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.31203,-0.6994645_to_inf,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,1
-inf_to_-0.9005,-0.99433_to_inf,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-0.153846_to_inf,1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-0.6994645_to_inf,All,All,-0.625_to_inf,-inf_to_-0.9108775,-inf_to_-0.5,-0.153846_to_inf,-1
-0.9005_to_inf,-0.99433_to_inf,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.31203,-0.6994645_to_inf,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,0.0_to_inf,All,-0.31203_to_inf,-inf_to_-0.6994645,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,-1
-inf_to_-0.9005,-inf_to_-0.99433,-inf_to_-0.9253735,0.0_to_inf,-inf_to_0.0,All,-inf_to_-0.31203,-0.6994645_to_inf,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-inf_to_-0.153846,1
-inf_to_-0.9005,-inf_to_-0.99433,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-0.31203_to_inf,-0.6994645_to_inf,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,1
-inf_to_-0.9005,-0.99433_to_inf,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-0.31203_to_inf,-0.6994645_to_inf,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,1
-0.9005_to_inf,-0.99433_to_inf,-inf_to_-0.9253735,0.0_to_inf,0.0_to_inf,All,-0.31203_to_inf,-inf_to_-0.6994645,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,1
-inf_to_-0.9005,-inf_to_-0.99433,-inf_to_-0.9253735,0.0_to_inf,-inf_to_0.0,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-0.153846_to_inf,1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-inf_to_-0.5,-inf_to_-0.153846,-1
-0.9005_to_inf,-inf_to_-0.99433,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-0.31203_to_inf,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-0.153846_to_inf,-1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,0.0_to_inf,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-inf_to_-0.5,-0.153846_to_inf,-1
-inf_to_-0.9005,-inf_to_-0.99433,-inf_to_-0.9253735,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.31203,-0.6994645_to_inf,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-0.153846_to_inf,1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-inf_to_-0.5,-0.153846_to_inf,-1
-inf_to_-0.9005,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-0.153846_to_inf,1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-0.9108775_to_inf,-inf_to_-0.5,-0.153846_to_inf,-1
-inf_to_-0.9005,-0.99433_to_inf,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-0.31203_to_inf,-0.6994645_to_inf,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-inf_to_-0.153846,-1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-inf_to_-0.5,-inf_to_-0.153846,-1
-0.9005_to_inf,-0.99433_to_inf,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-inf_to_-0.5,-inf_to_-0.153846,-1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-0.9108775_to_inf,-inf_to_-0.5,-0.153846_to_inf,-1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,0.0_to_inf,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-0.9108775_to_inf,-inf_to_-0.5,-0.153846_to_inf,-1
-0.9005_to_inf,-inf_to_-0.99433,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,1
-inf_to_-0.9005,-0.99433_to_inf,-inf_to_-0.9253735,0.0_to_inf,0.0_to_inf,All,-0.31203_to_inf,-0.6994645_to_inf,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-inf_to_-0.153846,1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-0.31203_to_inf,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-inf_to_-0.153846,-1
-inf_to_-0.9005,-0.99433_to_inf,-inf_to_-0.9253735,0.0_to_inf,-inf_to_0.0,All,-0.31203_to_inf,-0.6994645_to_inf,All,All,-0.625_to_inf,-0.9108775_to_inf,-inf_to_-0.5,-0.153846_to_inf,1
-0.9005_to_inf,-inf_to_-0.99433,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-0.31203_to_inf,-0.6994645_to_inf,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-0.153846_to_inf,1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-0.31203_to_inf,-0.6994645_to_inf,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-inf_to_-0.153846,-1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,0.0_to_inf,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-0.153846_to_inf,-1
-0.9005_to_inf,-0.99433_to_inf,-inf_to_-0.9253735,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-inf_to_-0.153846,1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-0.31203_to_inf,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-inf_to_-0.153846,-1
-0.9005_to_inf,-0.99433_to_inf,-inf_to_-0.9253735,0.0_to_inf,-inf_to_0.0,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,1
-inf_to_-0.9005,-inf_to_-0.99433,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-0.31203_to_inf,-0.6994645_to_inf,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-0.153846_to_inf,-1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,0.0_to_inf,-inf_to_0.0,All,-inf_to_-0.31203,-0.6994645_to_inf,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-inf_to_-0.153846,-1
-0.9005_to_inf,-inf_to_-0.99433,-0.9253735_to_inf,-inf_to_0.0,0.0_to_inf,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-inf_to_-0.625,-inf_to_-0.9108775,-0.5_to_inf,-inf_to_-0.153846,-1
-0.9005_to_inf,-0.99433_to_inf,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,1
-inf_to_-0.9005,-inf_to_-0.99433,-inf_to_-0.9253735,0.0_to_inf,-inf_to_0.0,All,-0.31203_to_inf,-0.6994645_to_inf,All,All,-inf_to_-0.625,-inf_to_-0.9108775,-inf_to_-0.5,-inf_to_-0.153846,-1
-inf_to_-0.9005,-inf_to_-0.99433,-0.9253735_to_inf,-inf_to_0.0,0.0_to_inf,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-0.153846_to_inf,-1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,-1
-0.9005_to_inf,-inf_to_-0.99433,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.31203,-0.6994645_to_inf,All,All,-0.625_to_inf,-0.9108775_to_inf,-inf_to_-0.5,-0.153846_to_inf,1
-inf_to_-0.9005,-0.99433_to_inf,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-0.31203_to_inf,-0.6994645_to_inf,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-0.6994645_to_inf,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,-1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-inf_to_-0.153846,-1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-0.153846_to_inf,-1
-inf_to_-0.9005,-inf_to_-0.99433,-0.9253735_to_inf,-inf_to_0.0,0.0_to_inf,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-inf_to_-0.153846,-1
-0.9005_to_inf,-0.99433_to_inf,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-0.153846_to_inf,1
-inf_to_-0.9005,-0.99433_to_inf,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-0.153846_to_inf,1
-inf_to_-0.9005,-inf_to_-0.99433,-0.9253735_to_inf,-inf_to_0.0,0.0_to_inf,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-inf_to_-0.625,-inf_to_-0.9108775,-0.5_to_inf,-inf_to_-0.153846,-1
-inf_to_-0.9005,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-0.6994645_to_inf,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-inf_to_-0.153846,-1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-0.31203_to_inf,-0.6994645_to_inf,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-inf_to_-0.153846,-1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-0.153846_to_inf,-1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-0.31203_to_inf,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-0.153846_to_inf,1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-0.6994645_to_inf,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,-1
-inf_to_-0.9005,-inf_to_-0.99433,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-0.31203_to_inf,-0.6994645_to_inf,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-inf_to_-0.153846,1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-0.6994645_to_inf,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-0.153846_to_inf,1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-inf_to_-0.625,-inf_to_-0.9108775,-inf_to_-0.5,-inf_to_-0.153846,-1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-inf_to_-0.153846,-1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-0.31203_to_inf,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-inf_to_-0.153846,-1
-inf_to_-0.9005,-0.99433_to_inf,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-0.6994645_to_inf,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-inf_to_-0.153846,-1
-inf_to_-0.9005,-0.99433_to_inf,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.31203,-0.6994645_to_inf,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-0.6994645_to_inf,All,All,-0.625_to_inf,-inf_to_-0.9108775,-inf_to_-0.5,-0.153846_to_inf,-1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,1
-inf_to_-0.9005,-0.99433_to_inf,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-0.31203_to_inf,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-inf_to_-0.153846,-1
-inf_to_-0.9005,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-inf_to_-0.5,-0.153846_to_inf,-1
-inf_to_-0.9005,-inf_to_-0.99433,-0.9253735_to_inf,-inf_to_0.0,0.0_to_inf,All,-inf_to_-0.31203,-0.6994645_to_inf,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-inf_to_-0.153846,-1
-inf_to_-0.9005,-inf_to_-0.99433,-inf_to_-0.9253735,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-0.31203_to_inf,-inf_to_-0.6994645,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,-1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,0.0_to_inf,-inf_to_0.0,All,-0.31203_to_inf,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-inf_to_-0.153846,1
-0.9005_to_inf,-0.99433_to_inf,-inf_to_-0.9253735,0.0_to_inf,-inf_to_0.0,All,-inf_to_-0.31203,-0.6994645_to_inf,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-0.153846_to_inf,1
-0.9005_to_inf,-0.99433_to_inf,-inf_to_-0.9253735,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-inf_to_-0.5,-0.153846_to_inf,1
-inf_to_-0.9005,-inf_to_-0.99433,-0.9253735_to_inf,-inf_to_0.0,0.0_to_inf,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-inf_to_-0.625,-inf_to_-0.9108775,-inf_to_-0.5,-inf_to_-0.153846,-1
-0.9005_to_inf,-0.99433_to_inf,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-0.153846_to_inf,1
-inf_to_-0.9005,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-0.6994645_to_inf,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-inf_to_-0.153846,-1
-inf_to_-0.9005,-inf_to_-0.99433,-inf_to_-0.9253735,0.0_to_inf,-inf_to_0.0,All,-0.31203_to_inf,-0.6994645_to_inf,All,All,-0.625_to_inf,-0.9108775_to_inf,-0.5_to_inf,-inf_to_-0.153846,1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.31203,-inf_to_-0.6994645,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-0.153846_to_inf,-1
-0.9005_to_inf,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-0.31203_to_inf,-0.6994645_to_inf,All,All,-0.625_to_inf,-inf_to_-0.9108775,-inf_to_-0.5,-inf_to_-0.153846,-1
-inf_to_-0.9005,-inf_to_-0.99433,-inf_to_-0.9253735,-inf_to_0.0,-inf_to_0.0,All,-0.31203_to_inf,-0.6994645_to_inf,All,All,-0.625_to_inf,-inf_to_-0.9108775,-0.5_to_inf,-0.153846_to_inf,-1
