x40,x29,x28,x25,x24,x27,x26,x21,x20,x23,x22,x8,x9,x2,x3,x1,x6,x7,x4,x5,x32,x33,x30,x31,x36,x37,x34,x35,x38,x39,x18,x19,x10,x11,x12,x13,x14,x15,x16,x17,class
All,All,All,All,All,All,All,All,0.455_to_inf,All,All,1.665_to_2.235,-inf_to_1.375,0.565_to_inf,2.075_to_inf,All,2.735_to_inf,3.805_to_inf,-0.705_to_0.395,-0.135_to_0.745,All,All,All,All,All,All,All,All,All,All,1.025_to_2.115,0.435_to_1.735,-inf_to_0.945,-inf_to_2.035,1.705_to_2.855,0.745_to_1.755,1.515_to_2.575,2.435_to_3.005,0.935_to_1.855,1.815_to_2.485,0
All,All,All,All,All,All,All,All,-0.075_to_0.455,All,All,2.235_to_2.785,-inf_to_1.375,0.565_to_inf,-0.235_to_0.795,All,1.145_to_1.935,2.055_to_2.785,0.395_to_1.315,0.745_to_1.475,All,All,All,All,All,All,All,All,All,All,1.025_to_2.115,0.435_to_1.735,-inf_to_0.945,-inf_to_2.035,1.705_to_2.855,1.755_to_2.605,1.515_to_2.575,1.985_to_2.435,2.475_to_3.305,2.485_to_inf,0
All,All,All,All,All,All,All,All,0.455_to_inf,All,All,4.015_to_4.935,4.585_to_inf,-inf_to_-0.435,0.795_to_2.075,All,2.735_to_inf,3.805_to_inf,0.395_to_1.315,0.745_to_1.475,All,All,All,All,All,All,All,All,All,All,0.105_to_1.025,-inf_to_-0.595,3.635_to_4.915,4.515_to_inf,3.355_to_3.975,1.755_to_2.605,1.515_to_2.575,1.105_to_1.985,-0.055_to_0.935,-0.335_to_0.315,1
All,All,All,All,All,All,All,All,-inf_to_-0.075,All,All,-inf_to_1.155,1.965_to_2.535,-inf_to_-0.435,-inf_to_-0.235,All,0.705_to_1.145,-inf_to_0.145,-0.705_to_0.395,0.745_to_1.475,All,All,All,All,All,All,All,All,All,All,2.115_to_2.815,0.435_to_1.735,2.005_to_2.965,3.295_to_4.515,3.355_to_3.975,2.605_to_3.195,1.515_to_2.575,3.915_to_inf,0.935_to_1.855,2.485_to_inf,2
All,All,All,All,All,All,All,All,-inf_to_-0.075,All,All,1.665_to_2.235,-inf_to_1.375,-inf_to_-0.435,-0.235_to_0.795,All,1.935_to_2.735,0.145_to_1.205,-0.705_to_0.395,0.745_to_1.475,All,All,All,All,All,All,All,All,All,All,1.025_to_2.115,0.435_to_1.735,2.965_to_3.635,2.035_to_2.675,2.855_to_3.355,2.605_to_3.195,3.185_to_4.365,3.005_to_3.915,3.305_to_inf,1.815_to_2.485,0
All,All,All,All,All,All,All,All,0.455_to_inf,All,All,1.155_to_1.665,3.825_to_4.585,-0.435_to_0.565,-inf_to_-0.235,All,0.195_to_0.705,1.205_to_2.055,0.395_to_1.315,-inf_to_-0.135,All,All,All,All,All,All,All,All,All,All,1.025_to_2.115,0.435_to_1.735,3.635_to_4.915,4.515_to_inf,4.685_to_inf,2.605_to_3.195,4.365_to_inf,3.915_to_inf,3.305_to_inf,1.245_to_1.815,2
All,All,All,All,All,All,All,All,-inf_to_-0.075,All,All,-inf_to_1.155,-inf_to_1.375,0.565_to_inf,-0.235_to_0.795,All,1.935_to_2.735,0.145_to_1.205,-0.705_to_0.395,-inf_to_-0.135,All,All,All,All,All,All,All,All,All,All,2.815_to_inf,1.735_to_inf,2.005_to_2.965,-inf_to_2.035,1.705_to_2.855,3.715_to_5.295,4.365_to_inf,3.915_to_inf,3.305_to_inf,2.485_to_inf,0
All,All,All,All,All,All,All,All,0.455_to_inf,All,All,3.285_to_4.015,4.585_to_inf,-inf_to_-0.435,-inf_to_-0.235,All,2.735_to_inf,3.805_to_inf,1.315_to_2.165,1.475_to_2.225,All,All,All,All,All,All,All,All,All,All,-inf_to_-0.665,-inf_to_-0.595,3.635_to_4.915,3.295_to_4.515,-inf_to_1.705,-inf_to_0.745,-inf_to_1.515,2.435_to_3.005,-inf_to_-0.055,-0.335_to_0.315,1
All,All,All,All,All,All,All,All,-inf_to_-0.075,All,All,3.285_to_4.015,4.585_to_inf,-0.435_to_0.565,2.075_to_inf,All,2.735_to_inf,2.785_to_3.805,2.165_to_inf,1.475_to_2.225,All,All,All,All,All,All,All,All,All,All,1.025_to_2.115,0.435_to_1.735,3.635_to_4.915,3.295_to_4.515,1.705_to_2.855,0.745_to_1.755,2.575_to_3.185,-inf_to_0.225,-0.055_to_0.935,0.315_to_0.795,1
All,All,All,All,All,All,All,All,0.455_to_inf,All,All,1.665_to_2.235,1.965_to_2.535,0.565_to_inf,0.795_to_2.075,All,1.145_to_1.935,3.805_to_inf,2.165_to_inf,1.475_to_2.225,All,All,All,All,All,All,All,All,All,All,2.115_to_2.815,0.435_to_1.735,-inf_to_0.945,2.675_to_3.295,-inf_to_1.705,2.605_to_3.195,-inf_to_1.515,1.985_to_2.435,2.475_to_3.305,2.485_to_inf,0
All,All,All,All,All,All,All,All,-inf_to_-0.075,All,All,3.285_to_4.015,3.825_to_4.585,0.565_to_inf,-0.235_to_0.795,All,2.735_to_inf,1.205_to_2.055,0.395_to_1.315,-0.135_to_0.745,All,All,All,All,All,All,All,All,All,All,-inf_to_-0.665,-inf_to_-0.595,4.915_to_inf,4.515_to_inf,3.355_to_3.975,1.755_to_2.605,1.515_to_2.575,2.435_to_3.005,-0.055_to_0.935,-0.335_to_0.315,1
All,All,All,All,All,All,All,All,0.455_to_inf,All,All,1.665_to_2.235,1.965_to_2.535,-0.435_to_0.565,-0.235_to_0.795,All,1.145_to_1.935,2.055_to_2.785,0.395_to_1.315,1.475_to_2.225,All,All,All,All,All,All,All,All,All,All,1.025_to_2.115,1.735_to_inf,0.945_to_2.005,-inf_to_2.035,1.705_to_2.855,2.605_to_3.195,1.515_to_2.575,1.105_to_1.985,3.305_to_inf,1.815_to_2.485,0
All,All,All,All,All,All,All,All,0.455_to_inf,All,All,2.785_to_3.285,-inf_to_1.375,-inf_to_-0.435,-inf_to_-0.235,All,-inf_to_0.195,-inf_to_0.145,-inf_to_-0.705,-0.135_to_0.745,All,All,All,All,All,All,All,All,All,All,1.025_to_2.115,1.735_to_inf,0.945_to_2.005,-inf_to_2.035,3.975_to_4.685,3.715_to_5.295,2.575_to_3.185,3.005_to_3.915,-0.055_to_0.935,1.815_to_2.485,2
All,All,All,All,All,All,All,All,-inf_to_-0.075,All,All,3.285_to_4.015,1.375_to_1.965,-0.435_to_0.565,0.795_to_2.075,All,0.705_to_1.145,2.785_to_3.805,-inf_to_-0.705,-0.135_to_0.745,All,All,All,All,All,All,All,All,All,All,0.105_to_1.025,0.435_to_1.735,4.915_to_inf,4.515_to_inf,3.975_to_4.685,3.715_to_5.295,1.515_to_2.575,2.435_to_3.005,-0.055_to_0.935,0.795_to_1.245,2
All,All,All,All,All,All,All,All,-0.075_to_0.455,All,All,4.015_to_4.935,3.825_to_4.585,-0.435_to_0.565,0.795_to_2.075,All,2.735_to_inf,2.785_to_3.805,0.395_to_1.315,2.825_to_inf,All,All,All,All,All,All,All,All,All,All,1.025_to_2.115,-0.595_to_0.435,3.635_to_4.915,3.295_to_4.515,3.975_to_4.685,0.745_to_1.755,-inf_to_1.515,-inf_to_0.225,-0.055_to_0.935,-inf_to_-0.335,1
All,All,All,All,All,All,All,All,0.455_to_inf,All,All,-inf_to_1.155,-inf_to_1.375,0.565_to_inf,-0.235_to_0.795,All,-inf_to_0.195,1.205_to_2.055,0.395_to_1.315,0.745_to_1.475,All,All,All,All,All,All,All,All,All,All,0.105_to_1.025,-0.595_to_0.435,0.945_to_2.005,-inf_to_2.035,1.705_to_2.855,1.755_to_2.605,2.575_to_3.185,3.915_to_inf,3.305_to_inf,2.485_to_inf,0
All,All,All,All,All,All,All,All,0.455_to_inf,All,All,-inf_to_1.155,-inf_to_1.375,-0.435_to_0.565,-inf_to_-0.235,All,0.195_to_0.705,-inf_to_0.145,0.395_to_1.315,-inf_to_-0.135,All,All,All,All,All,All,All,All,All,All,1.025_to_2.115,0.435_to_1.735,0.945_to_2.005,3.295_to_4.515,3.975_to_4.685,2.605_to_3.195,4.365_to_inf,3.915_to_inf,3.305_to_inf,2.485_to_inf,2
All,All,All,All,All,All,All,All,-inf_to_-0.075,All,All,4.015_to_4.935,4.585_to_inf,-0.435_to_0.565,-0.235_to_0.795,All,1.145_to_1.935,2.055_to_2.785,0.395_to_1.315,0.745_to_1.475,All,All,All,All,All,All,All,All,All,All,0.105_to_1.025,-0.595_to_0.435,4.915_to_inf,3.295_to_4.515,3.975_to_4.685,1.755_to_2.605,2.575_to_3.185,1.105_to_1.985,-0.055_to_0.935,-inf_to_-0.335,1
All,All,All,All,All,All,All,All,-0.075_to_0.455,All,All,4.015_to_4.935,4.585_to_inf,-inf_to_-0.435,0.795_to_2.075,All,1.145_to_1.935,2.785_to_3.805,-0.705_to_0.395,1.475_to_2.225,All,All,All,All,All,All,All,All,All,All,-0.665_to_0.105,-inf_to_-0.595,3.635_to_4.915,4.515_to_inf,4.685_to_inf,1.755_to_2.605,3.185_to_4.365,1.105_to_1.985,-0.055_to_0.935,-inf_to_-0.335,1
All,All,All,All,All,All,All,All,0.455_to_inf,All,All,2.785_to_3.285,2.535_to_3.825,-0.435_to_0.565,-inf_to_-0.235,All,-inf_to_0.195,1.205_to_2.055,-inf_to_-0.705,-0.135_to_0.745,All,All,All,All,All,All,All,All,All,All,-0.665_to_0.105,-inf_to_-0.595,4.915_to_inf,3.295_to_4.515,2.855_to_3.355,3.195_to_3.715,3.185_to_4.365,1.105_to_1.985,-0.055_to_0.935,-inf_to_-0.335,1
All,All,All,All,All,All,All,All,0.455_to_inf,All,All,1.665_to_2.235,-inf_to_1.375,-0.435_to_0.565,-0.235_to_0.795,All,1.145_to_1.935,-inf_to_0.145,-0.705_to_0.395,-inf_to_-0.135,All,All,All,All,All,All,All,All,All,All,2.815_to_inf,0.435_to_1.735,2.965_to_3.635,3.295_to_4.515,3.355_to_3.975,5.77_to_inf,3.185_to_4.365,2.435_to_3.005,3.305_to_inf,1.245_to_1.815,2
All,All,All,All,All,All,All,All,0.455_to_inf,All,All,3.285_to_4.015,1.965_to_2.535,-inf_to_-0.435,-0.235_to_0.795,All,1.935_to_2.735,2.055_to_2.785,2.165_to_inf,1.475_to_2.225,All,All,All,All,All,All,All,All,All,All,1.025_to_2.115,1.735_to_inf,2.005_to_2.965,-inf_to_2.035,2.855_to_3.355,0.745_to_1.755,3.185_to_4.365,3.915_to_inf,2.475_to_3.305,2.485_to_inf,0
All,All,All,All,All,All,All,All,0.455_to_inf,All,All,-inf_to_1.155,-inf_to_1.375,-0.435_to_0.565,-0.235_to_0.795,All,0.705_to_1.145,2.785_to_3.805,0.395_to_1.315,-inf_to_-0.135,All,All,All,All,All,All,All,All,All,All,2.115_to_2.815,1.735_to_inf,2.005_to_2.965,2.035_to_2.675,3.355_to_3.975,1.755_to_2.605,2.575_to_3.185,3.915_to_inf,3.305_to_inf,2.485_to_inf,0
All,All,All,All,All,All,All,All,-0.075_to_0.455,All,All,1.155_to_1.665,2.535_to_3.825,0.565_to_inf,2.075_to_inf,All,1.145_to_1.935,1.205_to_2.055,1.315_to_2.165,1.475_to_2.225,All,All,All,All,All,All,All,All,All,All,1.025_to_2.115,0.435_to_1.735,2.005_to_2.965,3.295_to_4.515,1.705_to_2.855,5.77_to_inf,4.365_to_inf,3.005_to_3.915,3.305_to_inf,2.485_to_inf,0
All,All,All,All,All,All,All,All,-inf_to_-0.075,All,All,2.235_to_2.785,2.535_to_3.825,-inf_to_-0.435,-inf_to_-0.235,All,0.195_to_0.705,1.205_to_2.055,0.395_to_1.315,-0.135_to_0.745,All,All,All,All,All,All,All,All,All,All,-inf_to_-0.665,-0.595_to_0.435,4.915_to_inf,4.515_to_inf,4.685_to_inf,3.195_to_3.715,2.575_to_3.185,1.985_to_2.435,1.855_to_2.475,-0.335_to_0.315,1
All,All,All,All,All,All,All,All,-0.075_to_0.455,All,All,-inf_to_1.155,1.965_to_2.535,-0.435_to_0.565,-inf_to_-0.235,All,0.195_to_0.705,0.145_to_1.205,0.395_to_1.315,-inf_to_-0.135,All,All,All,All,All,All,All,All,All,All,1.025_to_2.115,-0.595_to_0.435,2.005_to_2.965,2.035_to_2.675,1.705_to_2.855,3.715_to_5.295,3.185_to_4.365,3.915_to_inf,2.475_to_3.305,2.485_to_inf,2
All,All,All,All,All,All,All,All,-inf_to_-0.075,All,All,4.015_to_4.935,2.535_to_3.825,-inf_to_-0.435,-0.235_to_0.795,All,0.195_to_0.705,1.205_to_2.055,-inf_to_-0.705,-inf_to_-0.135,All,All,All,All,All,All,All,All,All,All,-inf_to_-0.665,0.435_to_1.735,2.005_to_2.965,4.515_to_inf,4.685_to_inf,3.195_to_3.715,2.575_to_3.185,0.225_to_1.105,-0.055_to_0.935,-0.335_to_0.315,1
All,All,All,All,All,All,All,All,0.455_to_inf,All,All,1.155_to_1.665,2.535_to_3.825,-inf_to_-0.435,-0.235_to_0.795,All,0.705_to_1.145,1.205_to_2.055,-inf_to_-0.705,-0.135_to_0.745,All,All,All,All,All,All,All,All,All,All,1.025_to_2.115,-0.595_to_0.435,4.915_to_inf,4.515_to_inf,4.685_to_inf,5.295_to_5.77,3.185_to_4.365,2.435_to_3.005,-inf_to_-0.055,0.795_to_1.245,1
All,All,All,All,All,All,All,All,-inf_to_-0.075,All,All,1.665_to_2.235,2.535_to_3.825,0.565_to_inf,0.795_to_2.075,All,1.145_to_1.935,0.145_to_1.205,0.395_to_1.315,-0.135_to_0.745,All,All,All,All,All,All,All,All,All,All,-0.665_to_0.105,0.435_to_1.735,3.635_to_4.915,4.515_to_inf,3.975_to_4.685,3.715_to_5.295,2.575_to_3.185,0.225_to_1.105,0.935_to_1.855,-inf_to_-0.335,1
All,All,All,All,All,All,All,All,-0.075_to_0.455,All,All,2.235_to_2.785,1.965_to_2.535,0.565_to_inf,0.795_to_2.075,All,2.735_to_inf,3.805_to_inf,-0.705_to_0.395,1.475_to_2.225,All,All,All,All,All,All,All,All,All,All,-inf_to_-0.665,0.435_to_1.735,4.915_to_inf,4.515_to_inf,4.685_to_inf,2.605_to_3.195,3.185_to_4.365,1.105_to_1.985,-0.055_to_0.935,0.795_to_1.245,1
All,All,All,All,All,All,All,All,-inf_to_-0.075,All,All,2.235_to_2.785,3.825_to_4.585,-0.435_to_0.565,0.795_to_2.075,All,1.935_to_2.735,1.205_to_2.055,-0.705_to_0.395,-inf_to_-0.135,All,All,All,All,All,All,All,All,All,All,0.105_to_1.025,0.435_to_1.735,4.915_to_inf,3.295_to_4.515,3.355_to_3.975,5.295_to_5.77,1.515_to_2.575,0.225_to_1.105,0.935_to_1.855,-0.335_to_0.315,1
