X13,X14,X10,X8,X9,X11,X2,X3,X12,X1,X6,X7,X4,X5,Y
-inf_to_-0.9005,-0.99016_to_inf,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,-0.153846_to_0.4615385,1
-0.9005_to_inf,-inf_to_-0.99016,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,0.625_to_inf,-0.916667_to_inf,-0.5_to_inf,-0.153846_to_0.4615385,1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-0.6994645_to_inf,All,All,0.625_to_inf,-inf_to_-0.916667,-inf_to_-0.5,0.4615385_to_inf,-1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,0.0_to_inf,-inf_to_0.0,All,-0.181654_to_inf,-inf_to_-0.6994645,All,All,0.625_to_inf,-0.916667_to_inf,-inf_to_-0.5,-0.153846_to_0.4615385,-1
-0.9005_to_inf,-inf_to_-0.99016,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.181654,-0.6994645_to_inf,All,All,0.625_to_inf,-0.916667_to_inf,-0.5_to_inf,-0.153846_to_0.4615385,1
-0.9005_to_inf,-inf_to_-0.99016,-0.9850745_to_-0.9253735,-inf_to_0.0,0.0_to_inf,All,-0.181654_to_inf,-inf_to_-0.6994645,All,All,-inf_to_0.625,-0.916667_to_inf,-0.5_to_inf,-0.153846_to_0.4615385,-1
-inf_to_-0.9005,-inf_to_-0.99016,-0.9850745_to_-0.9253735,-inf_to_0.0,0.0_to_inf,All,-0.181654_to_inf,-0.6994645_to_inf,All,All,-inf_to_0.625,-inf_to_-0.916667,-inf_to_-0.5,-inf_to_-0.153846,-1
-inf_to_-0.9005,-0.99016_to_inf,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-0.181654_to_inf,-0.6994645_to_inf,All,All,-inf_to_0.625,-0.916667_to_inf,-0.5_to_inf,-0.153846_to_0.4615385,1
-0.9005_to_inf,-0.99016_to_inf,-0.9850745_to_-0.9253735,0.0_to_inf,0.0_to_inf,All,-0.181654_to_inf,-inf_to_-0.6994645,All,All,-inf_to_0.625,-0.916667_to_inf,-0.5_to_inf,0.4615385_to_inf,1
-inf_to_-0.9005,-inf_to_-0.99016,-inf_to_-0.9850745,0.0_to_inf,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,0.4615385_to_inf,1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-inf_to_-0.5,-inf_to_-0.153846,-1
-inf_to_-0.9005,-0.99016_to_inf,-inf_to_-0.9850745,0.0_to_inf,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,0.625_to_inf,-0.916667_to_inf,-0.5_to_inf,0.4615385_to_inf,1
-0.9005_to_inf,-inf_to_-0.99016,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-0.181654_to_inf,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,-0.153846_to_0.4615385,-1
-inf_to_-0.9005,-inf_to_-0.99016,-0.9850745_to_-0.9253735,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.181654,-0.6994645_to_inf,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,0.4615385_to_inf,1
-inf_to_-0.9005,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,-0.153846_to_0.4615385,1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,0.625_to_inf,-0.916667_to_inf,-inf_to_-0.5,-0.153846_to_0.4615385,-1
-inf_to_-0.9005,-0.99016_to_inf,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-0.181654_to_inf,-0.6994645_to_inf,All,All,-inf_to_0.625,-0.916667_to_inf,-0.5_to_inf,-0.153846_to_0.4615385,1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,-inf_to_-0.153846,-1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,0.625_to_inf,-inf_to_-0.916667,-inf_to_-0.5,-inf_to_-0.153846,-1
-0.9005_to_inf,-0.99016_to_inf,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-inf_to_-0.5,-inf_to_-0.153846,-1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-0.916667_to_inf,-inf_to_-0.5,-0.153846_to_0.4615385,-1
-0.9005_to_inf,-inf_to_-0.99016,-0.9850745_to_-0.9253735,-inf_to_0.0,0.0_to_inf,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,0.625_to_inf,-0.916667_to_inf,-inf_to_-0.5,0.4615385_to_inf,-1
-0.9005_to_inf,-inf_to_-0.99016,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-0.916667_to_inf,-0.5_to_inf,-0.153846_to_0.4615385,1
-inf_to_-0.9005,-0.99016_to_inf,-0.9850745_to_-0.9253735,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.181654,-0.6994645_to_inf,All,All,-inf_to_0.625,-0.916667_to_inf,-0.5_to_inf,-inf_to_-0.153846,1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,0.625_to_inf,-inf_to_-0.916667,-0.5_to_inf,-inf_to_-0.153846,-1
-inf_to_-0.9005,-0.99016_to_inf,-inf_to_-0.9850745,0.0_to_inf,-inf_to_0.0,All,-0.181654_to_inf,-0.6994645_to_inf,All,All,-inf_to_0.625,-0.916667_to_inf,-inf_to_-0.5,-0.153846_to_0.4615385,1
-0.9005_to_inf,-inf_to_-0.99016,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-0.181654_to_inf,-0.6994645_to_inf,All,All,-inf_to_0.625,-0.916667_to_inf,-0.5_to_inf,-0.153846_to_0.4615385,1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-0.181654_to_inf,-0.6994645_to_inf,All,All,-inf_to_0.625,-0.916667_to_inf,-0.5_to_inf,-inf_to_-0.153846,-1
-0.9005_to_inf,-inf_to_-0.99016,-0.9850745_to_-0.9253735,-inf_to_0.0,0.0_to_inf,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,-0.153846_to_0.4615385,-1
-0.9005_to_inf,-inf_to_-0.99016,-0.9850745_to_-0.9253735,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-0.916667_to_inf,-0.5_to_inf,-inf_to_-0.153846,1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,-inf_to_-0.153846,-1
-0.9005_to_inf,-0.99016_to_inf,-inf_to_-0.9850745,0.0_to_inf,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,0.625_to_inf,-0.916667_to_inf,-0.5_to_inf,0.4615385_to_inf,1
-inf_to_-0.9005,-inf_to_-0.99016,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-0.181654_to_inf,-0.6994645_to_inf,All,All,0.625_to_inf,-0.916667_to_inf,-0.5_to_inf,0.4615385_to_inf,1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,0.4615385_to_inf,-1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,0.0_to_inf,-inf_to_0.0,All,-inf_to_-0.181654,-0.6994645_to_inf,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,-inf_to_-0.153846,-1
-0.9005_to_inf,-inf_to_-0.99016,-0.9253735_to_inf,-inf_to_0.0,0.0_to_inf,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,-inf_to_-0.153846,-1
-inf_to_-0.9005,-inf_to_-0.99016,-inf_to_-0.9850745,0.0_to_inf,-inf_to_0.0,All,-0.181654_to_inf,-0.6994645_to_inf,All,All,-inf_to_0.625,-inf_to_-0.916667,-inf_to_-0.5,-inf_to_-0.153846,-1
-inf_to_-0.9005,-inf_to_-0.99016,-0.9253735_to_inf,-inf_to_0.0,0.0_to_inf,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,0.625_to_inf,-inf_to_-0.916667,-0.5_to_inf,-0.153846_to_0.4615385,-1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-0.916667_to_inf,-0.5_to_inf,-0.153846_to_0.4615385,-1
-0.9005_to_inf,-inf_to_-0.99016,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.181654,-0.6994645_to_inf,All,All,-inf_to_0.625,-0.916667_to_inf,-inf_to_-0.5,-0.153846_to_0.4615385,1
-inf_to_-0.9005,-0.99016_to_inf,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.181654,-0.6994645_to_inf,All,All,0.625_to_inf,-0.916667_to_inf,-0.5_to_inf,-0.153846_to_0.4615385,1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-0.6994645_to_inf,All,All,-inf_to_0.625,-0.916667_to_inf,-0.5_to_inf,0.4615385_to_inf,-1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,0.625_to_inf,-0.916667_to_inf,-0.5_to_inf,-inf_to_-0.153846,-1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,-0.153846_to_0.4615385,-1
-inf_to_-0.9005,-inf_to_-0.99016,-0.9253735_to_inf,-inf_to_0.0,0.0_to_inf,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,-inf_to_-0.153846,-1
-inf_to_-0.9005,-0.99016_to_inf,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,0.4615385_to_inf,1
-inf_to_-0.9005,-inf_to_-0.99016,-0.9253735_to_inf,-inf_to_0.0,0.0_to_inf,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,-inf_to_-0.153846,-1
-inf_to_-0.9005,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-0.6994645_to_inf,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,-inf_to_-0.153846,-1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-0.6994645_to_inf,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,-inf_to_-0.153846,-1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,-0.153846_to_0.4615385,-1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,-0.153846_to_0.4615385,1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-0.6994645_to_inf,All,All,0.625_to_inf,-0.916667_to_inf,-0.5_to_inf,0.4615385_to_inf,-1
-inf_to_-0.9005,-inf_to_-0.99016,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-0.181654_to_inf,-0.6994645_to_inf,All,All,-inf_to_0.625,-0.916667_to_inf,-0.5_to_inf,-inf_to_-0.153846,1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-inf_to_-0.5,-inf_to_-0.153846,-1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-0.181654_to_inf,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,-inf_to_-0.153846,-1
-inf_to_-0.9005,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-0.6994645_to_inf,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,-inf_to_-0.153846,-1
-inf_to_-0.9005,-inf_to_-0.99016,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.181654,-0.6994645_to_inf,All,All,-inf_to_0.625,-0.916667_to_inf,-0.5_to_inf,-0.153846_to_0.4615385,1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-0.6994645_to_inf,All,All,0.625_to_inf,-inf_to_-0.916667,-inf_to_-0.5,0.4615385_to_inf,-1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-0.916667_to_inf,-0.5_to_inf,-0.153846_to_0.4615385,1
-inf_to_-0.9005,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,-inf_to_-0.153846,-1
-inf_to_-0.9005,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-inf_to_-0.5,-0.153846_to_0.4615385,-1
-inf_to_-0.9005,-inf_to_-0.99016,-0.9253735_to_inf,-inf_to_0.0,0.0_to_inf,All,-inf_to_-0.181654,-0.6994645_to_inf,All,All,-inf_to_0.625,-0.916667_to_inf,-0.5_to_inf,-inf_to_-0.153846,-1
-inf_to_-0.9005,-inf_to_-0.99016,-0.9850745_to_-0.9253735,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-0.916667_to_inf,-0.5_to_inf,0.4615385_to_inf,1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-0.916667_to_inf,-0.5_to_inf,-0.153846_to_0.4615385,-1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,0.0_to_inf,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,-inf_to_-0.153846,1
-0.9005_to_inf,-0.99016_to_inf,-inf_to_-0.9850745,0.0_to_inf,-inf_to_0.0,All,-inf_to_-0.181654,-0.6994645_to_inf,All,All,-inf_to_0.625,-0.916667_to_inf,-0.5_to_inf,-0.153846_to_0.4615385,1
-0.9005_to_inf,-0.99016_to_inf,-0.9850745_to_-0.9253735,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-inf_to_-0.5,0.4615385_to_inf,1
-inf_to_-0.9005,-inf_to_-0.99016,-0.9253735_to_inf,-inf_to_0.0,0.0_to_inf,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-inf_to_-0.5,-inf_to_-0.153846,-1
-0.9005_to_inf,-0.99016_to_inf,-inf_to_-0.9850745,0.0_to_inf,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,0.625_to_inf,-inf_to_-0.916667,-0.5_to_inf,0.4615385_to_inf,1
-0.9005_to_inf,-0.99016_to_inf,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,0.625_to_inf,-inf_to_-0.916667,-0.5_to_inf,0.4615385_to_inf,1
-inf_to_-0.9005,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-0.6994645_to_inf,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,-inf_to_-0.153846,-1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-0.916667_to_inf,-0.5_to_inf,-0.153846_to_0.4615385,-1
-0.9005_to_inf,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-inf_to_-0.181654,-0.6994645_to_inf,All,All,-inf_to_0.625,-inf_to_-0.916667,-inf_to_-0.5,-inf_to_-0.153846,-1
-inf_to_-0.9005,-inf_to_-0.99016,-inf_to_-0.9850745,-inf_to_0.0,-inf_to_0.0,All,-0.181654_to_inf,-0.6994645_to_inf,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,-0.153846_to_0.4615385,-1
-inf_to_-0.9005,-inf_to_-0.99016,-0.9850745_to_-0.9253735,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,0.625_to_inf,-0.916667_to_inf,-inf_to_-0.5,-inf_to_-0.153846,-1
-0.9005_to_inf,-0.99016_to_inf,-0.9850745_to_-0.9253735,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-inf_to_-0.5,-0.153846_to_0.4615385,1
-inf_to_-0.9005,-inf_to_-0.99016,-0.9850745_to_-0.9253735,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.181654,-0.6994645_to_inf,All,All,0.625_to_inf,-inf_to_-0.916667,-0.5_to_inf,0.4615385_to_inf,1
-0.9005_to_inf,-0.99016_to_inf,-0.9253735_to_inf,0.0_to_inf,0.0_to_inf,All,-inf_to_-0.181654,-inf_to_-0.6994645,All,All,-inf_to_0.625,-inf_to_-0.916667,-0.5_to_inf,0.4615385_to_inf,1
