Speaker Number,Sex,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Class
Andrew,Male,-3.019_to_-2.403,2.1445_to_3.1765,-inf_to_0.4725,-0.0225_to_0.829,-inf_to_-0.9915,-inf_to_1.451,0.4795_to_inf,-0.511_to_0.0765,-0.3385_to_0.122,All,had
Andrew,Male,-4.2625_to_-3.525,1.4125_to_2.1445,-inf_to_0.4725,0.829_to_inf,-inf_to_-0.9915,-inf_to_1.451,0.4795_to_inf,0.0765_to_inf,0.122_to_inf,All,hOd
Andrew,Male,-4.2625_to_-3.525,2.1445_to_3.1765,-inf_to_0.4725,0.829_to_inf,-inf_to_-0.9915,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,0.122_to_inf,All,hod
Andrew,Male,-4.2625_to_-3.525,1.4125_to_2.1445,-inf_to_0.4725,-0.0225_to_0.829,-0.9915_to_-0.396,1.451_to_inf,-0.6605_to_0.4795,0.0765_to_inf,0.122_to_inf,All,hUd
Andrew,Male,-4.2625_to_-3.525,1.4125_to_2.1445,-inf_to_0.4725,0.829_to_inf,-0.396_to_0.4995,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,0.122_to_inf,All,hud
Andrew,Male,-3.019_to_-2.403,1.4125_to_2.1445,-inf_to_0.4725,-0.0225_to_0.829,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hed
Andrew,Male,-4.2625_to_-3.525,-0.1035_to_0.519,-inf_to_0.4725,0.829_to_inf,-0.396_to_0.4995,1.451_to_inf,-0.6605_to_0.4795,0.0765_to_inf,-inf_to_-0.3385,All,hid
Andrew,Male,-3.525_to_-3.019,-0.1035_to_0.519,-inf_to_0.4725,0.829_to_inf,-0.396_to_0.4995,1.451_to_inf,-0.6605_to_0.4795,0.0765_to_inf,-inf_to_-0.3385,All,hId
Andrew,Male,-2.403_to_-2.1225,0.519_to_1.4125,-inf_to_0.4725,-0.0225_to_0.829,-0.9915_to_-0.396,1.451_to_inf,-0.6605_to_0.4795,0.0765_to_inf,-inf_to_-0.3385,All,hEd
Andrew,Male,-2.403_to_-2.1225,1.4125_to_2.1445,-inf_to_0.4725,0.829_to_inf,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hAd
Andrew,Male,-3.019_to_-2.403,1.4125_to_2.1445,-inf_to_0.4725,0.829_to_inf,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,-0.511_to_0.0765,-0.3385_to_0.122,All,hYd
Andrew,Male,-3.525_to_-3.019,2.1445_to_3.1765,-inf_to_0.4725,-0.0225_to_0.829,-inf_to_-0.9915,-inf_to_1.451,0.4795_to_inf,-0.511_to_0.0765,-0.3385_to_0.122,All,had
Andrew,Male,-3.525_to_-3.019,1.4125_to_2.1445,-inf_to_0.4725,0.829_to_inf,-inf_to_-0.9915,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,0.122_to_inf,All,hOd
Andrew,Male,-4.2625_to_-3.525,2.1445_to_3.1765,-inf_to_0.4725,0.829_to_inf,-inf_to_-0.9915,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,0.122_to_inf,All,hod
Andrew,Male,-4.2625_to_-3.525,0.519_to_1.4125,-inf_to_0.4725,-0.0225_to_0.829,-0.9915_to_-0.396,1.451_to_inf,-0.6605_to_0.4795,0.0765_to_inf,0.122_to_inf,All,hUd
Andrew,Male,-4.2625_to_-3.525,1.4125_to_2.1445,-inf_to_0.4725,0.829_to_inf,-0.396_to_0.4995,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,0.122_to_inf,All,hud
Andrew,Male,-3.019_to_-2.403,1.4125_to_2.1445,-inf_to_0.4725,-0.0225_to_0.829,-inf_to_-0.9915,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hed
Andrew,Male,-4.2625_to_-3.525,-0.1035_to_0.519,-inf_to_0.4725,0.829_to_inf,-0.396_to_0.4995,1.451_to_inf,-0.6605_to_0.4795,0.0765_to_inf,-inf_to_-0.3385,All,hid
Andrew,Male,-3.525_to_-3.019,-0.1035_to_0.519,-inf_to_0.4725,0.829_to_inf,-0.396_to_0.4995,1.451_to_inf,-0.6605_to_0.4795,0.0765_to_inf,-inf_to_-0.3385,All,hId
Andrew,Male,-2.403_to_-2.1225,0.519_to_1.4125,-inf_to_0.4725,-0.0225_to_0.829,-0.9915_to_-0.396,1.451_to_inf,-0.6605_to_0.4795,0.0765_to_inf,-inf_to_-0.3385,All,hEd
Andrew,Male,-2.403_to_-2.1225,1.4125_to_2.1445,-inf_to_0.4725,0.829_to_inf,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hAd
Andrew,Male,-3.525_to_-3.019,1.4125_to_2.1445,-inf_to_0.4725,0.829_to_inf,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,-0.511_to_0.0765,-0.3385_to_0.122,All,hYd
Andrew,Male,-3.525_to_-3.019,2.1445_to_3.1765,-inf_to_0.4725,-0.0225_to_0.829,-inf_to_-0.9915,-inf_to_1.451,-0.6605_to_0.4795,-0.511_to_0.0765,-0.3385_to_0.122,All,had
Andrew,Male,-3.525_to_-3.019,2.1445_to_3.1765,-inf_to_0.4725,-0.0225_to_0.829,-inf_to_-0.9915,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,0.122_to_inf,All,hOd
Andrew,Male,-4.2625_to_-3.525,2.1445_to_3.1765,-inf_to_0.4725,0.829_to_inf,-inf_to_-0.9915,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,0.122_to_inf,All,hod
Andrew,Male,-4.2625_to_-3.525,1.4125_to_2.1445,-inf_to_0.4725,0.829_to_inf,-0.396_to_0.4995,1.451_to_inf,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hud
Bill,Male,-4.2625_to_-3.525,-0.1035_to_0.519,-inf_to_0.4725,-0.0225_to_0.829,0.4995_to_inf,-inf_to_1.451,0.4795_to_inf,-0.511_to_0.0765,-inf_to_-0.3385,All,hid
Bill,Male,-2.1225_to_-1.557,-0.1035_to_0.519,-inf_to_0.4725,-inf_to_-0.0225,-0.396_to_0.4995,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hEd
Bill,Male,-2.1225_to_-1.557,1.4125_to_2.1445,-inf_to_0.4725,-0.0225_to_0.829,-0.396_to_0.4995,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hAd
Bill,Male,-3.019_to_-2.403,2.1445_to_3.1765,-inf_to_0.4725,-0.0225_to_0.829,-inf_to_-0.9915,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,0.122_to_inf,All,hYd
Bill,Male,-2.403_to_-2.1225,0.519_to_1.4125,-inf_to_0.4725,-inf_to_-0.0225,-0.396_to_0.4995,-inf_to_1.451,-0.6605_to_0.4795,-0.511_to_0.0765,0.122_to_inf,All,had
Bill,Male,-4.2625_to_-3.525,3.1765_to_inf,0.4725_to_1.086,-inf_to_-0.0225,-inf_to_-0.9915,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hod
Bill,Male,-4.2625_to_-3.525,2.1445_to_3.1765,-inf_to_0.4725,-0.0225_to_0.829,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,0.122_to_inf,All,hUd
Bill,Male,-4.6685_to_-4.2625,2.1445_to_3.1765,-inf_to_0.4725,-0.0225_to_0.829,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,0.122_to_inf,All,hud
Bill,Male,-3.525_to_-3.019,0.519_to_1.4125,-inf_to_0.4725,-inf_to_-0.0225,-0.396_to_0.4995,-inf_to_1.451,-0.6605_to_0.4795,-0.511_to_0.0765,-0.3385_to_0.122,All,hed
Bill,Male,-4.6685_to_-4.2625,-0.1035_to_0.519,0.4725_to_1.086,-0.0225_to_0.829,0.4995_to_inf,-inf_to_1.451,0.4795_to_inf,-0.511_to_0.0765,-inf_to_-0.3385,All,hid
Bill,Male,-2.1225_to_-1.557,-0.1035_to_0.519,-inf_to_0.4725,-inf_to_-0.0225,-0.396_to_0.4995,-inf_to_1.451,0.4795_to_inf,0.0765_to_inf,0.122_to_inf,All,hId
Bill,Male,-2.1225_to_-1.557,1.4125_to_2.1445,-inf_to_0.4725,-0.0225_to_0.829,-0.396_to_0.4995,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hAd
Bill,Male,-3.019_to_-2.403,2.1445_to_3.1765,-inf_to_0.4725,-inf_to_-0.0225,-inf_to_-0.9915,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,0.122_to_inf,All,hYd
Bill,Male,-3.019_to_-2.403,1.4125_to_2.1445,-inf_to_0.4725,-inf_to_-0.0225,-0.396_to_0.4995,-inf_to_1.451,-0.6605_to_0.4795,-0.511_to_0.0765,0.122_to_inf,All,had
Bill,Male,-3.525_to_-3.019,2.1445_to_3.1765,-inf_to_0.4725,-inf_to_-0.0225,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,0.122_to_inf,All,hOd
Bill,Male,-4.2625_to_-3.525,3.1765_to_inf,-inf_to_0.4725,-inf_to_-0.0225,-inf_to_-0.9915,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hod
Bill,Male,-4.6685_to_-4.2625,2.1445_to_3.1765,-inf_to_0.4725,-0.0225_to_0.829,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,0.122_to_inf,All,hUd
Bill,Male,-4.6685_to_-4.2625,2.1445_to_3.1765,-inf_to_0.4725,-0.0225_to_0.829,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,-0.511_to_0.0765,0.122_to_inf,All,hud
Bill,Male,-3.525_to_-3.019,0.519_to_1.4125,-inf_to_0.4725,-inf_to_-0.0225,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,-0.511_to_0.0765,-0.3385_to_0.122,All,hed
Bill,Male,-2.1225_to_-1.557,-0.1035_to_0.519,-inf_to_0.4725,-inf_to_-0.0225,-0.396_to_0.4995,1.451_to_inf,0.4795_to_inf,0.0765_to_inf,0.122_to_inf,All,hId
Bill,Male,-2.1225_to_-1.557,-0.1035_to_0.519,-inf_to_0.4725,-inf_to_-0.0225,-0.396_to_0.4995,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hEd
Bill,Male,-2.1225_to_-1.557,1.4125_to_2.1445,-inf_to_0.4725,-0.0225_to_0.829,-0.396_to_0.4995,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hAd
Bill,Male,-3.019_to_-2.403,2.1445_to_3.1765,-inf_to_0.4725,-0.0225_to_0.829,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,0.122_to_inf,All,hYd
Bill,Male,-3.019_to_-2.403,0.519_to_1.4125,-inf_to_0.4725,-0.0225_to_0.829,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,-0.511_to_0.0765,0.122_to_inf,All,had
Bill,Male,-3.525_to_-3.019,2.1445_to_3.1765,-inf_to_0.4725,-inf_to_-0.0225,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,0.122_to_inf,All,hOd
Bill,Male,-4.2625_to_-3.525,3.1765_to_inf,-inf_to_0.4725,-inf_to_-0.0225,-inf_to_-0.9915,-inf_to_1.451,0.4795_to_inf,0.0765_to_inf,-0.3385_to_0.122,All,hod
Bill,Male,-4.6685_to_-4.2625,2.1445_to_3.1765,-inf_to_0.4725,-0.0225_to_0.829,-inf_to_-0.9915,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,0.122_to_inf,All,hUd
Bill,Male,-inf_to_-4.6685,2.1445_to_3.1765,-inf_to_0.4725,-0.0225_to_0.829,-0.9915_to_-0.396,1.451_to_inf,-0.6605_to_0.4795,-0.511_to_0.0765,0.122_to_inf,All,hud
Bill,Male,-3.019_to_-2.403,1.4125_to_2.1445,-inf_to_0.4725,-inf_to_-0.0225,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,-0.511_to_0.0765,-inf_to_-0.3385,All,hed
Bill,Male,-4.6685_to_-4.2625,-0.1035_to_0.519,1.086_to_inf,0.829_to_inf,0.4995_to_inf,-inf_to_1.451,-0.6605_to_0.4795,-0.511_to_0.0765,-inf_to_-0.3385,All,hid
Bill,Male,-2.1225_to_-1.557,-0.1035_to_0.519,-inf_to_0.4725,-inf_to_-0.0225,-0.396_to_0.4995,1.451_to_inf,0.4795_to_inf,0.0765_to_inf,-0.3385_to_0.122,All,hId
Bill,Male,-2.1225_to_-1.557,-0.1035_to_0.519,-inf_to_0.4725,-inf_to_-0.0225,-0.396_to_0.4995,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hEd
Bill,Male,-2.1225_to_-1.557,1.4125_to_2.1445,-inf_to_0.4725,-0.0225_to_0.829,-0.396_to_0.4995,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hAd
Bill,Male,-3.019_to_-2.403,2.1445_to_3.1765,-inf_to_0.4725,-inf_to_-0.0225,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,0.122_to_inf,All,hYd
Bill,Male,-2.403_to_-2.1225,0.519_to_1.4125,-inf_to_0.4725,-inf_to_-0.0225,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,-0.511_to_0.0765,0.122_to_inf,All,had
Bill,Male,-3.525_to_-3.019,2.1445_to_3.1765,-inf_to_0.4725,-0.0225_to_0.829,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,0.122_to_inf,All,hOd
Bill,Male,-4.2625_to_-3.525,3.1765_to_inf,-inf_to_0.4725,-inf_to_-0.0225,-inf_to_-0.9915,-inf_to_1.451,0.4795_to_inf,0.0765_to_inf,-0.3385_to_0.122,All,hod
Bill,Male,-4.2625_to_-3.525,2.1445_to_3.1765,-inf_to_0.4725,-0.0225_to_0.829,-inf_to_-0.9915,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,0.122_to_inf,All,hUd
Bill,Male,-inf_to_-4.6685,2.1445_to_3.1765,-inf_to_0.4725,-0.0225_to_0.829,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,-0.511_to_0.0765,0.122_to_inf,All,hud
Bill,Male,-3.019_to_-2.403,1.4125_to_2.1445,-inf_to_0.4725,-inf_to_-0.0225,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,-0.511_to_0.0765,-0.3385_to_0.122,All,hed
Bill,Male,-4.6685_to_-4.2625,-inf_to_-0.1035,0.4725_to_1.086,0.829_to_inf,0.4995_to_inf,-inf_to_1.451,-0.6605_to_0.4795,-0.511_to_0.0765,-inf_to_-0.3385,All,hid
Bill,Male,-2.1225_to_-1.557,-0.1035_to_0.519,-inf_to_0.4725,-inf_to_-0.0225,-0.396_to_0.4995,1.451_to_inf,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hId
Bill,Male,-2.1225_to_-1.557,-0.1035_to_0.519,-inf_to_0.4725,-inf_to_-0.0225,-0.396_to_0.4995,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hEd
Bill,Male,-2.1225_to_-1.557,1.4125_to_2.1445,-inf_to_0.4725,-inf_to_-0.0225,-0.396_to_0.4995,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hAd
Bill,Male,-3.019_to_-2.403,3.1765_to_inf,-inf_to_0.4725,-inf_to_-0.0225,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hYd
Bill,Male,-2.403_to_-2.1225,1.4125_to_2.1445,-inf_to_0.4725,-inf_to_-0.0225,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,-0.511_to_0.0765,0.122_to_inf,All,had
Bill,Male,-3.525_to_-3.019,2.1445_to_3.1765,-inf_to_0.4725,-0.0225_to_0.829,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,0.122_to_inf,All,hOd
Bill,Male,-4.2625_to_-3.525,3.1765_to_inf,0.4725_to_1.086,-inf_to_-0.0225,-inf_to_-0.9915,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hod
Bill,Male,-4.2625_to_-3.525,3.1765_to_inf,-inf_to_0.4725,-0.0225_to_0.829,-inf_to_-0.9915,-inf_to_1.451,0.4795_to_inf,0.0765_to_inf,0.122_to_inf,All,hUd
Bill,Male,-inf_to_-4.6685,2.1445_to_3.1765,-inf_to_0.4725,-0.0225_to_0.829,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hud
Bill,Male,-3.525_to_-3.019,1.4125_to_2.1445,-inf_to_0.4725,-inf_to_-0.0225,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,-0.511_to_0.0765,-0.3385_to_0.122,All,hed
Bill,Male,-4.2625_to_-3.525,-inf_to_-0.1035,0.4725_to_1.086,0.829_to_inf,0.4995_to_inf,-inf_to_1.451,-0.6605_to_0.4795,-0.511_to_0.0765,-inf_to_-0.3385,All,hid
Bill,Male,-3.019_to_-2.403,-0.1035_to_0.519,-inf_to_0.4725,-0.0225_to_0.829,-0.396_to_0.4995,1.451_to_inf,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hId
Bill,Male,-2.1225_to_-1.557,-0.1035_to_0.519,-inf_to_0.4725,-inf_to_-0.0225,-0.396_to_0.4995,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hEd
Bill,Male,-2.1225_to_-1.557,1.4125_to_2.1445,-inf_to_0.4725,-inf_to_-0.0225,-0.396_to_0.4995,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hAd
Bill,Male,-3.019_to_-2.403,3.1765_to_inf,-inf_to_0.4725,-inf_to_-0.0225,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hYd
Bill,Male,-3.525_to_-3.019,2.1445_to_3.1765,-inf_to_0.4725,-inf_to_-0.0225,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,0.122_to_inf,All,hOd
Bill,Male,-4.2625_to_-3.525,3.1765_to_inf,-inf_to_0.4725,-inf_to_-0.0225,-inf_to_-0.9915,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,-0.3385_to_0.122,All,hod
Bill,Male,-4.2625_to_-3.525,3.1765_to_inf,-inf_to_0.4725,-inf_to_-0.0225,-0.9915_to_-0.396,-inf_to_1.451,0.4795_to_inf,0.0765_to_inf,0.122_to_inf,All,hUd
Bill,Male,-inf_to_-4.6685,3.1765_to_inf,-inf_to_0.4725,-0.0225_to_0.829,-0.9915_to_-0.396,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,-inf_to_-0.3385,All,hud
Bill,Male,-3.525_to_-3.019,1.4125_to_2.1445,-inf_to_0.4725,-inf_to_-0.0225,-0.396_to_0.4995,-inf_to_1.451,-0.6605_to_0.4795,0.0765_to_inf,0.122_to_inf,All,hed
David,Male,-1.557_to_inf,-inf_to_-0.1035,-inf_to_0.4725,-0.0225_to_0.829,-0.396_to_0.4995,1.451_to_inf,-0.6605_to_0.4795,0.0765_to_inf,-inf_to_-0.3385,All,hid
